,,,Actual,Predicted,Commodity
723,Copper,19,,7.832564374161137,Copper
723,Copper,4,,7.832564374161137,Copper
723,Copper,23,,7.832564374161137,Copper
723,Copper,35,,7.832564374161137,Copper
723,Copper,22,,7.832564374161137,Copper
723,Copper,29,,7.832564374161137,Copper
723,Copper,37,,7.832564374161137,Copper
723,Copper,5,,7.832564374161137,Copper
723,Copper,46,,7.832564374161137,Copper
723,Copper,34,,7.832564374161137,Copper
723,Copper,25,,7.832564374161137,Copper
723,Copper,18,,7.832564374161137,Copper
108,Copper,33,6.560057331375735,6.686337093059333,Copper
108,Copper,30,6.626069945853017,6.6802563527178265,Copper
108,Copper,6,6.414617934367188,6.477883866630842,Copper
108,Copper,8,6.986015258456177,6.673934334766393,Copper
108,Copper,32,7.414988923905653,6.900903016278977,Copper
108,Copper,15,6.286337834145009,6.595831169832852,Copper
108,Copper,28,6.613088703765592,6.594536266525118,Copper
108,Copper,9,5.702925739065717,6.255845245627427,Copper
108,Copper,43,5.292923884930915,6.225766417056539,Copper
108,Copper,16,4.615921851114896,6.38160384993442,Copper
108,Copper,11,4.851600746027513,6.22078931780246,Copper
108,Copper,49,4.77939178673774,6.221651576836403,Copper
108,Copper,47,6.447849721714282,6.348777091814949,Copper
108,Copper,44,7.399662242915692,6.8533209162440585,Copper
108,Copper,13,7.623489127833242,6.996988702640836,Copper
108,Copper,7,8.125430671583318,7.490392434843035,Copper
108,Copper,26,8.452588055388071,7.845924411648524,Copper
108,Copper,14,8.401833021851669,7.870785421619029,Copper
108,Copper,3,7.7754284199524415,7.5695494009051645,Copper
108,Copper,45,8.34872689153957,7.964455059185307,Copper
108,Copper,10,8.526052787726462,8.152525970193615,Copper
108,Copper,24,8.132984299463482,8.022072069336101,Copper
108,Copper,39,7.864874113399494,7.956680827140423,Copper
108,Copper,1,7.9973360183256155,7.875872211176612,Copper
108,Copper,42,6.434829389986859,7.599912566990975,Copper
108,Copper,12,,7.482205280851238,Copper
108,Copper,31,6.78854300747999,7.762994110743337,Copper
108,Copper,38,6.070519228910207,7.8061520866025775,Copper
108,Copper,21,8.014609310325042,7.809514072779231,Copper
108,Copper,36,8.014609310325042,7.809514072779231,Copper
108,Copper,2,8.014344749566485,7.809514072779231,Copper
108,Copper,48,8.014344749566485,7.809514072779231,Copper
108,Copper,40,8.014344749566485,7.809514072779231,Copper
108,Copper,27,8.014344749566485,7.809514072779231,Copper
108,Copper,17,8.01408003128972,7.809514072779231,Copper
108,Copper,20,7.983004668223642,7.8031965051423375,Copper
108,Copper,0,7.983004668223642,7.8031965051423375,Copper
108,Copper,41,7.983004668223642,7.8031965051423375,Copper
108,Copper,19,7.948735263464026,7.796621007383112,Copper
108,Copper,4,7.948735263464026,7.796621007383112,Copper
108,Copper,23,7.948735263464026,7.796621007383112,Copper
108,Copper,35,7.948735263464026,7.796621007383112,Copper
108,Copper,22,7.911081920330811,7.789765618455327,Copper
108,Copper,29,7.911081920330811,7.789765618455327,Copper
108,Copper,37,7.911081920330811,7.789765618455327,Copper
108,Copper,5,7.911081920330811,7.789765618455327,Copper
108,Copper,46,7.910734418901133,7.789765618455327,Copper
108,Copper,34,7.910734418901133,7.789765618455327,Copper
108,Copper,25,7.910734418901133,7.789765618455327,Copper
108,Copper,18,7.910734418901133,7.789765618455327,Copper
112,Copper,33,7.0439944326235855,6.802381617852253,Copper
112,Copper,30,7.005010465196555,6.754971808047157,Copper
112,Copper,6,6.7117958535073825,6.562416492958183,Copper
112,Copper,8,7.035012230598566,6.767397762159151,Copper
112,Copper,32,7.468573044443689,7.033154726580425,Copper
112,Copper,15,6.9964267242642055,6.766777951250703,Copper
112,Copper,28,7.025830960858416,6.758315748997898,Copper
112,Copper,9,5.962660281927314,6.377869351884693,Copper
112,Copper,43,5.318047870721838,6.31010672030913,Copper
112,Copper,16,5.886998049724475,6.487318928160783,Copper
112,Copper,11,5.586717618345533,6.333657537413691,Copper
112,Copper,49,5.9460869585717715,6.470170735151962,Copper
112,Copper,47,5.460846477071034,6.4846052221384065,Copper
112,Copper,44,6.6516724666988045,7.027969509758759,Copper
112,Copper,13,7.430857476479032,7.305456565066085,Copper
112,Copper,7,8.406316840887818,7.992425401675419,Copper
112,Copper,26,8.460846283138803,8.057720416849875,Copper
112,Copper,14,8.42545362436986,8.031334557084435,Copper
112,Copper,3,7.919954625258908,7.670949401908645,Copper
112,Copper,45,8.384796028791206,8.104739890819346,Copper
112,Copper,10,8.567613715673792,8.267370721796844,Copper
112,Copper,24,8.363658194881417,8.138379800666375,Copper
112,Copper,39,7.720829323332324,8.020573870850315,Copper
112,Copper,1,7.524559095208831,7.941076941931055,Copper
112,Copper,42,7.243294867948273,7.70191997719637,Copper
112,Copper,12,,7.536729021101145,Copper
112,Copper,31,6.26998334914735,7.810458203346279,Copper
112,Copper,38,5.5367107120327805,7.873086231587826,Copper
112,Copper,21,5.959908855847889,7.873086231587826,Copper
112,Copper,36,6.363289098490733,7.873086231587826,Copper
112,Copper,2,6.363289098490733,7.873086231587826,Copper
112,Copper,48,6.363289098490733,7.873086231587826,Copper
112,Copper,40,6.363289098490733,7.873086231587826,Copper
112,Copper,27,6.363289098490733,7.873086231587826,Copper
112,Copper,17,6.363289098490733,7.873086231587826,Copper
112,Copper,20,6.363289098490733,7.873086231587826,Copper
112,Copper,0,6.363289098490733,7.873086231587826,Copper
112,Copper,41,6.363289098490733,7.873086231587826,Copper
112,Copper,19,6.363289098490733,7.873086231587826,Copper
112,Copper,4,6.363289098490733,7.873086231587826,Copper
112,Copper,23,6.363289098490733,7.873086231587826,Copper
112,Copper,35,6.3035136327606,7.873086231587826,Copper
112,Copper,22,,,Copper
112,Copper,29,,,Copper
112,Copper,37,,,Copper
112,Copper,5,,,Copper
112,Copper,46,,,Copper
112,Copper,34,,,Copper
112,Copper,25,,,Copper
112,Copper,18,,,Copper
474,Copper,33,6.992320257480982,6.68917355787143,Copper
474,Copper,30,6.965069164030299,6.647935903725133,Copper
474,Copper,6,6.603908552557283,6.443319662731276,Copper
474,Copper,8,7.0756399123367855,6.657100956643643,Copper
474,Copper,32,7.4816799052835075,6.930314464548497,Copper
474,Copper,15,6.766204400313527,6.634814589940158,Copper
474,Copper,28,6.741629596924671,6.617734675076349,Copper
474,Copper,9,6.187897206578193,6.289904613527585,Copper
474,Copper,43,5.852551911273647,6.221359626026199,Copper
474,Copper,16,,,Copper
474,Copper,11,,,Copper
474,Copper,49,,,Copper
474,Copper,47,,,Copper
474,Copper,44,,,Copper
474,Copper,13,,,Copper
474,Copper,7,,,Copper
474,Copper,26,,,Copper
474,Copper,14,,,Copper
474,Copper,3,,,Copper
474,Copper,45,,,Copper
474,Copper,10,,,Copper
474,Copper,24,,,Copper
474,Copper,39,,,Copper
474,Copper,1,,,Copper
474,Copper,42,,,Copper
474,Copper,12,,,Copper
474,Copper,31,,,Copper
474,Copper,38,,,Copper
474,Copper,21,,,Copper
474,Copper,36,,,Copper
474,Copper,2,,,Copper
474,Copper,48,,,Copper
474,Copper,40,,,Copper
474,Copper,27,,,Copper
474,Copper,17,,,Copper
474,Copper,20,,,Copper
474,Copper,0,,,Copper
474,Copper,41,,,Copper
474,Copper,19,,,Copper
474,Copper,4,,,Copper
474,Copper,23,,,Copper
474,Copper,35,,,Copper
474,Copper,22,,,Copper
474,Copper,29,,,Copper
474,Copper,37,,,Copper
474,Copper,5,,,Copper
474,Copper,46,,,Copper
474,Copper,34,,,Copper
474,Copper,25,,,Copper
474,Copper,18,,,Copper
239,Copper,33,6.939269086587161,6.820350404635434,Copper
239,Copper,30,6.925748183857889,6.77432502263139,Copper
239,Copper,6,6.176510072565026,6.553208978384375,Copper
239,Copper,8,6.586723389430812,6.760062034491662,Copper
239,Copper,32,7.238431444635961,7.048025318954428,Copper
239,Copper,15,6.793133492992761,6.772636575831712,Copper
239,Copper,28,6.856775075243962,6.752362852367805,Copper
239,Copper,9,5.960078237407102,6.4036697889526275,Copper
239,Copper,43,5.17292898284297,6.336826491678597,Copper
239,Copper,16,5.553484790539014,6.48791302423516,Copper
239,Copper,11,5.337399696700872,6.3515374044247,Copper
239,Copper,49,6.021166164882456,6.3788018077059325,Copper
239,Copper,47,5.1403683416634145,6.485449123813869,Copper
239,Copper,44,5.497573649495244,7.000716585164844,Copper
239,Copper,13,7.329895953956999,7.293308858752151,Copper
239,Copper,7,8.29059678577595,7.965885694813618,Copper
239,Copper,26,8.22898966954411,8.020290160268479,Copper
239,Copper,14,7.94129975236346,7.9809277289584895,Copper
239,Copper,3,6.330580800463912,7.615494353783579,Copper
239,Copper,45,8.051644524915913,8.05797753737414,Copper
239,Copper,10,8.359354281313298,8.232911949186796,Copper
239,Copper,24,8.05046156532397,8.168752588135069,Copper
239,Copper,39,7.669241994341305,8.086783906339766,Copper
239,Copper,1,6.426321712814828,7.990880163231449,Copper
239,Copper,42,,7.679004299580743,Copper
239,Copper,12,,7.578167112463652,Copper
239,Copper,31,4.365621810087544,7.85221877194758,Copper
239,Copper,38,5.349072634281798,7.914846800189127,Copper
239,Copper,21,5.798223722815412,7.914846800189127,Copper
239,Copper,36,5.94616937149534,7.914846800189127,Copper
239,Copper,2,5.94616937149534,7.914846800189127,Copper
239,Copper,48,5.94616937149534,7.914846800189127,Copper
239,Copper,40,5.94616937149534,7.914846800189127,Copper
239,Copper,27,5.94616937149534,7.914846800189127,Copper
239,Copper,17,5.94616937149534,7.914846800189127,Copper
239,Copper,20,5.94616937149534,7.914846800189127,Copper
239,Copper,0,5.94616937149534,7.914846800189127,Copper
239,Copper,41,5.94616937149534,7.914846800189127,Copper
239,Copper,19,5.94616937149534,7.914846800189127,Copper
239,Copper,4,5.94616937149534,7.914846800189127,Copper
239,Copper,23,5.94616937149534,7.914846800189127,Copper
239,Copper,35,5.94616937149534,7.914846800189127,Copper
239,Copper,22,5.94616937149534,7.914846800189127,Copper
239,Copper,29,5.94616937149534,7.914846800189127,Copper
239,Copper,37,5.94616937149534,7.914846800189127,Copper
239,Copper,5,5.94616937149534,7.914846800189127,Copper
239,Copper,46,5.94616937149534,7.914846800189127,Copper
239,Copper,34,5.94616937149534,7.914846800189127,Copper
239,Copper,25,5.94616937149534,7.914846800189127,Copper
239,Copper,18,5.94616937149534,7.914846800189127,Copper
680,Copper,33,7.165576656292845,6.705767526891033,Copper
680,Copper,30,7.13008108149924,6.692193466780093,Copper
680,Copper,6,6.667084610662144,6.5361600399430735,Copper
680,Copper,8,6.98946682998065,6.703302203785194,Copper
680,Copper,32,7.476841096341944,6.92858419630517,Copper
680,Copper,15,6.831974952655812,6.643552875572089,Copper
680,Copper,28,7.0332139127201465,6.657985315951914,Copper
680,Copper,9,6.496097017810599,6.325234606259299,Copper
680,Copper,43,6.31423393504074,6.2854252368580426,Copper
680,Copper,16,6.430424871692139,6.445052899361215,Copper
680,Copper,11,6.229603302245328,6.284238367229255,Copper
680,Copper,49,5.822952009555754,6.26924416246694,Copper
680,Copper,47,6.13165118000544,6.412226141241744,Copper
680,Copper,44,7.341976706698543,6.9330052645449785,Copper
680,Copper,13,7.734231134590636,7.093286688690974,Copper
680,Copper,7,8.060088457497477,7.525618306773359,Copper
680,Copper,26,8.437818920574596,7.902028722929721,Copper
680,Copper,14,7.876783849602229,7.886137730615683,Copper
680,Copper,3,7.370519435609568,7.610030457243606,Copper
680,Copper,45,8.261989518993976,8.013983872707279,Copper
680,Copper,10,8.579771924004056,8.19886502944358,Copper
680,Copper,24,8.316557908647436,8.094238694060712,Copper
680,Copper,39,8.245571117236045,7.998482196829973,Copper
680,Copper,1,8.151493910137317,7.926624623950733,Copper
680,Copper,42,7.246860546137335,7.647793047831266,Copper
680,Copper,12,6.909531727437022,7.531734094373209,Copper
680,Copper,31,7.642736139978143,7.806205356628415,Copper
680,Copper,38,7.818685400027176,7.8493633324876555,Copper
680,Copper,21,7.6780147359912965,7.852725318664309,Copper
680,Copper,36,7.7117910641014165,7.852725318664309,Copper
680,Copper,2,7.776962751260092,7.852725318664309,Copper
680,Copper,48,7.824484119615753,7.852725318664309,Copper
680,Copper,40,7.841458570617725,7.852725318664309,Copper
680,Copper,27,7.841458570617725,7.852725318664309,Copper
680,Copper,17,7.841458570617725,7.852725318664309,Copper
680,Copper,20,7.841458570617725,7.852725318664309,Copper
680,Copper,0,7.841458570617725,7.852725318664309,Copper
680,Copper,41,7.841458570617725,7.852725318664309,Copper
680,Copper,19,7.841458570617725,7.852725318664309,Copper
680,Copper,4,7.841458570617725,7.852725318664309,Copper
680,Copper,23,7.841458570617725,7.852725318664309,Copper
680,Copper,35,7.841458570617725,7.852725318664309,Copper
680,Copper,22,7.841458570617725,7.852725318664309,Copper
680,Copper,29,7.841458570617725,7.852725318664309,Copper
680,Copper,37,7.841458570617725,7.852725318664309,Copper
680,Copper,5,7.841458570617725,7.852725318664309,Copper
680,Copper,46,7.841458570617725,7.852725318664309,Copper
680,Copper,34,7.841458570617725,7.852725318664309,Copper
680,Copper,25,7.841458570617725,7.852725318664309,Copper
680,Copper,18,7.841458570617725,7.852725318664309,Copper
450,Molybdenum,33,,,Molybdenum
450,Molybdenum,30,,,Molybdenum
450,Molybdenum,6,,,Molybdenum
450,Molybdenum,8,8.455160236731988,8.22896501735213,Molybdenum
450,Molybdenum,32,9.39786375104745,8.830186957742287,Molybdenum
450,Molybdenum,15,7.549504372998973,7.9984949695235,Molybdenum
450,Molybdenum,28,8.166321620571178,8.125506718172828,Molybdenum
450,Molybdenum,9,6.732263439859136,7.85134518701749,Molybdenum
450,Molybdenum,43,,7.576878355793638,Molybdenum
450,Molybdenum,16,,7.5238457368265115,Molybdenum
450,Molybdenum,11,,7.431279065248195,Molybdenum
450,Molybdenum,49,6.565013935712827,7.9657212122902346,Molybdenum
450,Molybdenum,47,8.279498932203445,8.364782214045068,Molybdenum
450,Molybdenum,44,9.864695226277236,9.343870215217846,Molybdenum
450,Molybdenum,13,10.766368287433814,10.147517648679656,Molybdenum
450,Molybdenum,7,10.56063595744739,9.962376115604703,Molybdenum
450,Molybdenum,26,10.743106366321285,10.153797119026317,Molybdenum
450,Molybdenum,14,10.921329638247052,10.343295034180878,Molybdenum
450,Molybdenum,3,9.672431823747186,9.325478583679388,Molybdenum
450,Molybdenum,45,10.026637449858912,9.59078990685456,Molybdenum
450,Molybdenum,10,9.973812923018569,9.592947223557724,Molybdenum
450,Molybdenum,24,9.598771882911674,9.369580504088686,Molybdenum
450,Molybdenum,39,8.985648992767805,9.148124362037938,Molybdenum
450,Molybdenum,1,9.34261166409642,9.32303134476207,Molybdenum
450,Molybdenum,42,5.122793943928642,8.877092293828746,Molybdenum
450,Molybdenum,12,,8.816935178045489,Molybdenum
450,Molybdenum,31,,8.941618108271967,Molybdenum
450,Molybdenum,38,7.393819280556765,9.27513488683967,Molybdenum
450,Molybdenum,21,6.912318535322822,9.134767401764568,Molybdenum
450,Molybdenum,36,8.103880366709452,9.153140039456952,Molybdenum
450,Molybdenum,2,8.058178725213166,9.153140039456952,Molybdenum
450,Molybdenum,48,8.01145161644401,9.153140039456952,Molybdenum
450,Molybdenum,40,,,Molybdenum
450,Molybdenum,27,7.915304076740816,9.153140039456952,Molybdenum
450,Molybdenum,17,,,Molybdenum
450,Molybdenum,20,7.816295070540581,9.153140039456952,Molybdenum
450,Molybdenum,0,7.766025916063204,9.153140039456952,Molybdenum
450,Molybdenum,41,7.715426075647773,9.153140039456952,Molybdenum
450,Molybdenum,19,7.664639293689683,9.153140039456952,Molybdenum
450,Molybdenum,4,,,Molybdenum
450,Molybdenum,23,,,Molybdenum
450,Molybdenum,35,6.439095217858628,9.153140039456952,Molybdenum
450,Molybdenum,22,,,Molybdenum
450,Molybdenum,29,6.439095217858628,9.153140039456952,Molybdenum
450,Molybdenum,37,6.439095217858628,9.153140039456952,Molybdenum
450,Molybdenum,5,,,Molybdenum
450,Molybdenum,46,6.439095217858628,9.153140039456952,Molybdenum
450,Molybdenum,34,6.439095217858628,9.153140039456952,Molybdenum
450,Molybdenum,25,6.439095217858628,9.153140039456952,Molybdenum
450,Molybdenum,18,,,Molybdenum
66,Gold,33,14.50317501934949,15.218053534300962,Gold
66,Gold,30,15.128320314327539,15.145669018508551,Gold
66,Gold,6,14.111665310490825,15.195881391406445,Gold
66,Gold,8,13.981777540244565,15.222461526032943,Gold
66,Gold,32,14.106492466560892,15.225657852326142,Gold
66,Gold,15,14.173406037222675,15.24749309498201,Gold
66,Gold,28,13.607203742813434,15.089300917067307,Gold
66,Gold,9,,14.895714642685862,Gold
66,Gold,43,,,Gold
66,Gold,16,,,Gold
66,Gold,11,,,Gold
66,Gold,49,,,Gold
66,Gold,47,,,Gold
66,Gold,44,,,Gold
66,Gold,13,,,Gold
66,Gold,7,,,Gold
66,Gold,26,,,Gold
66,Gold,14,,,Gold
66,Gold,3,,,Gold
66,Gold,45,,,Gold
66,Gold,10,,,Gold
66,Gold,24,,,Gold
66,Gold,39,,,Gold
66,Gold,1,,,Gold
66,Gold,42,,,Gold
66,Gold,12,,,Gold
66,Gold,31,,,Gold
66,Gold,38,,,Gold
66,Gold,21,,,Gold
66,Gold,36,,,Gold
66,Gold,2,,,Gold
66,Gold,48,,,Gold
66,Gold,40,,,Gold
66,Gold,27,,,Gold
66,Gold,17,,,Gold
66,Gold,20,,,Gold
66,Gold,0,,,Gold
66,Gold,41,,,Gold
66,Gold,19,,,Gold
66,Gold,4,,,Gold
66,Gold,23,,,Gold
66,Gold,35,,,Gold
66,Gold,22,,,Gold
66,Gold,29,,,Gold
66,Gold,37,,,Gold
66,Gold,5,,,Gold
66,Gold,46,,,Gold
66,Gold,34,,,Gold
66,Gold,25,,,Gold
66,Gold,18,,,Gold
645,Molybdenum,33,,,Molybdenum
645,Molybdenum,30,,,Molybdenum
645,Molybdenum,6,,,Molybdenum
645,Molybdenum,8,,,Molybdenum
645,Molybdenum,32,,,Molybdenum
645,Molybdenum,15,,,Molybdenum
645,Molybdenum,28,,,Molybdenum
645,Molybdenum,9,,,Molybdenum
645,Molybdenum,43,,,Molybdenum
645,Molybdenum,16,,,Molybdenum
645,Molybdenum,11,,,Molybdenum
645,Molybdenum,49,,,Molybdenum
645,Molybdenum,47,,,Molybdenum
645,Molybdenum,44,,,Molybdenum
645,Molybdenum,13,,,Molybdenum
645,Molybdenum,7,,,Molybdenum
645,Molybdenum,26,,,Molybdenum
645,Molybdenum,14,,,Molybdenum
645,Molybdenum,3,,,Molybdenum
645,Molybdenum,45,,,Molybdenum
645,Molybdenum,10,,,Molybdenum
645,Molybdenum,24,8.91803537687174,9.33162450992641,Molybdenum
645,Molybdenum,39,9.369672074773254,9.214807154790769,Molybdenum
645,Molybdenum,1,9.706994380871038,9.402120409235472,Molybdenum
645,Molybdenum,42,9.177543448041874,9.003196548138014,Molybdenum
645,Molybdenum,12,8.886350648387296,8.959781114536442,Molybdenum
645,Molybdenum,31,9.233329257316,9.08898237105491,Molybdenum
645,Molybdenum,38,9.52388013288447,9.38603086178588,Molybdenum
645,Molybdenum,21,9.363792256203114,9.245663420919374,Molybdenum
645,Molybdenum,36,9.354374438871567,9.244671245185813,Molybdenum
645,Molybdenum,2,9.351580023870481,9.244671245185813,Molybdenum
