,,,Actual,Predicted
Palladium,Edges,14,0.3042194592216122,0.30311041804711514
Palladium,Edges,15,0.38231952479686016,0.37385770016679776
Palladium,Edges,16,0.46041959037210833,0.44460498228648015
Palladium,Edges,17,0.5385196559473565,0.5153522644061626
Palladium,Edges,18,0.6166197215226045,0.5860995465258452
Palladium,Edges,19,0.6947197870978526,0.6568468286455276
Palladium,Edges,20,0.7728198526731008,0.7275941107652102
Palladium,Edges,21,0.8509199182483488,0.7983413928848926
Palladium,Edges,22,0.929019983823597,0.8690886750045752
Palladium,Edges,23,1.007120049398845,0.9398359571242576
Palladium,Edges,24,1.085220114974093,1.01058323924394
Palladium,Edges,25,1.1633201805493414,1.0813305213636226
Palladium,Edges,26,1.2414202461245893,1.152077803483305
Palladium,Edges,27,1.3195203116998373,1.2228250856029876
Palladium,Edges,28,1.3976203772750857,1.29357236772267
Palladium,Edges,29,1.4757204428503337,1.3643196498423527
Palladium,Edges,30,1.5538205084255816,1.4350669319620353
Palladium,Edges,31,1.63192057400083,1.5058142140817175
Palladium,Edges,32,1.710020639576078,1.5765614962014
Palladium,Edges,33,1.788120705151326,1.6473087783210827
Palladium,Edges,34,1.8662207707265743,1.7180560604407649
Palladium,Edges,35,1.9443208363018223,1.7888033425604475
Palladium,Edges,36,2.0224209018770702,1.85955062468013
Palladium,Edges,37,2.1005209674523186,1.9302979067998127
Palladium,Edges,38,2.1786210330275666,2.0010451889194947
Palladium,Edges,39,2.2567210986028146,2.0717924710391777
Palladium,Edges,40,2.334821164178063,2.14253975315886
Palladium,Edges,41,2.412921229753311,2.213287035278542
Palladium,Edges,42,2.491021295328559,2.284034317398225
Palladium,Edges,43,2.5691213609038073,2.3547815995179073
Palladium,Edges,44,2.6472214264790552,2.4255288816375904
Palladium,Edges,45,2.725321492054303,2.4962761637572726
Palladium,Edges,46,2.8034215576295516,2.5670234458769547
Palladium,Edges,47,2.8815216232047995,2.637770727996638
Palladium,Edges,48,2.9596216887800475,2.70851801011632
Palladium,Edges,49,3.037721754355296,2.779265292236002
Palladium,Edges,50,3.115821819930544,2.8500125743556852
Nickel,Values,0,1.0,1
Nickel,Values,1,0.0,0
Nickel,Values,2,0.0,1
Nickel,Values,3,0.0,0
Nickel,Values,4,0.0,2
Nickel,Values,5,1.0,2
Nickel,Values,6,0.0,3
Nickel,Values,7,0.0,28
Nickel,Values,8,0.0,3
Nickel,Values,9,0.0,11
Nickel,Values,10,0.0,11
Nickel,Values,11,0.0,13
Nickel,Values,12,0.0,8
Nickel,Values,13,0.0,4
Nickel,Values,14,0.0,5
Nickel,Values,15,1.0,7
Nickel,Values,16,1.0,9
Nickel,Values,17,0.0,7
Nickel,Values,18,1.0,7
Nickel,Values,19,7.0,17
Nickel,Values,20,6.0,23
Nickel,Values,21,7.0,11
Nickel,Values,22,21.0,16
Nickel,Values,23,2.0,29
Nickel,Values,24,5.0,19
Nickel,Values,25,21.0,26
Nickel,Values,26,10.0,34
Nickel,Values,27,13.0,31
Nickel,Values,28,27.0,25
Nickel,Values,29,26.0,46
Nickel,Values,30,13.0,69
Nickel,Values,31,39.0,21
Nickel,Values,32,28.0,37
Nickel,Values,33,17.0,49
Nickel,Values,34,36.0,44
Nickel,Values,35,48.0,12
Nickel,Values,36,41.0,12
Nickel,Values,37,65.0,23
Nickel,Values,38,34.0,15
Nickel,Values,39,50.0,13
Nickel,Values,40,39.0,4
Nickel,Values,41,38.0,4
Nickel,Values,42,17.0,5
Nickel,Values,43,16.0,2
Nickel,Values,44,10.0,1
Nickel,Values,45,7.0,1
Nickel,Values,46,2.0,0
Nickel,Values,47,0.0,1
Nickel,Values,48,1.0,0
Nickel,Values,49,1.0,1
Nickel,Edges,0,-1.9259928107556428,0.15872561387648587
Nickel,Edges,1,-1.7816952917135083,0.24309672467574153
Nickel,Edges,2,-1.6373977726713738,0.3274678354749972
Nickel,Edges,3,-1.4931002536292395,0.4118389462742529
Nickel,Edges,4,-1.348802734587105,0.4962100570735085
Nickel,Edges,5,-1.2045052155449705,0.5805811678727641
Nickel,Edges,6,-1.060207696502836,0.6649522786720199
Nickel,Edges,7,-0.9159101774607015,0.7493233894712755
Nickel,Edges,8,-0.771612658418567,0.8336945002705312
Nickel,Edges,9,-0.6273151393764325,0.9180656110697868
Nickel,Edges,10,-0.48301762033429796,1.0024367218690424
Nickel,Edges,11,-0.33872010129216346,1.0868078326682982
Nickel,Edges,12,-0.19442258225002917,1.171178943467554
Nickel,Edges,13,-0.05012506320789467,1.2555500542668094
Nickel,Edges,14,0.09417245583423983,1.3399211650660652
Nickel,Edges,15,0.23846997487637434,1.4242922758653207
Nickel,Edges,16,0.38276749391850884,1.5086633866645764
Nickel,Edges,17,0.5270650129606433,1.5930344974638322
Nickel,Edges,18,0.6713625320027778,1.6774056082630877
Nickel,Edges,19,0.8156600510449123,1.7617767190623435
Nickel,Edges,20,0.9599575700870469,1.846147829861599
Nickel,Edges,21,1.1042550891291814,1.9305189406608547
Nickel,Edges,22,1.2485526081713159,2.0148900514601102
Nickel,Edges,23,1.3928501272134504,2.099261162259366
Nickel,Edges,24,1.5371476462555844,2.183632273058622
Nickel,Edges,25,1.681445165297719,2.2680033838578773
Nickel,Edges,26,1.8257426843398534,2.352374494657133
Nickel,Edges,27,1.970040203381988,2.4367456054563883
Nickel,Edges,28,2.114337722424122,2.5211167162556443
Nickel,Edges,29,2.2586352414662567,2.6054878270549002
Nickel,Edges,30,2.402932760508391,2.6898589378541553
Nickel,Edges,31,2.5472302795505257,2.7742300486534113
Nickel,Edges,32,2.6915277985926602,2.8586011594526672
Nickel,Edges,33,2.8358253176347947,2.9429722702519223
Nickel,Edges,34,2.9801228366769292,3.0273433810511783
Nickel,Edges,35,3.1244203557190637,3.1117144918504342
Nickel,Edges,36,3.2687178747611982,3.1960856026496893
Nickel,Edges,37,3.4130153938033327,3.2804567134489453
Nickel,Edges,38,3.5573129128454672,3.3648278242482013
Nickel,Edges,39,3.7016104318876017,3.4491989350474563
Nickel,Edges,40,3.8459079509297363,3.5335700458467123
Nickel,Edges,41,3.9902054699718708,3.6179411566459683
Nickel,Edges,42,4.134502989014005,3.7023122674452233
Nickel,Edges,43,4.27880050805614,3.7866833782444793
Nickel,Edges,44,4.423098027098274,3.8710544890437353
Nickel,Edges,45,4.567395546140409,3.9554255998429904
Nickel,Edges,46,4.711693065182543,4.039796710642246
Nickel,Edges,47,4.855990584224678,4.124167821441502
Nickel,Edges,48,5.000288103266811,4.208538932240758
Nickel,Edges,49,5.144585622308946,4.292910043040013
Nickel,Edges,50,5.288883141351081,4.377281153839269
Platinum,Values,0,1.0,1
Platinum,Values,1,0.0,0
Platinum,Values,2,0.0,0
Platinum,Values,3,0.0,0
Platinum,Values,4,0.0,0
Platinum,Values,5,0.0,5
Platinum,Values,6,1.0,1
Platinum,Values,7,1.0,0
Platinum,Values,8,1.0,1
Platinum,Values,9,0.0,3
Platinum,Values,10,2.0,1
Platinum,Values,11,2.0,1
Platinum,Values,12,0.0,0
Platinum,Values,13,3.0,1
Platinum,Values,14,2.0,4
Platinum,Values,15,1.0,1
Platinum,Values,16,3.0,1
Platinum,Values,17,5.0,1
Platinum,Values,18,1.0,3
Platinum,Values,19,19.0,0
Platinum,Values,20,5.0,1
Platinum,Values,21,3.0,1
Platinum,Values,22,2.0,4
Platinum,Values,23,4.0,2
Platinum,Values,24,7.0,10
Platinum,Values,25,11.0,6
Platinum,Values,26,13.0,12
Platinum,Values,27,11.0,12
Platinum,Values,28,13.0,19
Platinum,Values,29,15.0,25
Platinum,Values,30,32.0,16
Platinum,Values,31,32.0,13
Platinum,Values,32,26.0,35
Platinum,Values,33,22.0,14
Platinum,Values,34,10.0,45
Platinum,Values,35,21.0,22
Platinum,Values,36,14.0,19
Platinum,Values,37,6.0,23
Platinum,Values,38,11.0,33
Platinum,Values,39,21.0,19
Platinum,Values,40,13.0,24
Platinum,Values,41,21.0,21
Platinum,Values,42,1.0,9
Platinum,Values,43,1.0,16
Platinum,Values,44,3.0,16
Platinum,Values,45,10.0,10
Platinum,Values,46,15.0,4
Platinum,Values,47,3.0,7
Platinum,Values,48,0.0,3
Platinum,Values,49,1.0,5
Platinum,Edges,0,-2.1271557995356063,-1.3509006351624828
Platinum,Edges,1,-2.0302978995622447,-1.2857425748644118
Platinum,Edges,2,-1.9334399995888831,-1.220584514566341
Platinum,Edges,3,-1.8365820996155215,-1.15542645426827
Platinum,Edges,4,-1.7397241996421602,-1.0902683939701991
Platinum,Edges,5,-1.6428662996687986,-1.0251103336721281
Platinum,Edges,6,-1.546008399695437,-0.9599522733740571
Platinum,Edges,7,-1.4491504997220757,-0.8947942130759862
Platinum,Edges,8,-1.352292599748714,-0.8296361527779152
Platinum,Edges,9,-1.2554346997753525,-0.7644780924798443
Platinum,Edges,10,-1.158576799801991,-0.6993200321817734
Platinum,Edges,11,-1.0617188998286293,-0.6341619718837024
Platinum,Edges,12,-0.9648609998552677,-0.5690039115856315
Platinum,Edges,13,-0.8680030998819062,-0.5038458512875605
Platinum,Edges,14,-0.7711451999085448,-0.4386877909894895
Platinum,Edges,15,-0.6742872999351832,-0.3735297306914186
Platinum,Edges,16,-0.5774293999618216,-0.3083716703933477
Platinum,Edges,17,-0.48057149998846005,-0.24321361009527664
Platinum,Edges,18,-0.38371360001509847,-0.17805554979720584
Platinum,Edges,19,-0.2868557000417371,-0.1128974894991348
Platinum,Edges,20,-0.18999780006837552,-0.047739429201064
Platinum,Edges,21,-0.09313990009501394,0.01741863109700703
Platinum,Edges,22,0.0037179998783476442,0.08257669139507806
Platinum,Edges,23,0.10057589985170923,0.14773475169314887
Platinum,Edges,24,0.1974337998250708,0.2128928119912199
Platinum,Edges,25,0.2942916997984324,0.27805087228929093
Platinum,Edges,26,0.391149599771794,0.34320893258736174
Platinum,Edges,27,0.4880074997451551,0.40836699288543277
Platinum,Edges,28,0.5848653997185167,0.4735250531835038
Platinum,Edges,29,0.6817232996918783,0.5386831134815746
Platinum,Edges,30,0.7785811996652399,0.6038411737796456
Platinum,Edges,31,0.8754390996386014,0.6689992340777167
Platinum,Edges,32,0.972296999611963,0.7341572943757875
Platinum,Edges,33,1.0691548995853246,0.7993153546738583
Platinum,Edges,34,1.1660127995586862,0.8644734149719295
Platinum,Edges,35,1.2628706995320478,0.9296314752700003
Platinum,Edges,36,1.3597285995054094,0.9947895355680711
Platinum,Edges,37,1.456586499478771,1.0599475958661424
Platinum,Edges,38,1.553444399452132,1.1251056561642132
Platinum,Edges,39,1.6503022994254937,1.190263716462284
Platinum,Edges,40,1.7471601993988553,1.2554217767603548
Platinum,Edges,41,1.8440180993722168,1.320579837058426
Platinum,Edges,42,1.9408759993455784,1.3857378973564969
Platinum,Edges,43,2.03773389931894,1.4508959576545677
Platinum,Edges,44,2.1345917992923016,1.516054017952639
Platinum,Edges,45,2.231449699265663,1.5812120782507098
Platinum,Edges,46,2.3283075992390247,1.6463701385487806
Platinum,Edges,47,2.4251654992123863,1.7115281988468518
Platinum,Edges,48,2.522023399185748,1.7766862591449226
Platinum,Edges,49,2.6188812991591095,1.8418443194429934
Platinum,Edges,50,2.715739199132471,1.9070023797410645
Gold,Values,0,0.0,1
Gold,Values,1,0.0,1
Gold,Values,2,0.0,7
Gold,Values,3,0.0,29
Gold,Values,4,0.0,53
Gold,Values,5,0.0,6
Gold,Values,6,0.0,9
Gold,Values,7,0.0,7
Gold,Values,8,0.0,9
Gold,Values,9,0.0,12
Gold,Values,10,0.0,17
Gold,Values,11,0.0,34
Gold,Values,12,0.0,41
Gold,Values,13,0.0,81
Gold,Values,14,0.0,99
Gold,Values,15,0.0,129
Gold,Values,16,0.0,130
Gold,Values,17,0.0,163
Gold,Values,18,0.0,203
Gold,Values,19,0.0,215
Gold,Values,20,0.0,250
Gold,Values,21,0.0,290
Gold,Values,22,0.0,277
Gold,Values,23,0.0,291
Gold,Values,24,0.0,272
Gold,Values,25,0.0,347
Gold,Values,26,0.0,317
Gold,Values,27,0.0,310
Gold,Values,28,0.0,268
Gold,Values,29,0.0,258
Gold,Values,30,0.0,277
Gold,Values,31,0.0,240
Gold,Values,32,0.0,209
Gold,Values,33,0.0,242
Gold,Values,34,0.0,210
Gold,Values,35,0.0,176
Gold,Values,36,0.0,168
Gold,Values,37,0.0,150
Gold,Values,38,0.0,123
Gold,Values,39,0.0,72
Gold,Values,40,0.0,81
Gold,Values,41,0.0,56
Gold,Values,42,0.0,34
Gold,Values,43,0.0,27
Gold,Values,44,0.0,26
Gold,Values,45,0.0,15
Gold,Values,46,0.0,6
Gold,Values,47,0.0,9
Gold,Values,48,0.0,0
Gold,Values,49,0.0,4
Gold,Edges,0,0.0,-2.5222382007977657
Gold,Edges,1,0.02,-2.393518105599799
Gold,Edges,2,0.04,-2.264798010401832
Gold,Edges,3,0.06,-2.1360779152038654
Gold,Edges,4,0.08,-2.0073578200058986
Gold,Edges,5,0.1,-1.8786377248079318
Gold,Edges,6,0.12,-1.7499176296099652
Gold,Edges,7,0.14,-1.6211975344119984
Gold,Edges,8,0.16,-1.4924774392140316
Gold,Edges,9,0.18,-1.3637573440160649
Gold,Edges,10,0.2,-1.235037248818098
Gold,Edges,11,0.22,-1.1063171536201313
Gold,Edges,12,0.24,-0.9775970584221647
Gold,Edges,13,0.26,-0.8488769632241979
Gold,Edges,14,0.28,-0.7201568680262311
Gold,Edges,15,0.3,-0.5914367728282643
Gold,Edges,16,0.32,-0.46271667763029756
Gold,Edges,17,0.34,-0.33399658243233077
Gold,Edges,18,0.36,-0.20527648723436398
Gold,Edges,19,0.38,-0.07655639203639719
Gold,Edges,20,0.4,0.0521637031615696
Gold,Edges,21,0.42,0.18088379835953639
Gold,Edges,22,0.44,0.3096038935575032
Gold,Edges,23,0.46,0.43832398875546996
Gold,Edges,24,0.48,0.5670440839534363
Gold,Edges,25,0.5,0.6957641791514031
Gold,Edges,26,0.52,0.8244842743493699
Gold,Edges,27,0.54,0.9532043695473367
Gold,Edges,28,0.56,1.0819244647453035
Gold,Edges,29,0.58,1.2106445599432702
Gold,Edges,30,0.6,1.339364655141237
Gold,Edges,31,0.62,1.4680847503392038
Gold,Edges,32,0.64,1.5968048455371706
Gold,Edges,33,0.66,1.725524940735137
Gold,Edges,34,0.68,1.8542450359331042
Gold,Edges,35,0.7000000000000001,1.9829651311310705
Gold,Edges,36,0.72,2.1116852263290378
Gold,Edges,37,0.74,2.240405321527004
Gold,Edges,38,0.76,2.3691254167249713
Gold,Edges,39,0.78,2.4978455119229377
Gold,Edges,40,0.8,2.626565607120905
Gold,Edges,41,0.8200000000000001,2.7552857023188713
Gold,Edges,42,0.84,2.8840057975168385
Gold,Edges,43,0.86,3.012725892714805
Gold,Edges,44,0.88,3.141445987912772
Gold,Edges,45,0.9,3.2701660831107384
Gold,Edges,46,0.92,3.3988861783087057
Gold,Edges,47,0.9400000000000001,3.527606273506672
Gold,Edges,48,0.96,3.6563263687046383
Gold,Edges,49,0.98,3.7850464639026056
Gold,Edges,50,1.0,3.913766559100572
