,,,Actual,Predicted
Nickel,Edges,37,-4.586807852276907,-4.227687903712541
Nickel,Edges,38,-4.483788512029703,-4.158409799040674
Nickel,Edges,39,-4.380769171782499,-4.089131694368808
Nickel,Edges,40,-4.277749831535295,-4.0198535896969405
Nickel,Edges,41,-4.174730491288091,-3.950575485025074
Nickel,Edges,42,-4.071711151040887,-3.881297380353207
Nickel,Edges,43,-3.9686918107936826,-3.8120192756813402
Nickel,Edges,44,-3.8656724705464782,-3.742741171009474
Nickel,Edges,45,-3.7626531302992747,-3.673463066337607
Nickel,Edges,46,-3.6596337900520703,-3.6041849616657404
Nickel,Edges,47,-3.556614449804866,-3.5349068569938735
Nickel,Edges,48,-3.4535951095576625,-3.465628752322007
Nickel,Edges,49,-3.350575769310458,-3.39635064765014
Nickel,Edges,50,-3.2475564290632533,-3.3270725429782737
Palladium,Values,0,0.0,0.0
Palladium,Values,1,0.0,0.0
Palladium,Values,2,0.0,0.0
Palladium,Values,3,0.0,0.0
Palladium,Values,4,0.0,0.0
Palladium,Values,5,0.0,0.0
Palladium,Values,6,0.0,0.0
Palladium,Values,7,0.0,0.0
Palladium,Values,8,0.0,0.0
Palladium,Values,9,0.0,0.0
Palladium,Values,10,0.0,0.0
Palladium,Values,11,0.0,0.0
Palladium,Values,12,0.0,0.0
Palladium,Values,13,0.0,0.0
Palladium,Values,14,0.0,0.0
Palladium,Values,15,0.0,0.0
Palladium,Values,16,0.0,0.0
Palladium,Values,17,0.0,0.0
Palladium,Values,18,0.0,0.0
Palladium,Values,19,0.0,0.0
Palladium,Values,20,0.0,0.0
Palladium,Values,21,0.0,0.0
Palladium,Values,22,0.0,0.0
Palladium,Values,23,0.0,0.0
Palladium,Values,24,0.0,0.0
Palladium,Values,25,1.0,1.0
Palladium,Values,26,0.0,0.0
Palladium,Values,27,0.0,0.0
Palladium,Values,28,0.0,0.0
Palladium,Values,29,0.0,0.0
Palladium,Values,30,0.0,0.0
Palladium,Values,31,0.0,0.0
Palladium,Values,32,0.0,0.0
Palladium,Values,33,0.0,0.0
Palladium,Values,34,0.0,0.0
Palladium,Values,35,0.0,0.0
Palladium,Values,36,0.0,0.0
Palladium,Values,37,0.0,0.0
Palladium,Values,38,0.0,0.0
Palladium,Values,39,0.0,0.0
Palladium,Values,40,0.0,0.0
Palladium,Values,41,0.0,0.0
Palladium,Values,42,0.0,0.0
Palladium,Values,43,0.0,0.0
Palladium,Values,44,0.0,0.0
Palladium,Values,45,0.0,0.0
Palladium,Values,46,0.0,0.0
Palladium,Values,47,0.0,0.0
Palladium,Values,48,0.0,0.0
Palladium,Values,49,0.0,0.0
Palladium,Edges,0,-6.113884162667304,-5.622596644479236
Palladium,Edges,1,-6.093884162667305,-5.602596644479236
Palladium,Edges,2,-6.073884162667304,-5.582596644479236
Palladium,Edges,3,-6.053884162667305,-5.562596644479236
Palladium,Edges,4,-6.033884162667304,-5.542596644479236
Palladium,Edges,5,-6.0138841626673045,-5.522596644479236
Palladium,Edges,6,-5.993884162667304,-5.502596644479236
Palladium,Edges,7,-5.9738841626673045,-5.482596644479236
Palladium,Edges,8,-5.953884162667304,-5.462596644479236
Palladium,Edges,9,-5.9338841626673045,-5.442596644479236
Palladium,Edges,10,-5.913884162667304,-5.422596644479236
Palladium,Edges,11,-5.893884162667304,-5.402596644479236
Palladium,Edges,12,-5.873884162667304,-5.382596644479236
Palladium,Edges,13,-5.853884162667304,-5.362596644479236
Palladium,Edges,14,-5.833884162667304,-5.342596644479236
Palladium,Edges,15,-5.813884162667304,-5.322596644479236
Palladium,Edges,16,-5.793884162667304,-5.302596644479236
Palladium,Edges,17,-5.773884162667304,-5.282596644479236
Palladium,Edges,18,-5.753884162667304,-5.262596644479236
Palladium,Edges,19,-5.733884162667304,-5.242596644479236
Palladium,Edges,20,-5.713884162667304,-5.2225966444792356
Palladium,Edges,21,-5.693884162667304,-5.202596644479236
Palladium,Edges,22,-5.673884162667304,-5.1825966444792355
Palladium,Edges,23,-5.653884162667304,-5.162596644479236
Palladium,Edges,24,-5.633884162667304,-5.1425966444792355
Palladium,Edges,25,-5.613884162667304,-5.122596644479236
Palladium,Edges,26,-5.593884162667305,-5.102596644479236
Palladium,Edges,27,-5.573884162667304,-5.082596644479236
Palladium,Edges,28,-5.553884162667304,-5.062596644479235
Palladium,Edges,29,-5.533884162667304,-5.042596644479236
Palladium,Edges,30,-5.5138841626673045,-5.022596644479236
Palladium,Edges,31,-5.493884162667304,-5.002596644479236
Palladium,Edges,32,-5.4738841626673045,-4.982596644479236
Palladium,Edges,33,-5.453884162667304,-4.962596644479236
Palladium,Edges,34,-5.4338841626673045,-4.942596644479236
Palladium,Edges,35,-5.413884162667304,-4.922596644479236
Palladium,Edges,36,-5.393884162667304,-4.902596644479236
Palladium,Edges,37,-5.373884162667304,-4.882596644479236
Palladium,Edges,38,-5.353884162667304,-4.862596644479236
Palladium,Edges,39,-5.333884162667304,-4.842596644479236
Palladium,Edges,40,-5.313884162667304,-4.822596644479236
Palladium,Edges,41,-5.293884162667304,-4.802596644479236
Palladium,Edges,42,-5.273884162667304,-4.782596644479236
Palladium,Edges,43,-5.253884162667304,-4.762596644479236
Palladium,Edges,44,-5.233884162667304,-4.742596644479236
Palladium,Edges,45,-5.213884162667304,-4.7225966444792356
Palladium,Edges,46,-5.193884162667304,-4.702596644479236
Palladium,Edges,47,-5.173884162667304,-4.6825966444792355
Palladium,Edges,48,-5.153884162667304,-4.662596644479236
Palladium,Edges,49,-5.133884162667304,-4.6425966444792355
Palladium,Edges,50,-5.113884162667304,-4.622596644479236
Platinum,Values,0,1.0,1.0
Platinum,Values,1,0.0,0.0
Platinum,Values,2,0.0,0.0
Platinum,Values,3,0.0,0.0
Platinum,Values,4,0.0,0.0
Platinum,Values,5,0.0,0.0
Platinum,Values,6,0.0,0.0
Platinum,Values,7,0.0,0.0
Platinum,Values,8,0.0,0.0
Platinum,Values,9,0.0,1.0
Platinum,Values,10,0.0,0.0
Platinum,Values,11,1.0,0.0
Platinum,Values,12,0.0,0.0
Platinum,Values,13,0.0,0.0
Platinum,Values,14,0.0,0.0
Platinum,Values,15,0.0,0.0
Platinum,Values,16,0.0,0.0
Platinum,Values,17,0.0,1.0
Platinum,Values,18,0.0,1.0
Platinum,Values,19,0.0,0.0
Platinum,Values,20,0.0,0.0
Platinum,Values,21,0.0,0.0
Platinum,Values,22,0.0,0.0
Platinum,Values,23,1.0,0.0
Platinum,Values,24,0.0,0.0
Platinum,Values,25,0.0,0.0
Platinum,Values,26,0.0,1.0
Platinum,Values,27,0.0,0.0
Platinum,Values,28,1.0,0.0
Platinum,Values,29,0.0,0.0
Platinum,Values,30,0.0,2.0
Platinum,Values,31,0.0,0.0
Platinum,Values,32,0.0,1.0
Platinum,Values,33,0.0,1.0
Platinum,Values,34,0.0,0.0
Platinum,Values,35,3.0,0.0
Platinum,Values,36,2.0,0.0
Platinum,Values,37,1.0,1.0
Platinum,Values,38,1.0,0.0
Platinum,Values,39,0.0,1.0
Platinum,Values,40,1.0,2.0
Platinum,Values,41,0.0,1.0
Platinum,Values,42,1.0,1.0
Platinum,Values,43,1.0,0.0
Platinum,Values,44,0.0,1.0
Platinum,Values,45,0.0,1.0
Platinum,Values,46,1.0,0.0
Platinum,Values,47,0.0,1.0
Platinum,Values,48,5.0,2.0
Platinum,Values,49,1.0,1.0
Platinum,Edges,0,-8.233417511718402,-6.546162482485476
Platinum,Edges,1,-8.158415778046729,-6.494972313541867
Platinum,Edges,2,-8.083414044375058,-6.4437821445982575
Platinum,Edges,3,-8.008412310703385,-6.392591975654649
Platinum,Edges,4,-7.9334105770317125,-6.34140180671104
Platinum,Edges,5,-7.85840884336004,-6.29021163776743
Platinum,Edges,6,-7.783407109688367,-6.239021468823821
Platinum,Edges,7,-7.708405376016695,-6.187831299880211
Platinum,Edges,8,-7.633403642345023,-6.136641130936603
Platinum,Edges,9,-7.55840190867335,-6.0854509619929935
Platinum,Edges,10,-7.483400175001678,-6.034260793049384
Platinum,Edges,11,-7.4083984413300055,-5.983070624105775
Platinum,Edges,12,-7.333396707658332,-5.931880455162165
Platinum,Edges,13,-7.25839497398666,-5.880690286218556
Platinum,Edges,14,-7.183393240314988,-5.829500117274947
Platinum,Edges,15,-7.108391506643315,-5.778309948331338
Platinum,Edges,16,-7.033389772971643,-5.727119779387729
Platinum,Edges,17,-6.958388039299971,-5.675929610444119
Platinum,Edges,18,-6.8833863056282985,-5.62473944150051
Platinum,Edges,19,-6.808384571956625,-5.573549272556901
Platinum,Edges,20,-6.733382838284953,-5.522359103613292
Platinum,Edges,21,-6.658381104613281,-5.471168934669683
Platinum,Edges,22,-6.583379370941609,-5.419978765726073
Platinum,Edges,23,-6.508377637269936,-5.368788596782464
Platinum,Edges,24,-6.433375903598264,-5.317598427838854
Platinum,Edges,25,-6.358374169926591,-5.266408258895246
Platinum,Edges,26,-6.283372436254918,-5.2152180899516365
Platinum,Edges,27,-6.208370702583246,-5.164027921008027
Platinum,Edges,28,-6.133368968911574,-5.112837752064418
Platinum,Edges,29,-6.058367235239901,-5.061647583120809
Platinum,Edges,30,-5.983365501568229,-5.0104574141772
Platinum,Edges,31,-5.908363767896557,-4.95926724523359
Platinum,Edges,32,-5.8333620342248835,-4.908077076289981
Platinum,Edges,33,-5.758360300553211,-4.856886907346372
Platinum,Edges,34,-5.683358566881539,-4.805696738402762
Platinum,Edges,35,-5.608356833209866,-4.754506569459153
Platinum,Edges,36,-5.533355099538195,-4.703316400515544
Platinum,Edges,37,-5.458353365866522,-4.652126231571935
Platinum,Edges,38,-5.383351632194849,-4.6009360626283256
Platinum,Edges,39,-5.308349898523177,-4.549745893684716
Platinum,Edges,40,-5.233348164851504,-4.498555724741108
Platinum,Edges,41,-5.158346431179832,-4.447365555797498
Platinum,Edges,42,-5.08334469750816,-4.396175386853889
Platinum,Edges,43,-5.008342963836487,-4.3449852179102795
Platinum,Edges,44,-4.933341230164815,-4.29379504896667
Platinum,Edges,45,-4.858339496493143,-4.242604880023061
Platinum,Edges,46,-4.7833377628214695,-4.191414711079451
Platinum,Edges,47,-4.708336029149797,-4.140224542135843
Platinum,Edges,48,-4.633334295478125,-4.089034373192233
Platinum,Edges,49,-4.558332561806452,-4.037844204248624
Platinum,Edges,50,-4.48333082813478,-3.986654035305015
Silver,Values,0,1.0,2.0
Silver,Values,1,0.0,0.0
Silver,Values,2,0.0,0.0
Silver,Values,3,0.0,0.0
Silver,Values,4,0.0,0.0
Silver,Values,5,0.0,0.0
Silver,Values,6,0.0,0.0
Silver,Values,7,0.0,1.0
Silver,Values,8,0.0,0.0
Silver,Values,9,0.0,0.0
Silver,Values,10,0.0,1.0
Silver,Values,11,0.0,0.0
Silver,Values,12,1.0,0.0
Silver,Values,13,0.0,1.0
Silver,Values,14,0.0,0.0
Silver,Values,15,0.0,0.0
Silver,Values,16,0.0,0.0
Silver,Values,17,0.0,0.0
Silver,Values,18,0.0,0.0
Silver,Values,19,0.0,3.0
Silver,Values,20,0.0,1.0
Silver,Values,21,0.0,0.0
Silver,Values,22,0.0,1.0
Silver,Values,23,0.0,0.0
Silver,Values,24,2.0,0.0
Silver,Values,25,0.0,1.0
Silver,Values,26,1.0,1.0
Silver,Values,27,3.0,1.0
Silver,Values,28,1.0,0.0
Silver,Values,29,1.0,1.0
Silver,Values,30,0.0,1.0
Silver,Values,31,1.0,0.0
Silver,Values,32,2.0,1.0
Silver,Values,33,2.0,1.0
Silver,Values,34,3.0,0.0
Silver,Values,35,5.0,0.0
Silver,Values,36,0.0,2.0
Silver,Values,37,2.0,3.0
Silver,Values,38,2.0,2.0
Silver,Values,39,3.0,3.0
Silver,Values,40,3.0,1.0
Silver,Values,41,2.0,0.0
Silver,Values,42,2.0,0.0
Silver,Values,43,1.0,2.0
Silver,Values,44,4.0,2.0
Silver,Values,45,2.0,2.0
Silver,Values,46,1.0,6.0
Silver,Values,47,0.0,2.0
Silver,Values,48,0.0,3.0
Silver,Values,49,1.0,1.0
Silver,Edges,0,-9.70761302933747,-7.238249643727333
Silver,Edges,1,-9.56594181448043,-7.177726642962806
Silver,Edges,2,-9.42427059962339,-7.1172036421982785
Silver,Edges,3,-9.282599384766351,-7.0566806414337515
Silver,Edges,4,-9.140928169909312,-6.9961576406692245
Silver,Edges,5,-8.999256955052273,-6.935634639904697
Silver,Edges,6,-8.857585740195233,-6.87511163914017
Silver,Edges,7,-8.715914525338194,-6.814588638375643
Silver,Edges,8,-8.574243310481155,-6.754065637611116
Silver,Edges,9,-8.432572095624115,-6.693542636846588
Silver,Edges,10,-8.290900880767076,-6.633019636082061
Silver,Edges,11,-8.149229665910035,-6.572496635317534
Silver,Edges,12,-8.007558451052997,-6.511973634553007
Silver,Edges,13,-7.865887236195957,-6.451450633788479
Silver,Edges,14,-7.7242160213389175,-6.390927633023952
Silver,Edges,15,-7.582544806481877,-6.330404632259425
Silver,Edges,16,-7.440873591624838,-6.269881631494897
Silver,Edges,17,-7.2992023767677985,-6.20935863073037
Silver,Edges,18,-7.157531161910759,-6.148835629965843
Silver,Edges,19,-7.01585994705372,-6.088312629201315
Silver,Edges,20,-6.87418873219668,-6.027789628436788
Silver,Edges,21,-6.732517517339641,-5.967266627672261
Silver,Edges,22,-6.590846302482602,-5.906743626907733
Silver,Edges,23,-6.449175087625562,-5.846220626143206
Silver,Edges,24,-6.307503872768523,-5.785697625378679
Silver,Edges,25,-6.1658326579114835,-5.7251746246141515
Silver,Edges,26,-6.024161443054444,-5.6646516238496245
Silver,Edges,27,-5.882490228197405,-5.6041286230850975
Silver,Edges,28,-5.740819013340365,-5.5436056223205705
Silver,Edges,29,-5.599147798483325,-5.4830826215560435
Silver,Edges,30,-5.457476583626286,-5.422559620791516
Silver,Edges,31,-5.315805368769246,-5.362036620026989
Silver,Edges,32,-5.174134153912207,-5.301513619262462
Silver,Edges,33,-5.032462939055168,-5.240990618497934
Silver,Edges,34,-4.890791724198128,-5.180467617733407
Silver,Edges,35,-4.749120509341089,-5.11994461696888
Silver,Edges,36,-4.6074492944840495,-5.059421616204352
Silver,Edges,37,-4.46577807962701,-4.998898615439825
Silver,Edges,38,-4.32410686476997,-4.938375614675298
Silver,Edges,39,-4.1824356499129305,-4.87785261391077
Silver,Edges,40,-4.040764435055891,-4.817329613146243
Silver,Edges,41,-3.8990932201988517,-4.756806612381716
Silver,Edges,42,-3.7574220053418124,-4.696283611617188
Silver,Edges,43,-3.615750790484773,-4.635760610852661
Silver,Edges,44,-3.4740795756277336,-4.575237610088134
Silver,Edges,45,-3.3324083607706942,-4.514714609323606
Silver,Edges,46,-3.190737145913655,-4.45419160855908
Silver,Edges,47,-3.0490659310566155,-4.393668607794552
Silver,Edges,48,-2.907394716199576,-4.333145607030025
Silver,Edges,49,-2.765723501342536,-4.272622606265498
Silver,Edges,50,-2.6240522864854974,-4.2120996055009705
Zinc,Values,0,1.0,1.0
Zinc,Values,1,0.0,0.0
Zinc,Values,2,0.0,1.0
Zinc,Values,3,0.0,0.0
Zinc,Values,4,0.0,2.0
Zinc,Values,5,0.0,1.0
Zinc,Values,6,0.0,0.0
Zinc,Values,7,1.0,1.0
Zinc,Values,8,0.0,0.0
Zinc,Values,9,0.0,2.0
Zinc,Values,10,0.0,1.0
Zinc,Values,11,1.0,2.0
Zinc,Values,12,0.0,3.0
Zinc,Values,13,0.0,3.0
Zinc,Values,14,1.0,3.0
Zinc,Values,15,1.0,4.0
Zinc,Values,16,1.0,6.0
Zinc,Values,17,2.0,6.0
Zinc,Values,18,5.0,3.0
Zinc,Values,19,3.0,9.0
Zinc,Values,20,1.0,8.0
Zinc,Values,21,8.0,5.0
Zinc,Values,22,3.0,11.0
Zinc,Values,23,6.0,6.0
Zinc,Values,24,10.0,6.0
Zinc,Values,25,6.0,5.0
Zinc,Values,26,7.0,8.0
Zinc,Values,27,13.0,9.0
Zinc,Values,28,8.0,9.0
Zinc,Values,29,10.0,4.0
Zinc,Values,30,17.0,9.0
Zinc,Values,31,7.0,5.0
Zinc,Values,32,6.0,3.0
Zinc,Values,33,9.0,5.0
Zinc,Values,34,6.0,2.0
Zinc,Values,35,5.0,8.0
Zinc,Values,36,5.0,6.0
Zinc,Values,37,5.0,6.0
Zinc,Values,38,5.0,6.0
Zinc,Values,39,3.0,4.0
Zinc,Values,40,6.0,3.0
Zinc,Values,41,8.0,3.0
Zinc,Values,42,2.0,5.0
Zinc,Values,43,4.0,2.0
Zinc,Values,44,5.0,1.0
Zinc,Values,45,3.0,0.0
Zinc,Values,46,1.0,1.0
Zinc,Values,47,0.0,1.0
Zinc,Values,48,2.0,1.0
Zinc,Values,49,4.0,1.0
Zinc,Edges,0,-10.224243932717338,-7.287273302589423
Zinc,Edges,1,-10.087441506801468,-7.229453168631618
Zinc,Edges,2,-9.9506390808856,-7.171633034673815
Zinc,Edges,3,-9.81383665496973,-7.1138129007160105
Zinc,Edges,4,-9.677034229053861,-7.055992766758206
Zinc,Edges,5,-9.540231803137992,-6.998172632800403
Zinc,Edges,6,-9.403429377222123,-6.940352498842598
Zinc,Edges,7,-9.266626951306254,-6.882532364884794
Zinc,Edges,8,-9.129824525390385,-6.82471223092699
Zinc,Edges,9,-8.993022099474516,-6.766892096969186
Zinc,Edges,10,-8.856219673558646,-6.709071963011382
Zinc,Edges,11,-8.719417247642777,-6.651251829053578
Zinc,Edges,12,-8.582614821726908,-6.593431695095774
Zinc,Edges,13,-8.44581239581104,-6.53561156113797
Zinc,Edges,14,-8.30900996989517,-6.477791427180166
Zinc,Edges,15,-8.172207543979301,-6.419971293222361
Zinc,Edges,16,-8.035405118063432,-6.362151159264558
Zinc,Edges,17,-7.898602692147563,-6.3043310253067535
Zinc,Edges,18,-7.761800266231694,-6.246510891348949
Zinc,Edges,19,-7.6249978403158245,-6.188690757391146
Zinc,Edges,20,-7.488195414399955,-6.130870623433341
Zinc,Edges,21,-7.351392988484086,-6.073050489475538
Zinc,Edges,22,-7.214590562568217,-6.015230355517733
Zinc,Edges,23,-7.077788136652348,-5.957410221559929
Zinc,Edges,24,-6.940985710736478,-5.8995900876021246
Zinc,Edges,25,-6.804183284820609,-5.841769953644321
Zinc,Edges,26,-6.66738085890474,-5.783949819686517
Zinc,Edges,27,-6.530578432988871,-5.726129685728713
Zinc,Edges,28,-6.393776007073002,-5.668309551770909
Zinc,Edges,29,-6.2569735811571325,-5.610489417813104
Zinc,Edges,30,-6.120171155241263,-5.552669283855301
Zinc,Edges,31,-5.983368729325394,-5.4948491498974965
Zinc,Edges,32,-5.846566303409525,-5.437029015939693
Zinc,Edges,33,-5.709763877493656,-5.379208881981889
Zinc,Edges,34,-5.572961451577787,-5.321388748024084
Zinc,Edges,35,-5.436159025661918,-5.26356861406628
Zinc,Edges,36,-5.299356599746049,-5.205748480108476
Zinc,Edges,37,-5.16255417383018,-5.147928346150673
Zinc,Edges,38,-5.025751747914311,-5.0901082121928685
Zinc,Edges,39,-4.8889493219984415,-5.032288078235064
Zinc,Edges,40,-4.752146896082572,-4.97446794427726
Zinc,Edges,41,-4.615344470166703,-4.916647810319455
Zinc,Edges,42,-4.478542044250834,-4.858827676361652
Zinc,Edges,43,-4.341739618334965,-4.801007542403848
Zinc,Edges,44,-4.204937192419096,-4.743187408446044
Zinc,Edges,45,-4.068134766503227,-4.6853672744882395
Zinc,Edges,46,-3.9313323405873577,-4.627547140530435
Zinc,Edges,47,-3.7945299146714886,-4.569727006572632
Zinc,Edges,48,-3.6577274887556186,-4.511906872614827
Zinc,Edges,49,-3.5209250628397495,-4.454086738657024
Zinc,Edges,50,-3.38412263692388,-4.396266604699219
