,Commodity,Year,China,Rest of World
106,Pb,2012.0,0.35385081297529114,0.6461491870247089
107,Pb,2013.0,0.3770319293117893,0.6229680706882107
108,Pb,2014.0,0.38219522333346495,0.6178047766665351
109,Pb,2015.0,0.3930929412310731,0.6069070587689269
110,Pb,2016.0,0.41023881621044184,0.5897611837895582
111,Pb,2017.0,0.4213317551587449,0.5786682448412551
112,Pb,2018.0,0.4381523508422572,0.5618476491577429
113,Pb,2019.0,0.44938097220935447,0.5506190277906455
114,Sn,2001.0,0.12568602311757263,0.8743139768824274
115,Sn,2002.0,0.139298791249838,0.860701208750162
116,Sn,2003.0,0.1648378750165258,0.8351621249834742
117,Sn,2004.0,0.17423149572202756,0.8257685042779724
118,Sn,2005.0,0.18992427970033932,0.8100757202996607
119,Sn,2006.0,0.2112293247588948,0.7887706752411052
120,Sn,2007.0,0.23485661637679858,0.7651433836232014
121,Sn,2008.0,0.2569827987057179,0.7430172012942822
122,Sn,2009.0,0.29516347656753206,0.7048365234324679
123,Sn,2010.0,0.3138935597038995,0.6861064402961006
124,Sn,2011.0,0.3325819208531953,0.6674180791468047
125,Sn,2012.0,0.34540813834887907,0.6545918616511209
126,Sn,2013.0,0.3587580279345986,0.6412419720654015
127,Sn,2014.0,0.36958590636714556,0.6304140936328544
128,Sn,2015.0,0.37849834619321765,0.6215016538067824
129,Sn,2016.0,0.3890876029114049,0.6109123970885951
130,Sn,2017.0,0.40011669038058495,0.599883309619415
131,Sn,2018.0,0.41300556923444404,0.5869944307655559
132,Sn,2019.0,0.4242634188441121,0.5757365811558879
133,Steel,2001.0,0.13404767122518654,0.8659523287748134
134,Steel,2002.0,0.1514972349983035,0.8485027650016965
135,Steel,2003.0,0.1836261814229865,0.8163738185770135
136,Steel,2004.0,0.19064148599040853,0.8093585140095915
137,Steel,2005.0,0.20596498847738498,0.794035011522615
138,Steel,2006.0,0.22475384105043086,0.7752461589495692
139,Steel,2007.0,0.24833804524004635,0.7516619547599537
140,Steel,2008.0,0.2731233269463224,0.7268766730536775
141,Steel,2009.0,0.3254812687147891,0.6745187312852109
142,Steel,2010.0,0.34984404455830664,0.6501559554416934
143,Steel,2011.0,0.3681849479845405,0.6318150520154595
144,Steel,2012.0,0.3788684382519711,0.6211315617480289
145,Steel,2013.0,0.39366012336590306,0.6063398766340969
146,Steel,2014.0,0.40282690440524194,0.5971730955947581
147,Steel,2015.0,0.40791397893739906,0.5920860210626009
148,Steel,2016.0,0.4181784899077776,0.5818215100922224
149,Steel,2017.0,0.43036288790110633,0.5696371120988937
150,Steel,2018.0,0.44330362094099174,0.5566963790590083
151,Steel,2019.0,0.45333705312298384,0.5466629468770161
152,Zn,2001.0,0.12798547634716645,0.8720145236528336
153,Zn,2002.0,0.13950470217953953,0.8604952978204605
154,Zn,2003.0,0.15960263125565627,0.8403973687443438
155,Zn,2004.0,0.16699945059403462,0.8330005494059654
156,Zn,2005.0,0.17968099579605398,0.820319004203946
157,Zn,2006.0,0.19763552494758233,0.8023644750524177
158,Zn,2007.0,0.21773745970956804,0.782262540290432
159,Zn,2008.0,0.23620162870253544,0.7637983712974645
160,Zn,2009.0,0.27461082716302887,0.7253891728369711
161,Zn,2010.0,0.29601212996942927,0.7039878700305707
162,Zn,2011.0,0.3069690581622098,0.6930309418377902
163,Zn,2012.0,0.31346675243649635,0.6865332475635036
164,Zn,2013.0,0.32716509030468277,0.6728349096953172
165,Zn,2014.0,0.3338930448515034,0.6661069551484966
166,Zn,2015.0,0.3407348023164943,0.6592651976835058
167,Zn,2016.0,0.3500417818611153,0.6499582181388848
168,Zn,2017.0,0.35912211683392126,0.6408778831660787
169,Zn,2018.0,0.3708601587957469,0.629139841204253
170,Zn,2019.0,0.3791877493886078,0.6208122506113922
