,,,Actual,Predicted,Commodity
160,Copper,14,84.478859,72.37625135773045,Copper
160,Copper,32,86.757187,72.37046803270461,Copper
160,Copper,13,83.49054,70.39517502625314,Copper
160,Copper,38,85.354568,70.72346019321982,Copper
160,Copper,9,86.299133,71.41946469034703,Copper
160,Copper,17,85.544518,70.70123136539895,Copper
160,Copper,43,87.457436,71.12212474566826,Copper
160,Copper,37,85.773499,71.27285311663634,Copper
160,Copper,26,84.276909,72.89747478853707,Copper
160,Copper,15,83.258156,72.9975596080463,Copper
160,Copper,40,85.29847,75.29641645304689,Copper
160,Copper,12,81.448509,77.157719102712,Copper
160,Copper,36,82.824852,78.21410373890527,Copper
160,Copper,49,83.241814,76.5764279578248,Copper
160,Copper,4,89.860168,77.86004601495551,Copper
160,Copper,45,81.499352,79.02605857657643,Copper
160,Copper,24,84.989746,77.7641293363694,Copper
160,Copper,0,80.248405,78.15137078309643,Copper
160,Copper,7,93.026962,77.79046160306963,Copper
160,Copper,34,82.264725,76.39807742803879,Copper
160,Copper,21,73.388481,75.70621167451094,Copper
160,Copper,33,69.731216,77.12643572908343,Copper
160,Copper,46,64.657715,77.31918880984341,Copper
160,Copper,5,85.199997,77.33420418487248,Copper
160,Copper,27,85.199997,77.33420418487248,Copper
160,Copper,8,85.199997,77.33420418487248,Copper
160,Copper,22,85.199997,77.33420418487248,Copper
160,Copper,25,85.199997,77.33420418487248,Copper
160,Copper,41,85.199997,77.33420418487248,Copper
160,Copper,44,85.199997,77.33420418487248,Copper
160,Copper,30,85.199997,77.1398295897909,Copper
160,Copper,28,85.199997,77.1398295897909,Copper
160,Copper,47,85.199997,77.1398295897909,Copper
160,Copper,6,85.199997,76.93751917732374,Copper
160,Copper,18,85.199997,76.93751917732374,Copper
160,Copper,1,85.199997,76.93751917732374,Copper
160,Copper,39,85.199997,76.93751917732374,Copper
160,Copper,31,85.199997,76.72659726503849,Copper
160,Copper,11,85.199997,76.72659726503849,Copper
160,Copper,2,85.199997,76.72659726503849,Copper
160,Copper,19,85.199997,76.72659726503849,Copper
160,Copper,48,85.199997,76.72659726503849,Copper
160,Copper,29,85.199997,76.72659726503849,Copper
160,Copper,20,85.199997,76.72659726503849,Copper
160,Copper,16,85.199997,76.72659726503849,Copper
108,Copper,10,87.0,77.1163123042645,Copper
108,Copper,35,82.5,76.3730373634766,Copper
108,Copper,3,81.199997,75.80261081560693,Copper
108,Copper,42,81.199997,76.45184276739425,Copper
108,Copper,23,83.300003,77.47053090201469,Copper
108,Copper,14,84.765549,76.72214437525292,Copper
108,Copper,32,83.535019,76.72094263440071,Copper
108,Copper,13,82.397614,74.52442521083651,Copper
108,Copper,38,83.0,73.93915127645644,Copper
108,Copper,9,70.164101,75.21733178272362,Copper
108,Copper,17,78.599091,74.55889305189491,Copper
108,Copper,43,71.699471,75.16859123408652,Copper
108,Copper,37,68.969139,75.61270164563409,Copper
108,Copper,26,75.137238,78.03948692294574,Copper
108,Copper,15,76.063339,79.09323533890795,Copper
108,Copper,40,76.142982,82.16139034400881,Copper
108,Copper,12,76.037529,82.4530123462592,Copper
108,Copper,36,87.781433,82.33516725141793,Copper
108,Copper,49,82.178185,80.25811668035794,Copper
108,Copper,4,83.398331,82.19552109929141,Copper
108,Copper,45,84.015907,82.47550555238826,Copper
108,Copper,24,84.638351,81.62389282150556,Copper
108,Copper,0,87.800766,80.27819071118323,Copper
108,Copper,7,84.099998,79.89255116424084,Copper
108,Copper,34,83.481392,79.27078404532907,Copper
108,Copper,21,84.640854,77.78790302231907,Copper
108,Copper,33,84.640854,79.0104381880957,Copper
108,Copper,46,84.0,79.29014883589933,Copper
108,Copper,5,84.0,79.29014883589933,Copper
108,Copper,27,84.0,79.29014883589933,Copper
108,Copper,8,84.0,79.29014883589933,Copper
108,Copper,22,84.0,79.29014883589933,Copper
108,Copper,25,84.0,79.29014883589933,Copper
108,Copper,41,84.0,79.29014883589933,Copper
108,Copper,44,84.0,79.29014883589933,Copper
108,Copper,30,84.0,79.29014883589933,Copper
108,Copper,28,84.0,79.29014883589933,Copper
108,Copper,47,84.0,79.29014883589933,Copper
108,Copper,6,84.0,79.29014883589933,Copper
108,Copper,18,84.0,79.29014883589933,Copper
108,Copper,1,84.0,79.29014883589933,Copper
108,Copper,39,84.0,79.29014883589933,Copper
108,Copper,31,,,Copper
108,Copper,11,,,Copper
108,Copper,2,,,Copper
108,Copper,19,,,Copper
108,Copper,48,,,Copper
108,Copper,29,,,Copper
108,Copper,20,,,Copper
108,Copper,16,,,Copper
954,Copper,10,89.181267,77.4399687299142,Copper
954,Copper,35,90.479393,76.88659365966932,Copper
954,Copper,3,90.857933,75.94508766530959,Copper
954,Copper,42,94.386002,76.86507099415601,Copper
954,Copper,23,91.999733,78.11317492010785,Copper
954,Copper,14,86.335342,76.46874960081527,Copper
954,Copper,32,88.188545,76.4951383994547,Copper
954,Copper,13,89.287949,75.62505834301913,Copper
954,Copper,38,89.300491,75.01571341723357,Copper
954,Copper,9,,,Copper
954,Copper,17,,,Copper
954,Copper,43,,,Copper
954,Copper,37,,,Copper
954,Copper,26,,,Copper
954,Copper,15,,,Copper
954,Copper,40,,,Copper
954,Copper,12,,,Copper
954,Copper,36,,,Copper
954,Copper,49,,,Copper
954,Copper,4,,,Copper
954,Copper,45,,,Copper
954,Copper,24,,,Copper
954,Copper,0,,,Copper
954,Copper,7,,,Copper
954,Copper,34,,,Copper
954,Copper,21,,,Copper
954,Copper,33,,,Copper
954,Copper,46,,,Copper
954,Copper,5,,,Copper
954,Copper,27,,,Copper
954,Copper,8,,,Copper
954,Copper,22,,,Copper
954,Copper,25,,,Copper
954,Copper,41,,,Copper
954,Copper,44,,,Copper
954,Copper,30,,,Copper
954,Copper,28,,,Copper
954,Copper,47,,,Copper
954,Copper,6,,,Copper
954,Copper,18,,,Copper
954,Copper,1,,,Copper
954,Copper,39,,,Copper
954,Copper,31,,,Copper
954,Copper,11,,,Copper
954,Copper,2,,,Copper
954,Copper,19,,,Copper
954,Copper,48,,,Copper
954,Copper,29,,,Copper
954,Copper,20,,,Copper
954,Copper,16,,,Copper
612,Copper,10,90.0,77.66916363183735,Copper
612,Copper,35,90.0,76.96848381764181,Copper
612,Copper,3,90.0,75.51932031206881,Copper
612,Copper,42,90.0,76.22614212167899,Copper
612,Copper,23,90.0,77.92805910550241,Copper
612,Copper,14,90.0,76.90239852465345,Copper
612,Copper,32,90.0,76.537787987147,Copper
612,Copper,13,90.0,75.31823539162838,Copper
612,Copper,38,90.0,74.7612469055214,Copper
612,Copper,9,90.0,75.14072244549237,Copper
612,Copper,17,90.0,75.10900855680565,Copper
612,Copper,43,90.0,76.3058693186201,Copper
612,Copper,37,90.0,75.63866623452094,Copper
612,Copper,26,90.0,77.200987600549,Copper
612,Copper,15,90.0,78.71948302921336,Copper
612,Copper,40,90.0,81.34483481641612,Copper
612,Copper,12,90.0,81.30138384222535,Copper
612,Copper,36,90.0,80.7842844798415,Copper
612,Copper,49,90.0,78.55191373262993,Copper
612,Copper,4,90.0,80.75676902912869,Copper
612,Copper,45,88.340378,81.41530163245373,Copper
612,Copper,24,89.115486,82.55838194849954,Copper
612,Copper,0,90.366959,82.31529574563389,Copper
612,Copper,7,86.23111,81.42486257433,Copper
612,Copper,34,84.25,78.56573016801947,Copper
612,Copper,21,84.25,79.06284184252314,Copper
612,Copper,33,84.25,80.2952987671659,Copper
612,Copper,46,84.25,80.57500941496953,Copper
612,Copper,5,84.25,80.57500941496953,Copper
612,Copper,27,85.0,80.57500941496953,Copper
612,Copper,8,85.0,80.57500941496953,Copper
612,Copper,22,85.0,80.57500941496953,Copper
612,Copper,25,85.0,80.57500941496953,Copper
612,Copper,41,85.0,80.57500941496953,Copper
612,Copper,44,85.0,80.57500941496953,Copper
612,Copper,30,85.0,80.57500941496953,Copper
612,Copper,28,85.0,80.57500941496953,Copper
612,Copper,47,85.0,80.57500941496953,Copper
612,Copper,6,85.0,80.57500941496953,Copper
612,Copper,18,85.0,80.57500941496953,Copper
612,Copper,1,85.0,80.57500941496953,Copper
612,Copper,39,85.0,80.57500941496953,Copper
612,Copper,31,85.0,80.57500941496953,Copper
612,Copper,11,85.0,80.57500941496953,Copper
612,Copper,2,85.0,80.57500941496953,Copper
612,Copper,19,85.0,80.57500941496953,Copper
612,Copper,48,85.0,80.57500941496953,Copper
612,Copper,29,85.0,80.57500941496953,Copper
612,Copper,20,85.0,80.57500941496953,Copper
612,Copper,16,85.0,80.57500941496953,Copper
412,Copper,10,81.442337,74.63342619852597,Copper
412,Copper,35,89.253471,74.37571893352818,Copper
412,Copper,3,69.045166,74.89760702430456,Copper
412,Copper,42,76.69442,74.42533301385645,Copper
412,Copper,23,80.321861,75.00748773771369,Copper
412,Copper,14,80.689453,73.84452012235697,Copper
412,Copper,32,82.52063,74.32262493857168,Copper
412,Copper,13,79.884109,72.53009935963493,Copper
412,Copper,38,83.210266,72.5590019093452,Copper
412,Copper,9,87.643593,73.3716215962141,Copper
412,Copper,17,86.731033,72.65338827126602,Copper
412,Copper,43,80.407303,72.58642083120561,Copper
412,Copper,37,73.501305,73.22501002250341,Copper
412,Copper,26,73.735649,75.34914825300139,Copper
412,Copper,15,79.723228,75.96039010254817,Copper
412,Copper,40,75.340637,76.3802219595945,Copper
412,Copper,12,72.576973,78.88389813464323,Copper
412,Copper,36,63.596073,78.68645306958202,Copper
412,Copper,49,70.877228,77.82192137974056,Copper
412,Copper,4,81.185577,79.3839146344196,Copper
412,Copper,45,88.945602,80.4517870207917,Copper
412,Copper,24,86.24337,79.98450262961799,Copper
412,Copper,0,93.700027,79.43748670211119,Copper
412,Copper,7,98.073685,79.35197708646115,Copper
412,Copper,34,87.344643,77.8712312762529,Copper
412,Copper,21,77.621689,77.23008029397502,Copper
412,Copper,33,75.863693,78.45592975346594,Copper
412,Copper,46,88.797546,78.64868283422592,Copper
412,Copper,5,86.199997,78.66369820925499,Copper
412,Copper,27,86.199997,78.66369820925499,Copper
412,Copper,8,86.199997,78.66369820925499,Copper
412,Copper,22,86.199997,78.66369820925499,Copper
412,Copper,25,86.199997,78.66369820925499,Copper
412,Copper,41,86.199997,78.66369820925499,Copper
412,Copper,44,86.199997,78.66369820925499,Copper
412,Copper,30,86.199997,78.66369820925499,Copper
412,Copper,28,86.199997,78.66369820925499,Copper
412,Copper,47,86.199997,78.66369820925499,Copper
412,Copper,6,86.199997,78.66369820925499,Copper
412,Copper,18,86.199997,78.66369820925499,Copper
412,Copper,1,86.199997,78.66369820925499,Copper
412,Copper,39,86.199997,78.66369820925499,Copper
412,Copper,31,86.199997,78.66369820925499,Copper
412,Copper,11,86.199997,78.66369820925499,Copper
412,Copper,2,86.199997,78.66369820925499,Copper
412,Copper,19,86.199997,78.66369820925499,Copper
412,Copper,48,86.199997,78.66369820925499,Copper
412,Copper,29,86.199997,78.66369820925499,Copper
412,Copper,20,86.199997,78.66369820925499,Copper
412,Copper,16,86.199997,78.66369820925499,Copper
680,Molybdenum,10,,,Molybdenum
680,Molybdenum,35,,,Molybdenum
680,Molybdenum,3,,,Molybdenum
680,Molybdenum,42,,80.92078276305777,Molybdenum
680,Molybdenum,23,,83.16117584598413,Molybdenum
680,Molybdenum,14,,79.90550392981469,Molybdenum
680,Molybdenum,32,,79.87083256380363,Molybdenum
680,Molybdenum,13,,78.27480087461993,Molybdenum
680,Molybdenum,38,,77.38807292644938,Molybdenum
680,Molybdenum,9,,76.81211578073605,Molybdenum
680,Molybdenum,17,,76.39869251963106,Molybdenum
680,Molybdenum,43,,78.78562954064233,Molybdenum
680,Molybdenum,37,,80.74086715932347,Molybdenum
680,Molybdenum,26,,84.76044405554578,Molybdenum
680,Molybdenum,15,,88.16139119039995,Molybdenum
680,Molybdenum,40,,87.52282842122192,Molybdenum
680,Molybdenum,12,,88.37775702704954,Molybdenum
680,Molybdenum,36,,89.22409669466431,Molybdenum
680,Molybdenum,49,,85.03154996441842,Molybdenum
680,Molybdenum,4,,86.21648910682197,Molybdenum
680,Molybdenum,45,,86.05318137828097,Molybdenum
680,Molybdenum,24,,84.8752719011159,Molybdenum
680,Molybdenum,0,,83.64659733455562,Molybdenum
680,Molybdenum,7,,84.04862365357607,Molybdenum
680,Molybdenum,34,,81.76085019287575,Molybdenum
680,Molybdenum,21,,81.21260956436666,Molybdenum
680,Molybdenum,33,,81.65063422787595,Molybdenum
680,Molybdenum,46,,83.14501307974089,Molybdenum
680,Molybdenum,5,,83.04181529276734,Molybdenum
680,Molybdenum,27,,83.60709202857663,Molybdenum
680,Molybdenum,8,,83.60709202857663,Molybdenum
680,Molybdenum,22,,83.60709202857663,Molybdenum
680,Molybdenum,25,,,Molybdenum
680,Molybdenum,41,,83.60709202857663,Molybdenum
680,Molybdenum,44,89.900002,,Molybdenum
680,Molybdenum,30,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,28,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,47,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,6,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,18,89.900002,,Molybdenum
680,Molybdenum,1,89.900002,,Molybdenum
680,Molybdenum,39,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,31,89.900002,,Molybdenum
680,Molybdenum,11,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,2,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,19,89.900002,,Molybdenum
680,Molybdenum,48,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,29,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,20,89.900002,83.60709202857663,Molybdenum
680,Molybdenum,16,,,Molybdenum
1020,Gold,10,82.010559,81.97912155597666,Gold
1020,Gold,35,92.128883,81.32582069239669,Gold
1020,Gold,3,93.39315,81.5000980017276,Gold
1020,Gold,42,85.335541,80.36296585481487,Gold
1020,Gold,23,81.628876,80.45373776965724,Gold
1020,Gold,14,89.613441,80.849297209458,Gold
1020,Gold,32,61.30793,80.72266646599627,Gold
1020,Gold,13,94.295753,78.30755351769812,Gold
1020,Gold,38,,,Gold
1020,Gold,9,,,Gold
1020,Gold,17,,,Gold
1020,Gold,43,,,Gold
1020,Gold,37,,,Gold
1020,Gold,26,,,Gold
1020,Gold,15,,,Gold
1020,Gold,40,,,Gold
1020,Gold,12,,,Gold
1020,Gold,36,,,Gold
1020,Gold,49,,,Gold
1020,Gold,4,,,Gold
1020,Gold,45,,,Gold
1020,Gold,24,,,Gold
1020,Gold,0,,,Gold
1020,Gold,7,,,Gold
1020,Gold,34,,,Gold
1020,Gold,21,,,Gold
1020,Gold,33,,,Gold
1020,Gold,46,,,Gold
1020,Gold,5,,,Gold
1020,Gold,27,,,Gold
1020,Gold,8,,,Gold
1020,Gold,22,,,Gold
1020,Gold,25,,,Gold
1020,Gold,41,,,Gold
1020,Gold,44,,,Gold
1020,Gold,30,,,Gold
1020,Gold,28,,,Gold
1020,Gold,47,,,Gold
1020,Gold,6,,,Gold
1020,Gold,18,,,Gold
1020,Gold,1,,,Gold
1020,Gold,39,,,Gold
1020,Gold,31,,,Gold
1020,Gold,11,,,Gold
1020,Gold,2,,,Gold
1020,Gold,19,,,Gold
1020,Gold,48,,,Gold
1020,Gold,29,,,Gold
1020,Gold,20,,,Gold
1020,Gold,16,,,Gold
92,Molybdenum,10,,,Molybdenum
92,Molybdenum,35,,,Molybdenum
92,Molybdenum,3,,,Molybdenum
92,Molybdenum,42,,,Molybdenum
92,Molybdenum,23,,,Molybdenum
92,Molybdenum,14,,,Molybdenum
92,Molybdenum,32,,,Molybdenum
92,Molybdenum,13,,,Molybdenum
92,Molybdenum,38,,,Molybdenum
92,Molybdenum,9,,,Molybdenum
92,Molybdenum,17,,,Molybdenum
92,Molybdenum,43,,,Molybdenum
92,Molybdenum,37,,,Molybdenum
92,Molybdenum,26,,,Molybdenum
92,Molybdenum,15,,,Molybdenum
92,Molybdenum,40,,,Molybdenum
92,Molybdenum,12,,,Molybdenum
92,Molybdenum,36,,,Molybdenum
92,Molybdenum,49,,,Molybdenum
92,Molybdenum,4,,,Molybdenum
92,Molybdenum,45,,,Molybdenum
92,Molybdenum,24,88.900002,79.90039589531592,Molybdenum
92,Molybdenum,0,88.900002,81.89117587288652,Molybdenum
92,Molybdenum,7,88.800003,82.6749098649797,Molybdenum
92,Molybdenum,34,89.699997,81.83366757137952,Molybdenum
92,Molybdenum,21,89.599998,81.80052355632743,Molybdenum
92,Molybdenum,33,89.599998,82.37756498925329,Molybdenum
92,Molybdenum,46,89.599998,82.74991253270971,Molybdenum
92,Molybdenum,5,89.599998,82.646716105916,Molybdenum
92,Molybdenum,27,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,8,,82.61618952234062,Molybdenum
92,Molybdenum,22,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,25,89.599998,,Molybdenum
92,Molybdenum,41,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,44,89.599998,,Molybdenum
92,Molybdenum,30,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,28,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,47,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,6,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,18,89.599998,,Molybdenum
92,Molybdenum,1,89.599998,,Molybdenum
92,Molybdenum,39,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,31,89.599998,,Molybdenum
92,Molybdenum,11,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,2,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,19,89.599998,,Molybdenum
92,Molybdenum,48,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,29,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,20,89.599998,82.61618952234062,Molybdenum
92,Molybdenum,16,89.599998,82.61618952234062,Molybdenum
661,Gold,10,,,Gold
661,Gold,35,,,Gold
661,Gold,3,,,Gold
661,Gold,42,,,Gold
661,Gold,23,,,Gold
661,Gold,14,,,Gold
661,Gold,32,,,Gold
661,Gold,13,,,Gold
661,Gold,38,,,Gold
661,Gold,9,,,Gold
661,Gold,17,,,Gold
661,Gold,43,,,Gold
661,Gold,37,,,Gold
661,Gold,26,67.999992,64.39671277744415,Gold
661,Gold,15,67.999992,64.89474475308491,Gold
661,Gold,40,67.999992,65.74265560370348,Gold
661,Gold,12,67.999992,66.40181723014061,Gold
661,Gold,36,67.999992,67.15383221639311,Gold
661,Gold,49,67.999992,67.40012864299354,Gold
661,Gold,4,67.999992,68.23687691115383,Gold
661,Gold,45,67.999992,69.0127492961192,Gold
661,Gold,24,67.999992,69.45348426180082,Gold
661,Gold,0,67.999992,67.79399753297575,Gold
661,Gold,7,67.999992,66.91733680770342,Gold
661,Gold,34,43.39571,71.4545962614317,Gold
661,Gold,21,60.175877,72.79284587066722,Gold
661,Gold,33,70.82798,72.50230530961203,Gold
661,Gold,46,81.661911,70.92796975344545,Gold
661,Gold,5,62.631676,71.91129852408876,Gold
661,Gold,27,61.271442,71.3731370840407,Gold
661,Gold,8,61.342449,70.75960719318503,Gold
661,Gold,22,61.342449,70.75960719318503,Gold
661,Gold,25,61.342449,70.75960719318503,Gold
