,,,Actual,Predicted
Palladium,Values,24,2.0,1.0
Palladium,Values,25,0.0,1.0
Palladium,Values,26,0.0,0.0
Palladium,Values,27,0.0,2.0
Palladium,Values,28,0.0,2.0
Palladium,Values,29,1.0,3.0
Palladium,Values,30,3.0,1.0
Palladium,Values,31,1.0,0.0
Palladium,Values,32,1.0,1.0
Palladium,Values,33,3.0,0.0
Palladium,Values,34,1.0,1.0
Palladium,Values,35,1.0,1.0
Palladium,Values,36,4.0,1.0
Palladium,Values,37,1.0,1.0
Palladium,Values,38,0.0,1.0
Palladium,Values,39,2.0,3.0
Palladium,Values,40,2.0,4.0
Palladium,Values,41,2.0,1.0
Palladium,Values,42,4.0,2.0
Palladium,Values,43,3.0,3.0
Palladium,Values,44,9.0,0.0
Palladium,Values,45,2.0,1.0
Palladium,Values,46,0.0,11.0
Palladium,Values,47,2.0,4.0
Palladium,Values,48,3.0,0.0
Palladium,Values,49,6.0,6.0
Palladium,Edges,0,13.05958682836567,13.950793573870053
Palladium,Edges,1,13.13167142538105,14.002908748591851
Palladium,Edges,2,13.20375602239643,14.05502392331365
Palladium,Edges,3,13.27584061941181,14.107139098035448
Palladium,Edges,4,13.347925216427189,14.159254272757247
Palladium,Edges,5,13.420009813442567,14.211369447479045
Palladium,Edges,6,13.492094410457947,14.263484622200844
Palladium,Edges,7,13.564179007473326,14.315599796922642
Palladium,Edges,8,13.636263604488706,14.36771497164444
Palladium,Edges,9,13.708348201504085,14.41983014636624
Palladium,Edges,10,13.780432798519465,14.471945321088038
Palladium,Edges,11,13.852517395534845,14.524060495809836
Palladium,Edges,12,13.924601992550224,14.576175670531635
Palladium,Edges,13,13.996686589565602,14.628290845253433
Palladium,Edges,14,14.068771186580982,14.680406019975232
Palladium,Edges,15,14.140855783596361,14.73252119469703
Palladium,Edges,16,14.212940380611741,14.784636369418829
Palladium,Edges,17,14.28502497762712,14.836751544140627
Palladium,Edges,18,14.3571095746425,14.888866718862426
Palladium,Edges,19,14.42919417165788,14.940981893584224
Palladium,Edges,20,14.50127876867326,14.993097068306023
Palladium,Edges,21,14.573363365688639,15.045212243027821
Palladium,Edges,22,14.645447962704017,15.09732741774962
Palladium,Edges,23,14.717532559719396,15.149442592471416
Palladium,Edges,24,14.789617156734776,15.201557767193215
Palladium,Edges,25,14.861701753750156,15.253672941915013
Palladium,Edges,26,14.933786350765535,15.305788116636812
Palladium,Edges,27,15.005870947780915,15.35790329135861
Palladium,Edges,28,15.077955544796295,15.410018466080409
Palladium,Edges,29,15.150040141811672,15.462133640802207
Palladium,Edges,30,15.222124738827052,15.514248815524006
Palladium,Edges,31,15.294209335842432,15.566363990245804
Palladium,Edges,32,15.366293932857811,15.618479164967603
Palladium,Edges,33,15.43837852987319,15.670594339689401
Palladium,Edges,34,15.51046312688857,15.7227095144112
Palladium,Edges,35,15.58254772390395,15.774824689132998
Palladium,Edges,36,15.65463232091933,15.826939863854797
Palladium,Edges,37,15.72671691793471,15.879055038576595
Palladium,Edges,38,15.798801514950089,15.931170213298394
Palladium,Edges,39,15.870886111965469,15.983285388020192
Palladium,Edges,40,15.942970708980846,16.03540056274199
Palladium,Edges,41,16.015055305996228,16.08751573746379
Palladium,Edges,42,16.087139903011604,16.139630912185588
Palladium,Edges,43,16.159224500026987,16.191746086907386
Palladium,Edges,44,16.231309097042363,16.243861261629185
Palladium,Edges,45,16.303393694057743,16.295976436350983
Palladium,Edges,46,16.375478291073122,16.348091611072782
Palladium,Edges,47,16.447562888088502,16.40020678579458
Palladium,Edges,48,16.51964748510388,16.45232196051638
Palladium,Edges,49,16.59173208211926,16.504437135238177
Palladium,Edges,50,16.66381667913464,16.556552309959976
Nickel,Values,0,1.0,5.0
Nickel,Values,1,0.0,2.0
Nickel,Values,2,0.0,6.0
Nickel,Values,3,0.0,5.0
Nickel,Values,4,0.0,8.0
Nickel,Values,5,0.0,9.0
Nickel,Values,6,0.0,15.0
Nickel,Values,7,0.0,25.0
Nickel,Values,8,0.0,21.0
Nickel,Values,9,0.0,23.0
Nickel,Values,10,0.0,27.0
Nickel,Values,11,0.0,21.0
Nickel,Values,12,0.0,16.0
Nickel,Values,13,2.0,16.0
Nickel,Values,14,1.0,15.0
Nickel,Values,15,1.0,25.0
Nickel,Values,16,2.0,30.0
Nickel,Values,17,1.0,23.0
Nickel,Values,18,5.0,43.0
Nickel,Values,19,1.0,61.0
Nickel,Values,20,3.0,54.0
Nickel,Values,21,9.0,22.0
Nickel,Values,22,4.0,158.0
Nickel,Values,23,4.0,174.0
Nickel,Values,24,2.0,155.0
Nickel,Values,25,10.0,95.0
Nickel,Values,26,11.0,64.0
Nickel,Values,27,11.0,50.0
Nickel,Values,28,13.0,35.0
Nickel,Values,29,13.0,27.0
Nickel,Values,30,32.0,30.0
Nickel,Values,31,32.0,19.0
Nickel,Values,32,62.0,20.0
Nickel,Values,33,97.0,25.0
Nickel,Values,34,94.0,26.0
Nickel,Values,35,89.0,35.0
Nickel,Values,36,122.0,30.0
Nickel,Values,37,113.0,17.0
Nickel,Values,38,118.0,13.0
Nickel,Values,39,176.0,2.0
Nickel,Values,40,112.0,4.0
Nickel,Values,41,93.0,1.0
Nickel,Values,42,42.0,2.0
Nickel,Values,43,33.0,5.0
Nickel,Values,44,34.0,8.0
Nickel,Values,45,29.0,11.0
Nickel,Values,46,11.0,8.0
Nickel,Values,47,8.0,10.0
Nickel,Values,48,18.0,0.0
Nickel,Values,49,12.0,1.0
Nickel,Edges,0,3.7668742088765845,7.553073332023796
Nickel,Edges,1,3.9001944145730065,7.606414357363217
Nickel,Edges,2,4.033514620269429,7.659755382702637
Nickel,Edges,3,4.16683482596585,7.713096408042058
Nickel,Edges,4,4.300155031662273,7.766437433381479
Nickel,Edges,5,4.433475237358694,7.8197784587209
Nickel,Edges,6,4.566795443055117,7.87311948406032
Nickel,Edges,7,4.700115648751538,7.926460509399741
Nickel,Edges,8,4.833435854447961,7.9798015347391615
Nickel,Edges,9,4.966756060144382,8.033142560078582
Nickel,Edges,10,5.100076265840805,8.086483585418003
Nickel,Edges,11,5.233396471537226,8.139824610757422
Nickel,Edges,12,5.366716677233649,8.193165636096843
Nickel,Edges,13,5.50003688293007,8.246506661436264
Nickel,Edges,14,5.633357088626493,8.299847686775685
Nickel,Edges,15,5.766677294322914,8.353188712115106
Nickel,Edges,16,5.899997500019337,8.406529737454527
Nickel,Edges,17,6.033317705715758,8.459870762793948
Nickel,Edges,18,6.166637911412181,8.513211788133368
Nickel,Edges,19,6.299958117108602,8.566552813472788
Nickel,Edges,20,6.433278322805025,8.619893838812208
Nickel,Edges,21,6.566598528501446,8.67323486415163
Nickel,Edges,22,6.699918734197869,8.72657588949105
Nickel,Edges,23,6.83323893989429,8.779916914830471
Nickel,Edges,24,6.966559145590713,8.833257940169892
Nickel,Edges,25,7.099879351287134,8.886598965509311
Nickel,Edges,26,7.233199556983557,8.939939990848732
Nickel,Edges,27,7.366519762679978,8.993281016188153
Nickel,Edges,28,7.499839968376401,9.046622041527574
Nickel,Edges,29,7.633160174072822,9.099963066866994
Nickel,Edges,30,7.766480379769245,9.153304092206415
Nickel,Edges,31,7.899800585465666,9.206645117545836
Nickel,Edges,32,8.033120791162089,9.259986142885257
Nickel,Edges,33,8.16644099685851,9.313327168224676
Nickel,Edges,34,8.299761202554933,9.366668193564097
Nickel,Edges,35,8.433081408251354,9.420009218903518
Nickel,Edges,36,8.566401613947777,9.473350244242939
Nickel,Edges,37,8.699721819644198,9.52669126958236
Nickel,Edges,38,8.833042025340621,9.58003229492178
Nickel,Edges,39,8.966362231037042,9.6333733202612
Nickel,Edges,40,9.099682436733465,9.68671434560062
Nickel,Edges,41,9.233002642429886,9.740055370940041
Nickel,Edges,42,9.366322848126309,9.793396396279462
Nickel,Edges,43,9.49964305382273,9.846737421618883
Nickel,Edges,44,9.632963259519153,9.900078446958304
Nickel,Edges,45,9.766283465215574,9.953419472297725
Nickel,Edges,46,9.899603670911997,10.006760497637146
Nickel,Edges,47,10.032923876608418,10.060101522976566
Nickel,Edges,48,10.166244082304841,10.113442548315986
Nickel,Edges,49,10.299564288001262,10.166783573655406
Nickel,Edges,50,10.432884493697685,10.220124598994827
Platinum,Values,0,4.0,7.0
Platinum,Values,1,0.0,8.0
Platinum,Values,2,0.0,1.0
Platinum,Values,3,0.0,1.0
Platinum,Values,4,0.0,0.0
Platinum,Values,5,0.0,0.0
Platinum,Values,6,0.0,0.0
Platinum,Values,7,1.0,1.0
Platinum,Values,8,0.0,1.0
Platinum,Values,9,2.0,4.0
Platinum,Values,10,0.0,11.0
Platinum,Values,11,1.0,7.0
Platinum,Values,12,0.0,6.0
Platinum,Values,13,0.0,3.0
Platinum,Values,14,0.0,0.0
Platinum,Values,15,2.0,1.0
Platinum,Values,16,0.0,2.0
Platinum,Values,17,2.0,2.0
Platinum,Values,18,2.0,5.0
Platinum,Values,19,1.0,3.0
Platinum,Values,20,3.0,2.0
Platinum,Values,21,5.0,3.0
Platinum,Values,22,2.0,17.0
Platinum,Values,23,14.0,31.0
Platinum,Values,24,6.0,90.0
Platinum,Values,25,6.0,65.0
Platinum,Values,26,4.0,54.0
Platinum,Values,27,19.0,9.0
Platinum,Values,28,15.0,13.0
Platinum,Values,29,16.0,18.0
Platinum,Values,30,17.0,7.0
Platinum,Values,31,22.0,12.0
Platinum,Values,32,24.0,8.0
Platinum,Values,33,39.0,15.0
Platinum,Values,34,26.0,9.0
Platinum,Values,35,40.0,7.0
Platinum,Values,36,21.0,14.0
Platinum,Values,37,23.0,11.0
Platinum,Values,38,25.0,9.0
Platinum,Values,39,49.0,13.0
Platinum,Values,40,21.0,17.0
Platinum,Values,41,16.0,17.0
Platinum,Values,42,16.0,22.0
Platinum,Values,43,17.0,11.0
Platinum,Values,44,11.0,14.0
Platinum,Values,45,18.0,7.0
Platinum,Values,46,15.0,5.0
Platinum,Values,47,12.0,3.0
Platinum,Values,48,7.0,1.0
Platinum,Values,49,7.0,1.0
Platinum,Edges,0,13.436089748109621,15.208481332582666
Platinum,Edges,1,13.517157398420832,15.247108201245606
Platinum,Edges,2,13.59822504873204,15.285735069908544
Platinum,Edges,3,13.67929269904325,15.324361938571483
Platinum,Edges,4,13.760360349354459,15.362988807234421
Platinum,Edges,5,13.841427999665669,15.40161567589736
Platinum,Edges,6,13.922495649976877,15.4402425445603
Platinum,Edges,7,14.003563300288087,15.478869413223238
Platinum,Edges,8,14.084630950599298,15.517496281886178
Platinum,Edges,9,14.165698600910506,15.556123150549118
Platinum,Edges,10,14.246766251221716,15.594750019212055
Platinum,Edges,11,14.327833901532925,15.633376887874995
Platinum,Edges,12,14.408901551844135,15.672003756537933
Platinum,Edges,13,14.489969202155343,15.710630625200873
Platinum,Edges,14,14.571036852466554,15.749257493863812
Platinum,Edges,15,14.652104502777764,15.78788436252675
Platinum,Edges,16,14.733172153088972,15.82651123118969
Platinum,Edges,17,14.814239803400183,15.86513809985263
Platinum,Edges,18,14.895307453711391,15.903764968515567
Platinum,Edges,19,14.976375104022601,15.942391837178507
Platinum,Edges,20,15.05744275433381,15.981018705841445
Platinum,Edges,21,15.13851040464502,16.019645574504384
Platinum,Edges,22,15.21957805495623,16.058272443167322
Platinum,Edges,23,15.300645705267439,16.096899311830263
Platinum,Edges,24,15.381713355578649,16.1355261804932
Platinum,Edges,25,15.462781005889859,16.17415304915614
Platinum,Edges,26,15.543848656201067,16.21277991781908
Platinum,Edges,27,15.624916306512276,16.25140678648202
Platinum,Edges,28,15.705983956823486,16.290033655144956
Platinum,Edges,29,15.787051607134696,16.328660523807898
Platinum,Edges,30,15.868119257445905,16.367287392470836
Platinum,Edges,31,15.949186907757115,16.405914261133773
Platinum,Edges,32,16.030254558068325,16.44454112979671
Platinum,Edges,33,16.111322208379534,16.483167998459653
Platinum,Edges,34,16.192389858690742,16.52179486712259
Platinum,Edges,35,16.273457509001954,16.56042173578553
Platinum,Edges,36,16.354525159313162,16.59904860444847
Platinum,Edges,37,16.43559280962437,16.637675473111408
Platinum,Edges,38,16.51666045993558,16.676302341774345
Platinum,Edges,39,16.59772811024679,16.714929210437287
Platinum,Edges,40,16.678795760558,16.753556079100225
Platinum,Edges,41,16.759863410869208,16.792182947763163
Platinum,Edges,42,16.84093106118042,16.830809816426104
Platinum,Edges,43,16.92199871149163,16.869436685089042
Platinum,Edges,44,17.003066361802837,16.90806355375198
Platinum,Edges,45,17.08413401211405,16.946690422414918
Platinum,Edges,46,17.165201662425257,16.98531729107786
Platinum,Edges,47,17.246269312736466,17.023944159740797
Platinum,Edges,48,17.327336963047674,17.062571028403735
Platinum,Edges,49,17.408404613358886,17.101197897066676
Platinum,Edges,50,17.489472263670095,17.139824765729614
Cobalt,Values,0,1.0,1.0
Cobalt,Values,1,1.0,0.0
Cobalt,Values,2,0.0,0.0
Cobalt,Values,3,0.0,2.0
Cobalt,Values,4,0.0,0.0
Cobalt,Values,5,1.0,0.0
Cobalt,Values,6,0.0,0.0
Cobalt,Values,7,0.0,0.0
Cobalt,Values,8,0.0,0.0
Cobalt,Values,9,0.0,1.0
Cobalt,Values,10,0.0,0.0
Cobalt,Values,11,0.0,1.0
Cobalt,Values,12,1.0,0.0
Cobalt,Values,13,1.0,0.0
Cobalt,Values,14,0.0,0.0
Cobalt,Values,15,0.0,1.0
Cobalt,Values,16,0.0,1.0
Cobalt,Values,17,0.0,0.0
Cobalt,Values,18,0.0,0.0
Cobalt,Values,19,0.0,0.0
Cobalt,Values,20,1.0,0.0
Cobalt,Values,21,1.0,1.0
Cobalt,Values,22,0.0,0.0
Cobalt,Values,23,0.0,0.0
Cobalt,Values,24,1.0,1.0
Cobalt,Values,25,0.0,0.0
Cobalt,Values,26,0.0,0.0
Cobalt,Values,27,0.0,0.0
Cobalt,Values,28,0.0,0.0
Cobalt,Values,29,0.0,1.0
Cobalt,Values,30,0.0,0.0
Cobalt,Values,31,2.0,1.0
Cobalt,Values,32,1.0,4.0
Cobalt,Values,33,1.0,0.0
Cobalt,Values,34,1.0,0.0
Cobalt,Values,35,0.0,0.0
Cobalt,Values,36,0.0,0.0
Cobalt,Values,37,5.0,0.0
Cobalt,Values,38,1.0,6.0
Cobalt,Values,39,1.0,0.0
Cobalt,Values,40,2.0,0.0
Cobalt,Values,41,1.0,6.0
Cobalt,Values,42,2.0,0.0
Cobalt,Values,43,2.0,2.0
Cobalt,Values,44,0.0,0.0
Cobalt,Values,45,0.0,0.0
Cobalt,Values,46,0.0,0.0
Cobalt,Values,47,1.0,0.0
Cobalt,Values,48,1.0,0.0
Cobalt,Values,49,1.0,1.0
Cobalt,Edges,0,10.307601100257072,10.152884847654493
Cobalt,Edges,1,10.320458222929236,10.158237006366619
Cobalt,Edges,2,10.333315345601399,10.163589165078745
Cobalt,Edges,3,10.346172468273563,10.168941323790872
Cobalt,Edges,4,10.359029590945726,10.174293482502998
Cobalt,Edges,5,10.37188671361789,10.179645641215124
Cobalt,Edges,6,10.384743836290053,10.18499779992725
Cobalt,Edges,7,10.397600958962217,10.190349958639375
Cobalt,Edges,8,10.41045808163438,10.195702117351502
Cobalt,Edges,9,10.423315204306544,10.201054276063628
Cobalt,Edges,10,10.436172326978708,10.206406434775754
Cobalt,Edges,11,10.44902944965087,10.21175859348788
Cobalt,Edges,12,10.461886572323035,10.217110752200007
Cobalt,Edges,13,10.474743694995198,10.222462910912133
Cobalt,Edges,14,10.487600817667362,10.22781506962426
Cobalt,Edges,15,10.500457940339524,10.233167228336386
Cobalt,Edges,16,10.513315063011689,10.238519387048512
Cobalt,Edges,17,10.526172185683853,10.243871545760639
Cobalt,Edges,18,10.539029308356016,10.249223704472765
Cobalt,Edges,19,10.55188643102818,10.25457586318489
Cobalt,Edges,20,10.564743553700342,10.259928021897016
Cobalt,Edges,21,10.577600676372507,10.265280180609142
Cobalt,Edges,22,10.59045779904467,10.270632339321269
Cobalt,Edges,23,10.603314921716834,10.275984498033395
Cobalt,Edges,24,10.616172044388996,10.281336656745522
Cobalt,Edges,25,10.62902916706116,10.286688815457648
Cobalt,Edges,26,10.641886289733325,10.292040974169774
Cobalt,Edges,27,10.654743412405487,10.2973931328819
Cobalt,Edges,28,10.667600535077652,10.302745291594027
Cobalt,Edges,29,10.680457657749814,10.308097450306153
Cobalt,Edges,30,10.693314780421979,10.31344960901828
Cobalt,Edges,31,10.706171903094141,10.318801767730406
Cobalt,Edges,32,10.719029025766305,10.32415392644253
Cobalt,Edges,33,10.731886148438468,10.329506085154657
Cobalt,Edges,34,10.744743271110632,10.334858243866783
Cobalt,Edges,35,10.757600393782797,10.34021040257891
Cobalt,Edges,36,10.77045751645496,10.345562561291036
Cobalt,Edges,37,10.783314639127124,10.350914720003162
Cobalt,Edges,38,10.796171761799286,10.356266878715289
Cobalt,Edges,39,10.80902888447145,10.361619037427415
Cobalt,Edges,40,10.821886007143613,10.366971196139541
Cobalt,Edges,41,10.834743129815777,10.372323354851668
Cobalt,Edges,42,10.84760025248794,10.377675513563794
Cobalt,Edges,43,10.860457375160104,10.38302767227592
Cobalt,Edges,44,10.873314497832268,10.388379830988045
Cobalt,Edges,45,10.886171620504431,10.393731989700171
Cobalt,Edges,46,10.899028743176595,10.399084148412298
Cobalt,Edges,47,10.911885865848758,10.404436307124424
Cobalt,Edges,48,10.924742988520922,10.40978846583655
Cobalt,Edges,49,10.937600111193085,10.415140624548677
Cobalt,Edges,50,10.950457233865249,10.420492783260803
