,,,Historical,Simulated
Platinum,Edges,1,-4.314252568968381,-4.314252568968381
Platinum,Edges,2,-4.239760598402985,-4.239760598402985
Platinum,Edges,3,-4.16526862783759,-4.16526862783759
Platinum,Edges,4,-4.090776657272195,-4.090776657272195
Platinum,Edges,5,-4.0162846867068,-4.0162846867068
Platinum,Edges,6,-3.9417927161414044,-3.9417927161414044
Platinum,Edges,7,-3.867300745576009,-3.867300745576009
Platinum,Edges,8,-3.792808775010614,-3.792808775010614
Platinum,Edges,9,-3.7183168044452186,-3.7183168044452186
Platinum,Edges,10,-3.6438248338798234,-3.6438248338798234
Platinum,Edges,11,-3.5693328633144277,-3.5693328633144277
Platinum,Edges,12,-3.4948408927490324,-3.4948408927490324
Platinum,Edges,13,-3.420348922183637,-3.420348922183637
Platinum,Edges,14,-3.345856951618242,-3.345856951618242
Platinum,Edges,15,-3.2713649810528467,-3.2713649810528467
Platinum,Edges,16,-3.1968730104874514,-3.1968730104874514
Platinum,Edges,17,-3.122381039922056,-3.122381039922056
Platinum,Edges,18,-3.047889069356661,-3.047889069356661
Platinum,Edges,19,-2.9733970987912657,-2.9733970987912657
Platinum,Edges,20,-2.8989051282258704,-2.8989051282258704
Platinum,Edges,21,-2.8244131576604747,-2.8244131576604747
Platinum,Edges,22,-2.7499211870950795,-2.7499211870950795
Platinum,Edges,23,-2.6754292165296842,-2.6754292165296842
Platinum,Edges,24,-2.600937245964289,-2.600937245964289
Platinum,Edges,25,-2.5264452753988937,-2.5264452753988937
Platinum,Edges,26,-2.4519533048334985,-2.4519533048334985
Platinum,Edges,27,-2.3774613342681032,-2.3774613342681032
Platinum,Edges,28,-2.302969363702708,-2.302969363702708
Platinum,Edges,29,-2.2284773931373127,-2.2284773931373127
Platinum,Edges,30,-2.1539854225719175,-2.1539854225719175
Platinum,Edges,31,-2.0794934520065222,-2.0794934520065222
Platinum,Edges,32,-2.005001481441127,-2.005001481441127
Platinum,Edges,33,-1.9305095108757317,-1.9305095108757317
Platinum,Edges,34,-1.8560175403103365,-1.8560175403103365
Platinum,Edges,35,-1.7815255697449413,-1.7815255697449413
Platinum,Edges,36,-1.707033599179546,-1.707033599179546
Platinum,Edges,37,-1.6325416286141508,-1.6325416286141508
Platinum,Edges,38,-1.5580496580487555,-1.5580496580487555
Platinum,Edges,39,-1.48355768748336,-1.48355768748336
Silver,Values,0,1.0,0.0
Silver,Values,1,3.0,0.0
Silver,Values,2,1.0,1.0
Silver,Values,3,2.0,2.0
Silver,Values,4,2.0,3.0
Silver,Values,5,2.0,3.0
Silver,Values,6,5.0,2.0
Silver,Values,7,2.0,7.0
Silver,Values,8,5.0,3.0
Silver,Values,9,7.0,8.0
Silver,Values,10,9.0,12.0
Silver,Values,11,11.0,19.0
Silver,Values,12,14.0,17.0
Silver,Values,13,36.0,27.0
Silver,Values,14,25.0,28.0
Silver,Values,15,42.0,35.0
Silver,Values,16,46.0,45.0
Silver,Values,17,68.0,49.0
Silver,Values,18,47.0,54.0
Silver,Values,19,54.0,52.0
Silver,Values,20,43.0,69.0
Silver,Values,21,49.0,52.0
Silver,Values,22,45.0,66.0
Silver,Values,23,56.0,61.0
Silver,Values,24,69.0,70.0
Silver,Values,25,51.0,69.0
Silver,Values,26,57.0,46.0
Silver,Values,27,59.0,42.0
Silver,Values,28,47.0,43.0
Silver,Values,29,46.0,39.0
Silver,Values,30,31.0,35.0
Silver,Values,31,28.0,18.0
Silver,Values,32,26.0,21.0
Silver,Values,33,26.0,19.0
Silver,Values,34,23.0,16.0
Silver,Values,35,12.0,9.0
Silver,Values,36,8.0,11.0
Silver,Values,37,11.0,5.0
Silver,Values,38,5.0,6.0
Silver,Edges,0,-2.848767842782364,-2.848767842782364
Silver,Edges,1,-2.7732825349807957,-2.7732825349807957
Silver,Edges,2,-2.697797227179228,-2.697797227179228
Silver,Edges,3,-2.6223119193776596,-2.6223119193776596
Silver,Edges,4,-2.5468266115760914,-2.5468266115760914
Silver,Edges,5,-2.471341303774523,-2.471341303774523
Silver,Edges,6,-2.395855995972955,-2.395855995972955
Silver,Edges,7,-2.320370688171387,-2.320370688171387
Silver,Edges,8,-2.2448853803698188,-2.2448853803698188
Silver,Edges,9,-2.1694000725682505,-2.1694000725682505
Silver,Edges,10,-2.0939147647666827,-2.0939147647666827
Silver,Edges,11,-2.0184294569651144,-2.0184294569651144
Silver,Edges,12,-1.9429441491635462,-1.9429441491635462
Silver,Edges,13,-1.867458841361978,-1.867458841361978
Silver,Edges,14,-1.79197353356041,-1.79197353356041
Silver,Edges,15,-1.7164882257588419,-1.7164882257588419
Silver,Edges,16,-1.6410029179572736,-1.6410029179572736
Silver,Edges,17,-1.5655176101557053,-1.5655176101557053
Silver,Edges,18,-1.4900323023541373,-1.4900323023541373
Silver,Edges,19,-1.4145469945525693,-1.4145469945525693
Silver,Edges,20,-1.339061686751001,-1.339061686751001
Silver,Edges,21,-1.2635763789494328,-1.2635763789494328
Silver,Edges,22,-1.1880910711478647,-1.1880910711478647
Silver,Edges,23,-1.1126057633462967,-1.1126057633462967
Silver,Edges,24,-1.0371204555447284,-1.0371204555447284
Silver,Edges,25,-0.9616351477431602,-0.9616351477431602
Silver,Edges,26,-0.8861498399415921,-0.8861498399415921
Silver,Edges,27,-0.8106645321400241,-0.8106645321400241
Silver,Edges,28,-0.7351792243384558,-0.7351792243384558
Silver,Edges,29,-0.6596939165368876,-0.6596939165368876
Silver,Edges,30,-0.5842086087353198,-0.5842086087353198
Silver,Edges,31,-0.5087233009337515,-0.5087233009337515
Silver,Edges,32,-0.43323799313218325,-0.43323799313218325
Silver,Edges,33,-0.357752685330615,-0.357752685330615
Silver,Edges,34,-0.28226737752904674,-0.28226737752904674
Silver,Edges,35,-0.20678206972747892,-0.20678206972747892
Silver,Edges,36,-0.13129676192591067,-0.13129676192591067
Silver,Edges,37,-0.05581145412434241,-0.05581145412434241
Silver,Edges,38,0.019673853677225406,0.019673853677225406
Silver,Edges,39,0.09515916147879352,0.09515916147879352
Zinc,Values,0,1.0,0.0
Zinc,Values,1,2.0,0.0
Zinc,Values,2,5.0,0.0
Zinc,Values,3,1.0,0.0
Zinc,Values,4,1.0,0.0
Zinc,Values,5,11.0,0.0
Zinc,Values,6,1.0,1.0
Zinc,Values,7,16.0,2.0
Zinc,Values,8,9.0,7.0
Zinc,Values,9,4.0,7.0
Zinc,Values,10,12.0,5.0
Zinc,Values,11,28.0,12.0
Zinc,Values,12,51.0,20.0
Zinc,Values,13,19.0,23.0
Zinc,Values,14,36.0,36.0
Zinc,Values,15,57.0,66.0
Zinc,Values,16,72.0,75.0
Zinc,Values,17,55.0,84.0
Zinc,Values,18,68.0,105.0
Zinc,Values,19,97.0,143.0
Zinc,Values,20,77.0,173.0
Zinc,Values,21,108.0,163.0
Zinc,Values,22,146.0,189.0
Zinc,Values,23,165.0,214.0
Zinc,Values,24,220.0,199.0
Zinc,Values,25,284.0,234.0
Zinc,Values,26,241.0,210.0
Zinc,Values,27,246.0,199.0
Zinc,Values,28,280.0,213.0
Zinc,Values,29,255.0,168.0
Zinc,Values,30,151.0,141.0
Zinc,Values,31,113.0,150.0
Zinc,Values,32,149.0,107.0
Zinc,Values,33,128.0,80.0
Zinc,Values,34,49.0,70.0
Zinc,Values,35,50.0,57.0
Zinc,Values,36,15.0,43.0
Zinc,Values,37,30.0,38.0
Zinc,Values,38,42.0,18.0
Zinc,Edges,0,-1.1920592787845008,-1.1920592787845008
Zinc,Edges,1,-1.090926855939684,-1.090926855939684
Zinc,Edges,2,-0.9897944330948675,-0.9897944330948675
Zinc,Edges,3,-0.8886620102500509,-0.8886620102500509
Zinc,Edges,4,-0.7875295874052342,-0.7875295874052342
Zinc,Edges,5,-0.6863971645604175,-0.6863971645604175
Zinc,Edges,6,-0.585264741715601,-0.585264741715601
Zinc,Edges,7,-0.48413231887078423,-0.48413231887078423
Zinc,Edges,8,-0.3829998960259676,-0.3829998960259676
Zinc,Edges,9,-0.281867473181151,-0.281867473181151
Zinc,Edges,10,-0.1807350503363343,-0.1807350503363343
Zinc,Edges,11,-0.07960262749151759,-0.07960262749151759
Zinc,Edges,12,0.02152979535329891,0.02152979535329891
Zinc,Edges,13,0.12266221819811562,0.12266221819811562
Zinc,Edges,14,0.22379464104293234,0.22379464104293234
Zinc,Edges,15,0.32492706388774883,0.32492706388774883
Zinc,Edges,16,0.42605948673256555,0.42605948673256555
Zinc,Edges,17,0.5271919095773823,0.5271919095773823
Zinc,Edges,18,0.6283243324221988,0.6283243324221988
Zinc,Edges,19,0.7294567552670155,0.7294567552670155
Zinc,Edges,20,0.8305891781118322,0.8305891781118322
Zinc,Edges,21,0.9317216009566489,0.9317216009566489
Zinc,Edges,22,1.0328540238014656,1.0328540238014656
Zinc,Edges,23,1.133986446646282,1.133986446646282
Zinc,Edges,24,1.2351188694910986,1.2351188694910986
Zinc,Edges,25,1.3362512923359153,1.3362512923359153
Zinc,Edges,26,1.437383715180732,1.437383715180732
Zinc,Edges,27,1.5385161380255488,1.5385161380255488
Zinc,Edges,28,1.6396485608703655,1.6396485608703655
Zinc,Edges,29,1.7407809837151818,1.7407809837151818
Zinc,Edges,30,1.8419134065599985,1.8419134065599985
Zinc,Edges,31,1.9430458294048152,1.9430458294048152
Zinc,Edges,32,2.044178252249632,2.044178252249632
Zinc,Edges,33,2.1453106750944486,2.1453106750944486
Zinc,Edges,34,2.2464430979392653,2.2464430979392653
Zinc,Edges,35,2.347575520784082,2.347575520784082
Zinc,Edges,36,2.4487079436288983,2.4487079436288983
Zinc,Edges,37,2.549840366473715,2.549840366473715
Zinc,Edges,38,2.6509727893185318,2.6509727893185318
Zinc,Edges,39,2.7521052121633485,2.7521052121633485
All,Values,0,4.0,34.0
All,Values,1,9.0,71.0
All,Values,2,11.0,76.0
All,Values,3,21.0,98.0
All,Values,4,51.0,113.0
All,Values,5,94.0,136.0
All,Values,6,77.0,198.0
All,Values,7,180.0,224.0
All,Values,8,265.0,272.0
All,Values,9,637.0,343.0
All,Values,10,1016.0,351.0
All,Values,11,1437.0,420.0
All,Values,12,1474.0,456.0
All,Values,13,1108.0,515.0
All,Values,14,914.0,626.0
All,Values,15,497.0,669.0
All,Values,16,281.0,732.0
All,Values,17,202.0,758.0
All,Values,18,206.0,872.0
All,Values,19,263.0,860.0
All,Values,20,249.0,907.0
All,Values,21,250.0,977.0
All,Values,22,270.0,1001.0
All,Values,23,349.0,1003.0
All,Values,24,333.0,935.0
All,Values,25,489.0,947.0
All,Values,26,490.0,928.0
All,Values,27,656.0,875.0
All,Values,28,982.0,800.0
All,Values,29,1131.0,784.0
All,Values,30,1548.0,720.0
All,Values,31,1848.0,677.0
All,Values,32,1829.0,603.0
All,Values,33,1174.0,531.0
All,Values,34,1019.0,442.0
All,Values,35,609.0,414.0
All,Values,36,393.0,380.0
All,Values,37,80.0,295.0
All,Values,38,60.0,258.0
All,Edges,0,-4.858648727106074,-4.858648727106074
All,Edges,1,-4.655071108243729,-4.655071108243729
All,Edges,2,-4.4514934893813844,-4.4514934893813844
All,Edges,3,-4.247915870519039,-4.247915870519039
All,Edges,4,-4.044338251656694,-4.044338251656694
All,Edges,5,-3.8407606327943498,-3.8407606327943498
All,Edges,6,-3.6371830139320047,-3.6371830139320047
All,Edges,7,-3.4336053950696597,-3.4336053950696597
All,Edges,8,-3.230027776207315,-3.230027776207315
All,Edges,9,-3.0264501573449705,-3.0264501573449705
All,Edges,10,-2.8228725384826254,-2.8228725384826254
All,Edges,11,-2.6192949196202804,-2.6192949196202804
All,Edges,12,-2.415717300757936,-2.415717300757936
All,Edges,13,-2.212139681895591,-2.212139681895591
All,Edges,14,-2.008562063033246,-2.008562063033246
All,Edges,15,-1.804984444170901,-1.804984444170901
All,Edges,16,-1.6014068253085565,-1.6014068253085565
All,Edges,17,-1.397829206446212,-1.397829206446212
All,Edges,18,-1.1942515875838668,-1.1942515875838668
All,Edges,19,-0.9906739687215218,-0.9906739687215218
All,Edges,20,-0.7870963498591772,-0.7870963498591772
All,Edges,21,-0.5835187309968326,-0.5835187309968326
All,Edges,22,-0.3799411121344871,-0.3799411121344871
All,Edges,23,-0.1763634932721425,-0.1763634932721425
All,Edges,24,0.027214125590202087,0.027214125590202087
All,Edges,25,0.2307917444525467,0.2307917444525467
All,Edges,26,0.4343693633148913,0.4343693633148913
All,Edges,27,0.6379469821772368,0.6379469821772368
All,Edges,28,0.8415246010395814,0.8415246010395814
All,Edges,29,1.045102219901926,1.045102219901926
All,Edges,30,1.2486798387642715,1.2486798387642715
All,Edges,31,1.452257457626616,1.452257457626616
All,Edges,32,1.6558350764889607,1.6558350764889607
All,Edges,33,1.8594126953513053,1.8594126953513053
All,Edges,34,2.06299031421365,2.06299031421365
All,Edges,35,2.2665679330759954,2.2665679330759954
All,Edges,36,2.47014555193834,2.47014555193834
All,Edges,37,2.6737231708006846,2.6737231708006846
All,Edges,38,2.87730078966303,2.87730078966303
All,Edges,39,3.0808784085253746,3.0808784085253746
