,,,Historical,Simulated
Platinum,Values,35,2.0,10.0
Platinum,Values,36,5.0,6.0
Platinum,Values,37,4.0,8.0
Platinum,Values,38,3.0,4.0
Platinum,Edges,0,-4.185789041084079,-4.185789041084079
Platinum,Edges,1,-4.1655199071192355,-4.1655199071192355
Platinum,Edges,2,-4.145250773154392,-4.145250773154392
Platinum,Edges,3,-4.124981639189548,-4.124981639189548
Platinum,Edges,4,-4.104712505224704,-4.104712505224704
Platinum,Edges,5,-4.0844433712598605,-4.0844433712598605
Platinum,Edges,6,-4.064174237295017,-4.064174237295017
Platinum,Edges,7,-4.043905103330173,-4.043905103330173
Platinum,Edges,8,-4.02363596936533,-4.02363596936533
Platinum,Edges,9,-4.003366835400486,-4.003366835400486
Platinum,Edges,10,-3.9830977014356423,-3.9830977014356423
Platinum,Edges,11,-3.962828567470799,-3.962828567470799
Platinum,Edges,12,-3.942559433505955,-3.942559433505955
Platinum,Edges,13,-3.9222902995411113,-3.9222902995411113
Platinum,Edges,14,-3.9020211655762678,-3.9020211655762678
Platinum,Edges,15,-3.881752031611424,-3.881752031611424
Platinum,Edges,16,-3.8614828976465803,-3.8614828976465803
Platinum,Edges,17,-3.8412137636817367,-3.8412137636817367
Platinum,Edges,18,-3.8209446297168927,-3.8209446297168927
Platinum,Edges,19,-3.800675495752049,-3.800675495752049
Platinum,Edges,20,-3.7804063617872057,-3.7804063617872057
Platinum,Edges,21,-3.760137227822362,-3.760137227822362
Platinum,Edges,22,-3.739868093857518,-3.739868093857518
Platinum,Edges,23,-3.7195989598926746,-3.7195989598926746
Platinum,Edges,24,-3.699329825927831,-3.699329825927831
Platinum,Edges,25,-3.679060691962987,-3.679060691962987
Platinum,Edges,26,-3.6587915579981436,-3.6587915579981436
Platinum,Edges,27,-3.6385224240333,-3.6385224240333
Platinum,Edges,28,-3.6182532900684565,-3.6182532900684565
Platinum,Edges,29,-3.5979841561036126,-3.5979841561036126
Platinum,Edges,30,-3.577715022138769,-3.577715022138769
Platinum,Edges,31,-3.557445888173925,-3.557445888173925
Platinum,Edges,32,-3.5371767542090815,-3.5371767542090815
Platinum,Edges,33,-3.516907620244238,-3.516907620244238
Platinum,Edges,34,-3.4966384862793944,-3.4966384862793944
Platinum,Edges,35,-3.4763693523145505,-3.4763693523145505
Platinum,Edges,36,-3.456100218349707,-3.456100218349707
Platinum,Edges,37,-3.4358310843848634,-3.4358310843848634
Platinum,Edges,38,-3.4155619504200194,-3.4155619504200194
Platinum,Edges,39,-3.395292816455176,-3.395292816455176
Silver,Values,0,2.0,1.0
Silver,Values,1,10.0,0.0
Silver,Values,2,1.0,1.0
Silver,Values,3,7.0,4.0
Silver,Values,4,5.0,3.0
Silver,Values,5,10.0,0.0
Silver,Values,6,7.0,4.0
Silver,Values,7,4.0,5.0
Silver,Values,8,10.0,4.0
Silver,Values,9,5.0,7.0
Silver,Values,10,9.0,10.0
Silver,Values,11,14.0,13.0
Silver,Values,12,13.0,19.0
Silver,Values,13,11.0,18.0
Silver,Values,14,31.0,22.0
Silver,Values,15,12.0,28.0
Silver,Values,16,8.0,28.0
Silver,Values,17,21.0,35.0
Silver,Values,18,19.0,44.0
Silver,Values,19,31.0,53.0
Silver,Values,20,33.0,33.0
Silver,Values,21,45.0,56.0
Silver,Values,22,44.0,54.0
Silver,Values,23,79.0,47.0
Silver,Values,24,65.0,61.0
Silver,Values,25,37.0,57.0
Silver,Values,26,34.0,51.0
Silver,Values,27,48.0,56.0
Silver,Values,28,63.0,62.0
Silver,Values,29,36.0,30.0
Silver,Values,30,51.0,37.0
Silver,Values,31,67.0,34.0
Silver,Values,32,87.0,41.0
Silver,Values,33,43.0,29.0
Silver,Values,34,43.0,20.0
Silver,Values,35,32.0,18.0
Silver,Values,36,21.0,18.0
Silver,Values,37,9.0,14.0
Silver,Values,38,7.0,13.0
Silver,Edges,0,-2.979837427666337,-2.979837427666337
Silver,Edges,1,-2.9304699472091746,-2.9304699472091746
Silver,Edges,2,-2.8811024667520124,-2.8811024667520124
Silver,Edges,3,-2.83173498629485,-2.83173498629485
Silver,Edges,4,-2.782367505837688,-2.782367505837688
Silver,Edges,5,-2.7330000253805258,-2.7330000253805258
Silver,Edges,6,-2.6836325449233636,-2.6836325449233636
Silver,Edges,7,-2.634265064466201,-2.634265064466201
Silver,Edges,8,-2.5848975840090387,-2.5848975840090387
Silver,Edges,9,-2.5355301035518765,-2.5355301035518765
Silver,Edges,10,-2.4861626230947143,-2.4861626230947143
Silver,Edges,11,-2.436795142637552,-2.436795142637552
Silver,Edges,12,-2.38742766218039,-2.38742766218039
Silver,Edges,13,-2.3380601817232276,-2.3380601817232276
Silver,Edges,14,-2.2886927012660654,-2.2886927012660654
Silver,Edges,15,-2.2393252208089027,-2.2393252208089027
Silver,Edges,16,-2.1899577403517405,-2.1899577403517405
Silver,Edges,17,-2.1405902598945783,-2.1405902598945783
Silver,Edges,18,-2.091222779437416,-2.091222779437416
Silver,Edges,19,-2.041855298980254,-2.041855298980254
Silver,Edges,20,-1.9924878185230916,-1.9924878185230916
Silver,Edges,21,-1.9431203380659294,-1.9431203380659294
Silver,Edges,22,-1.8937528576087672,-1.8937528576087672
Silver,Edges,23,-1.844385377151605,-1.844385377151605
Silver,Edges,24,-1.7950178966944428,-1.7950178966944428
Silver,Edges,25,-1.7456504162372803,-1.7456504162372803
Silver,Edges,26,-1.6962829357801181,-1.6962829357801181
Silver,Edges,27,-1.646915455322956,-1.646915455322956
Silver,Edges,28,-1.5975479748657937,-1.5975479748657937
Silver,Edges,29,-1.5481804944086315,-1.5481804944086315
Silver,Edges,30,-1.498813013951469,-1.498813013951469
Silver,Edges,31,-1.4494455334943068,-1.4494455334943068
Silver,Edges,32,-1.4000780530371446,-1.4000780530371446
Silver,Edges,33,-1.3507105725799824,-1.3507105725799824
Silver,Edges,34,-1.3013430921228202,-1.3013430921228202
Silver,Edges,35,-1.2519756116656577,-1.2519756116656577
Silver,Edges,36,-1.2026081312084955,-1.2026081312084955
Silver,Edges,37,-1.1532406507513333,-1.1532406507513333
Silver,Edges,38,-1.103873170294171,-1.103873170294171
Silver,Edges,39,-1.0545056898370089,-1.0545056898370089
Zinc,Values,0,1.0,0.0
Zinc,Values,1,1.0,0.0
Zinc,Values,2,2.0,0.0
Zinc,Values,3,17.0,2.0
Zinc,Values,4,18.0,1.0
Zinc,Values,5,0.0,8.0
Zinc,Values,6,2.0,10.0
Zinc,Values,7,6.0,2.0
Zinc,Values,8,28.0,14.0
Zinc,Values,9,17.0,19.0
Zinc,Values,10,18.0,25.0
Zinc,Values,11,46.0,40.0
Zinc,Values,12,33.0,73.0
Zinc,Values,13,36.0,77.0
Zinc,Values,14,113.0,82.0
Zinc,Values,15,87.0,115.0
Zinc,Values,16,185.0,145.0
Zinc,Values,17,159.0,171.0
Zinc,Values,18,187.0,174.0
Zinc,Values,19,163.0,179.0
Zinc,Values,20,153.0,216.0
Zinc,Values,21,239.0,207.0
Zinc,Values,22,185.0,223.0
Zinc,Values,23,166.0,214.0
Zinc,Values,24,218.0,198.0
Zinc,Values,25,162.0,210.0
Zinc,Values,26,213.0,160.0
Zinc,Values,27,169.0,145.0
Zinc,Values,28,156.0,142.0
Zinc,Values,29,108.0,98.0
Zinc,Values,30,105.0,80.0
Zinc,Values,31,148.0,73.0
Zinc,Values,32,55.0,53.0
Zinc,Values,33,57.0,42.0
Zinc,Values,34,12.0,40.0
Zinc,Values,35,14.0,15.0
Zinc,Values,36,13.0,19.0
Zinc,Values,37,1.0,9.0
Zinc,Values,38,2.0,5.0
Zinc,Edges,0,-0.3858444582228874,-0.3858444582228874
Zinc,Edges,1,-0.33901019070490523,-0.33901019070490523
Zinc,Edges,2,-0.2921759231869231,-0.2921759231869231
Zinc,Edges,3,-0.2453416556689409,-0.2453416556689409
Zinc,Edges,4,-0.19850738815095875,-0.19850738815095875
Zinc,Edges,5,-0.1516731206329766,-0.1516731206329766
Zinc,Edges,6,-0.10483885311499441,-0.10483885311499441
Zinc,Edges,7,-0.05800458559701227,-0.05800458559701227
Zinc,Edges,8,-0.011170318079030128,-0.011170318079030128
Zinc,Edges,9,0.035663949438952014,0.035663949438952014
Zinc,Edges,10,0.08249821695693416,0.08249821695693416
Zinc,Edges,11,0.1293324844749163,0.1293324844749163
Zinc,Edges,12,0.17616675199289855,0.17616675199289855
Zinc,Edges,13,0.2230010195108807,0.2230010195108807
Zinc,Edges,14,0.26983528702886284,0.26983528702886284
Zinc,Edges,15,0.316669554546845,0.316669554546845
Zinc,Edges,16,0.3635038220648271,0.3635038220648271
Zinc,Edges,17,0.41033808958280926,0.41033808958280926
Zinc,Edges,18,0.4571723571007914,0.4571723571007914
Zinc,Edges,19,0.5040066246187735,0.5040066246187735
Zinc,Edges,20,0.5508408921367557,0.5508408921367557
Zinc,Edges,21,0.5976751596547379,0.5976751596547379
Zinc,Edges,22,0.64450942717272,0.64450942717272
Zinc,Edges,23,0.6913436946907022,0.6913436946907022
Zinc,Edges,24,0.7381779622086845,0.7381779622086845
Zinc,Edges,25,0.7850122297266665,0.7850122297266665
Zinc,Edges,26,0.8318464972446488,0.8318464972446488
Zinc,Edges,27,0.8786807647626308,0.8786807647626308
Zinc,Edges,28,0.925515032280613,0.925515032280613
Zinc,Edges,29,0.9723492997985951,0.9723492997985951
Zinc,Edges,30,1.0191835673165772,1.0191835673165772
Zinc,Edges,31,1.0660178348345593,1.0660178348345593
Zinc,Edges,32,1.1128521023525417,1.1128521023525417
Zinc,Edges,33,1.1596863698705238,1.1596863698705238
Zinc,Edges,34,1.2065206373885058,1.2065206373885058
Zinc,Edges,35,1.2533549049064883,1.2533549049064883
Zinc,Edges,36,1.3001891724244703,1.3001891724244703
Zinc,Edges,37,1.3470234399424523,1.3470234399424523
Zinc,Edges,38,1.3938577074604344,1.3938577074604344
Zinc,Edges,39,1.4406919749784166,1.4406919749784166
All,Values,0,57.0,106.0
All,Values,1,1.0,134.0
All,Values,2,99.0,167.0
All,Values,3,235.0,189.0
All,Values,4,484.0,227.0
All,Values,5,754.0,262.0
All,Values,6,1012.0,301.0
All,Values,7,1184.0,328.0
All,Values,8,1191.0,359.0
All,Values,9,941.0,391.0
All,Values,10,904.0,428.0
All,Values,11,545.0,532.0
All,Values,12,326.0,540.0
All,Values,13,109.0,594.0
All,Values,14,43.0,632.0
All,Values,15,42.0,653.0
All,Values,16,58.0,761.0
All,Values,17,62.0,736.0
All,Values,18,136.0,732.0
All,Values,19,193.0,812.0
All,Values,20,208.0,848.0
All,Values,21,211.0,865.0
All,Values,22,145.0,839.0
All,Values,23,49.0,808.0
All,Values,24,69.0,825.0
All,Values,25,443.0,801.0
All,Values,26,697.0,725.0
All,Values,27,1351.0,726.0
All,Values,28,1710.0,692.0
All,Values,29,1799.0,654.0
All,Values,30,1579.0,614.0
All,Values,31,1203.0,586.0
All,Values,32,1476.0,535.0
All,Values,33,1016.0,476.0
All,Values,34,875.0,425.0
All,Values,35,666.0,381.0
All,Values,36,474.0,341.0
All,Values,37,135.0,328.0
All,Values,38,24.0,265.0
All,Edges,0,-4.975054830841201,-4.975054830841201
All,Edges,1,-4.810548502486852,-4.810548502486852
All,Edges,2,-4.646042174132503,-4.646042174132503
All,Edges,3,-4.481535845778154,-4.481535845778154
All,Edges,4,-4.317029517423805,-4.317029517423805
All,Edges,5,-4.152523189069456,-4.152523189069456
All,Edges,6,-3.9880168607151063,-3.9880168607151063
All,Edges,7,-3.823510532360757,-3.823510532360757
All,Edges,8,-3.6590042040064077,-3.6590042040064077
All,Edges,9,-3.494497875652059,-3.494497875652059
All,Edges,10,-3.3299915472977095,-3.3299915472977095
All,Edges,11,-3.1654852189433607,-3.1654852189433607
All,Edges,12,-3.0009788905890113,-3.0009788905890113
All,Edges,13,-2.836472562234662,-2.836472562234662
All,Edges,14,-2.6719662338803127,-2.6719662338803127
All,Edges,15,-2.507459905525964,-2.507459905525964
All,Edges,16,-2.3429535771716146,-2.3429535771716146
All,Edges,17,-2.1784472488172653,-2.1784472488172653
All,Edges,18,-2.0139409204629164,-2.0139409204629164
All,Edges,19,-1.849434592108567,-1.849434592108567
All,Edges,20,-1.6849282637542178,-1.6849282637542178
All,Edges,21,-1.520421935399869,-1.520421935399869
All,Edges,22,-1.3559156070455196,-1.3559156070455196
All,Edges,23,-1.1914092786911703,-1.1914092786911703
All,Edges,24,-1.0269029503368214,-1.0269029503368214
All,Edges,25,-0.8623966219824721,-0.8623966219824721
All,Edges,26,-0.6978902936281228,-0.6978902936281228
All,Edges,27,-0.5333839652737735,-0.5333839652737735
All,Edges,28,-0.3688776369194242,-0.3688776369194242
All,Edges,29,-0.2043713085650758,-0.2043713085650758
All,Edges,30,-0.039864980210726486,-0.039864980210726486
All,Edges,31,0.12464134814362282,0.12464134814362282
All,Edges,32,0.28914767649797213,0.28914767649797213
All,Edges,33,0.45365400485232144,0.45365400485232144
All,Edges,34,0.6181603332066707,0.6181603332066707
All,Edges,35,0.78266666156102,0.78266666156102
All,Edges,36,0.9471729899153685,0.9471729899153685
All,Edges,37,1.1116793182697178,1.1116793182697178
All,Edges,38,1.276185646624067,1.276185646624067
All,Edges,39,1.4406919749784166,1.4406919749784166
