,,Value,Notes
0,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
0,scenario_type,,"empty string, scrap supply, scrap demand, or both"
0,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
0,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
0,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
0,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
0,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
0,direct_melt_alt,False,
0,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
0,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
0,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
0,secondary_refined_alt,False,
0,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
0,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
0,scenario_name,,
0,Byproduct status,self,
0,historical_growth_rate,0.06,
0,sector_dist_construction,0.17605633802816922,
0,sector_dist_electrical,0.12103873239436645,
0,sector_dist_industrial,0.3058978873239435,
0,sector_dist_other,0.23019366197183075,
0,sector_dist_transport,0.16681338028169013,
0,fabrication_efficiency_construction,0.996,
0,fabrication_efficiency_electrical,0.996,
0,fabrication_efficiency_industrial,0.996,
0,fabrication_efficiency_other,0.996,
0,fabrication_efficiency_transport,0.996,
0,lifetime_mean_construction,50,
0,lifetime_mean_electrical,15,
0,lifetime_mean_industrial,25,
0,lifetime_mean_other,15,
0,lifetime_mean_transport,22,
0,lifetime_sigma_construction,15,
0,lifetime_sigma_electrical,4.5,
0,lifetime_sigma_industrial,7.5,
0,lifetime_sigma_other,3,
0,lifetime_sigma_transport,6.6,
0,collection_rate_target_construction,0.87,
0,collection_rate_target_electrical,0.87,
0,collection_rate_target_industrial,0.87,
0,collection_rate_target_other,0.48,
0,collection_rate_target_transport,0.74,
0,"Regional production fraction of total production, Global",1,
0,"Regional production fraction of total production, China",0.3,
0,"Secondary refinery fraction of recycled content, China",1,
0,"SX-EW fraction of production, Global",0.343,
0,"SX-EW fraction of production, China",0.343,
0,"Total production, Global",1787.3669463021736,
0,new_scrap_fraction,0.5,
0,primary_production,1280.591,
0,minetype_prod_frac_underground,0.29027355623100304,
0,minetype_prod_frac_openpit,0.6884498480243161,
0,minetype_prod_frac_tailings,0.02127659574468085,
0,minetype_prod_frac_stockpile,0,
0,minetype_prod_frac_placer,0,
0,primary_overhead_regression2use,None,
0,hyperparam_set_number,0.0,
0,hyperparam_set_group,0.0,
1,random_state,20220208.0,random state/seed used for mine value generation
1,refining and demand,,
1,initial_demand,1646.5508055892237,initial overall demand
1,"Recycling input rate, Global",0.307780327568345,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
1,"Recycling input rate, China",0.307780327568345,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
1,"Secondary refinery fraction of recycled content, Global",1,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
1,china_fraction_demand,0.53,"China fraction of demand, was 0.52645 for copper in 2019"
1,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
1,refining only,,
1,pri CU TCRC elas,0.1626960976481746,Capacity utilization at primary-only refineries
1,sec CU TCRC elas,0.1024691837850712,Capacity utilization at secondary-consuming refineries
1,pri CU price elas,0.361073630231316,primary refinery capacity uitlization elasticity to primary commodity price
1,sec CU price elas,0.1914840893015872,secondary refinery capacity uitlization elasticity to primary commodity price
1,sec ratio TCRC elas,-0.1270280986955557,Secondary ratio elasticity to TCRC
1,sec ratio scrap spread elas,0.4026161359095763,Secondary ratio elasticity to scrap spread
1,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
1,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
1,price,,
1,primary_commodity_price,12531.217254,primary commodity price
1,initial_scrap_spread,1394,scrap spread at simulation start
1,price elasticities,,
1,primary_commodity_price_elas_sd,-0.9344811547524228,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
1,tcrc_elas_sd,0.8043367044192511,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
1,tcrc_elas_price,0.918696487541684,TCRC elasticity to primary commodity price change
1,scrap_spread_elas_sd,0.7304279393516937,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
1,scrap_spread_elas_primary_commodity_price,0.4970201957507523,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
1,direct_melt_elas_scrap_spread,0.0,direct melt demand elasticity to scrap spread
1,collection_elas_scrap_price,0.1980326021819534,% increase in collection corresponding with a 1% increase in scrap price
1,determining model structure,,
1,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
1,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
1,presimulate_n_years,20,"int, number of years in the past to simulate mining to establish baseline"
1,collection_rate_price_response,True,whether or not there should be a price response for collection rate
1,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
1,refinery_capacity_fraction_increase_mining,0.9778294255582596,0 means refinery capacity growth is determined by demand growth alone; 1 means refinery capacity growth is determined by mining production growth alone. Values in between allow for a weighted mixture.
1,mining only,,
1,primary_ore_grade_mean,1.276368,Ore grade mean for lognormal distribution
1,use_ml_to_accelerate,False,
1,ml_accelerate_initialize_years,20,
1,ml_accelerate_every_n_years,5,
1,incentive_tuning_option,pid-2019,
1,internal_price_formation,False,
1,primary_production_mean,24.843557,
1,primary_production_var,0.8544319750571135,
1,primary_ore_grade_var,0.627772,
1,incentive_opening_probability,0.0484130848366124,
1,incentive_require_tune_years,20,"requires incentive tuning for however many years such that supply=demand, with no requirements on incentive_opening_probability and allowing the given incentive_opening_probability to be used"
1,demand_series_method,,"This is for setting up the so-called demand series, which is what the mining module tries to tune mine production to match when historical presimulation is done. This value is normally either yoy or target, and setting it to anything else allows us to ensure the demand_series used for mine tuning is the one from our historical data file."
1,end_calibrate_years,20,
1,start_calibrate_years,5,
1,ramp_up_cu,0.4,
1,mine_cu_margin_elas,0.6322654753930301,
1,mine_cost_price_elas,0,
1,mine_cost_og_elas,-0.248300410995414,
1,mine_cost_change_per_year,-0.313500681562286,
1,incentive_mine_cost_change_per_year,-0.313500681562286,
1,primary_price_resources_contained_elas,0.5588353619332185,
1,close_price_method,max,
1,close_years_back,3,
1,close_probability_split_max,0.3,
1,close_probability_split_mean,0.5,
1,close_probability_split_min,0.2,
1,primary_oge_scale,0.1005945130105746,
1,initial_ore_grade_decline,-0.924814889772292,
1,annual_reserves_ratio_with_initial_production_const,1.1,
1,primary_overhead_const,0,
1,ramp_up_fraction,0.02,"fraction of mines in the initial mine generation step that are in any of the ramp up stages (e.g. if ramp_up_year is 3 and ramp_up_fraction is 0.1, then 10% of the mines will have ramp up flag=1, 10% ramp up flag=2, etc.). Value is currently 0.02 based on an initial guess."
1,reserves_ratio_price_lag,5,"lag on price change price(t-lag)/price(t-lag-1) used for informing incentive pool size change, paired with resources_contained_elas_primary_price (and byproduct if byproduct==True)"
1,demand only,,
1,commodity,Ni,notAu
1,sector_specific_dematerialization_tech_growth,0.005113508649478,
1,sector_specific_price_response,-0.1574751606014845,
1,region_specific_price_response,-0.1574751606014845,
1,intensity_response_to_gdp,-0.0059027459022682,
1,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
1,scenario_type,,"empty string, scrap supply, scrap demand, or both"
1,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
1,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
1,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
1,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
1,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
1,direct_melt_alt,False,
1,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
1,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
1,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
1,secondary_refined_alt,False,
1,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
1,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
1,scenario_name,,
1,Byproduct status,self,
1,historical_growth_rate,0.06,
1,sector_dist_construction,0.17605633802816922,
1,sector_dist_electrical,0.12103873239436645,
1,sector_dist_industrial,0.3058978873239435,
1,sector_dist_other,0.23019366197183075,
1,sector_dist_transport,0.16681338028169013,
1,fabrication_efficiency_construction,0.996,
1,fabrication_efficiency_electrical,0.996,
1,fabrication_efficiency_industrial,0.996,
1,fabrication_efficiency_other,0.996,
1,fabrication_efficiency_transport,0.996,
1,lifetime_mean_construction,50,
1,lifetime_mean_electrical,15,
1,lifetime_mean_industrial,25,
1,lifetime_mean_other,15,
1,lifetime_mean_transport,22,
1,lifetime_sigma_construction,15,
1,lifetime_sigma_electrical,4.5,
1,lifetime_sigma_industrial,7.5,
1,lifetime_sigma_other,3,
1,lifetime_sigma_transport,6.6,
1,collection_rate_target_construction,0.87,
1,collection_rate_target_electrical,0.87,
1,collection_rate_target_industrial,0.87,
1,collection_rate_target_other,0.48,
1,collection_rate_target_transport,0.74,
1,"Regional production fraction of total production, Global",1,
1,"Regional production fraction of total production, China",0.3,
1,"Secondary refinery fraction of recycled content, China",1,
1,"SX-EW fraction of production, Global",0.343,
1,"SX-EW fraction of production, China",0.343,
1,"Total production, Global",1787.3669463021736,
1,new_scrap_fraction,0.5,
1,primary_production,1280.591,
1,minetype_prod_frac_underground,0.29027355623100304,
1,minetype_prod_frac_openpit,0.6884498480243161,
1,minetype_prod_frac_tailings,0.02127659574468085,
1,minetype_prod_frac_stockpile,0,
1,minetype_prod_frac_placer,0,
1,primary_overhead_regression2use,None,
1,hyperparam_set_number,0.0,
1,hyperparam_set_group,1.0,
2,random_state,20220208.0,random state/seed used for mine value generation
2,refining and demand,,
2,initial_demand,1646.5508055892237,initial overall demand
2,"Recycling input rate, Global",0.307780327568345,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
2,"Recycling input rate, China",0.307780327568345,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
2,"Secondary refinery fraction of recycled content, Global",1,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
2,china_fraction_demand,0.53,"China fraction of demand, was 0.52645 for copper in 2019"
2,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
2,refining only,,
2,pri CU TCRC elas,0.6630908483352649,Capacity utilization at primary-only refineries
2,sec CU TCRC elas,0.8622380546822628,Capacity utilization at secondary-consuming refineries
2,pri CU price elas,0.7294540305758307,primary refinery capacity uitlization elasticity to primary commodity price
2,sec CU price elas,0.5474564982235867,secondary refinery capacity uitlization elasticity to primary commodity price
2,sec ratio TCRC elas,-0.0216926338797793,Secondary ratio elasticity to TCRC
2,sec ratio scrap spread elas,0.9284980807529076,Secondary ratio elasticity to scrap spread
2,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
2,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
2,price,,
2,primary_commodity_price,12531.217254,primary commodity price
2,initial_scrap_spread,1394,scrap spread at simulation start
2,price elasticities,,
2,primary_commodity_price_elas_sd,-0.7383757215873887,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
2,tcrc_elas_sd,0.1434457031944657,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
2,tcrc_elas_price,0.5664918902807521,TCRC elasticity to primary commodity price change
2,scrap_spread_elas_sd,0.936952840291191,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
2,scrap_spread_elas_primary_commodity_price,0.9382871096877576,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
2,direct_melt_elas_scrap_spread,0.0,direct melt demand elasticity to scrap spread
2,collection_elas_scrap_price,0.7753607723829029,% increase in collection corresponding with a 1% increase in scrap price
2,determining model structure,,
2,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
2,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
2,presimulate_n_years,20,"int, number of years in the past to simulate mining to establish baseline"
2,collection_rate_price_response,True,whether or not there should be a price response for collection rate
2,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
2,refinery_capacity_fraction_increase_mining,0.9361247169771276,0 means refinery capacity growth is determined by demand growth alone; 1 means refinery capacity growth is determined by mining production growth alone. Values in between allow for a weighted mixture.
2,mining only,,
2,primary_ore_grade_mean,1.276368,Ore grade mean for lognormal distribution
2,use_ml_to_accelerate,False,
2,ml_accelerate_initialize_years,20,
2,ml_accelerate_every_n_years,5,
2,incentive_tuning_option,pid-2019,
2,internal_price_formation,False,
2,primary_production_mean,24.843557,
2,primary_production_var,0.8544319750571135,
2,primary_ore_grade_var,0.627772,
2,incentive_opening_probability,0.0316947003222532,
2,incentive_require_tune_years,20,"requires incentive tuning for however many years such that supply=demand, with no requirements on incentive_opening_probability and allowing the given incentive_opening_probability to be used"
2,demand_series_method,,"This is for setting up the so-called demand series, which is what the mining module tries to tune mine production to match when historical presimulation is done. This value is normally either yoy or target, and setting it to anything else allows us to ensure the demand_series used for mine tuning is the one from our historical data file."
2,end_calibrate_years,20,
2,start_calibrate_years,5,
2,ramp_up_cu,0.4,
2,mine_cu_margin_elas,0.967945908344028,
2,mine_cost_price_elas,0,
2,mine_cost_og_elas,-0.1937256009304362,
2,mine_cost_change_per_year,-2.3313420041417072,
2,incentive_mine_cost_change_per_year,-2.3313420041417072,
2,primary_price_resources_contained_elas,0.9947261917374132,
2,close_price_method,max,
2,close_years_back,3,
2,close_probability_split_max,0.3,
2,close_probability_split_mean,0.5,
2,close_probability_split_min,0.2,
2,primary_oge_scale,0.0090348126984927,
2,initial_ore_grade_decline,-0.5989350160015467,
2,annual_reserves_ratio_with_initial_production_const,1.1,
2,primary_overhead_const,0,
2,ramp_up_fraction,0.02,"fraction of mines in the initial mine generation step that are in any of the ramp up stages (e.g. if ramp_up_year is 3 and ramp_up_fraction is 0.1, then 10% of the mines will have ramp up flag=1, 10% ramp up flag=2, etc.). Value is currently 0.02 based on an initial guess."
2,reserves_ratio_price_lag,5,"lag on price change price(t-lag)/price(t-lag-1) used for informing incentive pool size change, paired with resources_contained_elas_primary_price (and byproduct if byproduct==True)"
2,demand only,,
2,commodity,Ni,notAu
2,sector_specific_dematerialization_tech_growth,0.0180743771936074,
2,sector_specific_price_response,-0.5410966092989947,
2,region_specific_price_response,-0.5410966092989947,
2,intensity_response_to_gdp,-0.0986860775957297,
2,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
2,scenario_type,,"empty string, scrap supply, scrap demand, or both"
2,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
2,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
2,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
2,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
2,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
2,direct_melt_alt,False,
2,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
2,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
2,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
2,secondary_refined_alt,False,
2,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
2,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
2,scenario_name,,
2,Byproduct status,self,
2,historical_growth_rate,0.06,
2,sector_dist_construction,0.17605633802816922,
2,sector_dist_electrical,0.12103873239436645,
2,sector_dist_industrial,0.3058978873239435,
2,sector_dist_other,0.23019366197183075,
2,sector_dist_transport,0.16681338028169013,
2,fabrication_efficiency_construction,0.996,
2,fabrication_efficiency_electrical,0.996,
2,fabrication_efficiency_industrial,0.996,
2,fabrication_efficiency_other,0.996,
2,fabrication_efficiency_transport,0.996,
2,lifetime_mean_construction,50,
2,lifetime_mean_electrical,15,
2,lifetime_mean_industrial,25,
2,lifetime_mean_other,15,
2,lifetime_mean_transport,22,
2,lifetime_sigma_construction,15,
2,lifetime_sigma_electrical,4.5,
2,lifetime_sigma_industrial,7.5,
2,lifetime_sigma_other,3,
2,lifetime_sigma_transport,6.6,
2,collection_rate_target_construction,0.87,
2,collection_rate_target_electrical,0.87,
2,collection_rate_target_industrial,0.87,
2,collection_rate_target_other,0.48,
2,collection_rate_target_transport,0.74,
2,"Regional production fraction of total production, Global",1,
2,"Regional production fraction of total production, China",0.3,
2,"Secondary refinery fraction of recycled content, China",1,
2,"SX-EW fraction of production, Global",0.343,
2,"SX-EW fraction of production, China",0.343,
2,"Total production, Global",1787.3669463021736,
2,new_scrap_fraction,0.5,
2,primary_production,1280.591,
2,minetype_prod_frac_underground,0.29027355623100304,
2,minetype_prod_frac_openpit,0.6884498480243161,
2,minetype_prod_frac_tailings,0.02127659574468085,
2,minetype_prod_frac_stockpile,0,
2,minetype_prod_frac_placer,0,
2,primary_overhead_regression2use,None,
2,hyperparam_set_number,0.0,
2,hyperparam_set_group,2.0,
3,random_state,20220208.0,random state/seed used for mine value generation
3,refining and demand,,
3,initial_demand,1646.5508055892237,initial overall demand
3,"Recycling input rate, Global",0.307780327568345,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
3,"Recycling input rate, China",0.307780327568345,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
3,"Secondary refinery fraction of recycled content, Global",1,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
3,china_fraction_demand,0.53,"China fraction of demand, was 0.52645 for copper in 2019"
3,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
3,refining only,,
3,pri CU TCRC elas,0.7840475686994562,Capacity utilization at primary-only refineries
3,sec CU TCRC elas,0.3700075513544087,Capacity utilization at secondary-consuming refineries
3,pri CU price elas,0.9200629671960258,primary refinery capacity uitlization elasticity to primary commodity price
3,sec CU price elas,0.6047141040051087,secondary refinery capacity uitlization elasticity to primary commodity price
3,sec ratio TCRC elas,-0.802108055423649,Secondary ratio elasticity to TCRC
3,sec ratio scrap spread elas,0.0263790382632148,Secondary ratio elasticity to scrap spread
3,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
3,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
3,price,,
3,primary_commodity_price,12531.217254,primary commodity price
3,initial_scrap_spread,1394,scrap spread at simulation start
3,price elasticities,,
3,primary_commodity_price_elas_sd,-0.7386003359294732,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
3,tcrc_elas_sd,0.3406326383730371,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
3,tcrc_elas_price,0.7105557552482035,TCRC elasticity to primary commodity price change
3,scrap_spread_elas_sd,0.3642360962300468,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
3,scrap_spread_elas_primary_commodity_price,0.9523685725702504,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
3,direct_melt_elas_scrap_spread,0.0,direct melt demand elasticity to scrap spread
3,collection_elas_scrap_price,0.4353827090800166,% increase in collection corresponding with a 1% increase in scrap price
3,determining model structure,,
3,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
3,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
3,presimulate_n_years,20,"int, number of years in the past to simulate mining to establish baseline"
3,collection_rate_price_response,True,whether or not there should be a price response for collection rate
3,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
3,refinery_capacity_fraction_increase_mining,0.9882663491531872,0 means refinery capacity growth is determined by demand growth alone; 1 means refinery capacity growth is determined by mining production growth alone. Values in between allow for a weighted mixture.
3,mining only,,
3,primary_ore_grade_mean,1.276368,Ore grade mean for lognormal distribution
3,use_ml_to_accelerate,False,
3,ml_accelerate_initialize_years,20,
3,ml_accelerate_every_n_years,5,
3,incentive_tuning_option,pid-2019,
3,internal_price_formation,False,
