,,Value,Notes
1,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
1,collection_rate_price_response,True,whether or not there should be a price response for collection rate
1,collection_rate_target_construction,0.1,
1,collection_rate_target_electrical,0.1,
1,collection_rate_target_industrial,0.1,
1,collection_rate_target_other,0.1,
1,collection_rate_target_transport,0.993,
1,commodity,Pb,notAu
1,demand only,,
1,demand_series_method,,"This is for setting up the so-called demand series, which is what the mining module tries to tune mine production to match when historical presimulation is done. This value is normally either yoy or target, and setting it to anything else allows us to ensure the demand_series used for mine tuning is the one from our historical data file."
1,determining model structure,,
1,direct_melt_alt,False,
1,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
1,direct_melt_elas_scrap_spread,0.0,direct melt demand elasticity to scrap spread
1,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
1,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
1,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
1,end_calibrate_years,20.0,
1,fabrication_efficiency_construction,0.797,
1,fabrication_efficiency_electrical,0.797,
1,fabrication_efficiency_industrial,0.797,
1,fabrication_efficiency_other,0.797,
1,fabrication_efficiency_transport,0.797,
1,historical_growth_rate,0.075,
1,hyperparam_set_group,1.0,
1,hyperparam_set_number,0.0,
1,incentive_mine_cost_change_per_year,-1.3953596765258969,
1,incentive_opening_probability,0.1436896068553287,
1,incentive_require_tune_years,20.0,"requires incentive tuning for however many years such that supply=demand, with no requirements on incentive_opening_probability and allowing the given incentive_opening_probability to be used"
1,incentive_tuning_option,pid-2019,
1,initial_demand,6482,initial overall demand
1,initial_ore_grade_decline,-0.7287086045197545,
1,initial_scrap_spread,308.644,scrap spread at simulation start
1,intensity_response_to_gdp,-0.136981115408341,
1,internal_price_formation,False,
1,lifetime_mean_construction,50.0,
1,lifetime_mean_electrical,5.0,
1,lifetime_mean_industrial,20.0,
1,lifetime_mean_other,5.0,
1,lifetime_mean_transport,17.0,
1,lifetime_sigma_construction,15.0,
1,lifetime_sigma_electrical,1.5,
1,lifetime_sigma_industrial,6.0,
1,lifetime_sigma_other,1.0,
1,lifetime_sigma_transport,5.1,
1,mine_cost_change_per_year,-1.3953596765258969,
1,mine_cost_og_elas,-0.9358798025797648,
1,mine_cost_price_elas,0,
1,mine_cu_margin_elas,0.4887912952560093,
1,minetype_prod_frac_openpit,0.2707383773928897,
1,minetype_prod_frac_placer,0.0,
1,minetype_prod_frac_stockpile,0.018535399574597388,
1,minetype_prod_frac_tailings,0.023701002734731084,
1,minetype_prod_frac_underground,0.6870252202977818,
1,mining only,,
1,ml_accelerate_every_n_years,5,
1,ml_accelerate_initialize_years,20,
1,new_scrap_fraction,0.5,
1,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
1,presimulate_n_years,20.0,"int, number of years in the past to simulate mining to establish baseline"
1,pri CU TCRC elas,0.0721466173827251,Capacity utilization at primary-only refineries
1,pri CU price elas,0.1578558010138835,primary refinery capacity uitlization elasticity to primary commodity price
1,price,,
1,price elasticities,,
1,primary_commodity_price,1410.846335,primary commodity price
1,primary_commodity_price_elas_sd,-0.715689460446064,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
1,primary_oge_scale,0.0717854899385474,
1,primary_ore_grade_mean,2.295656,Ore grade mean for lognormal distribution
1,primary_ore_grade_var,0.7426432521742858,
1,primary_overhead_const,0,
1,primary_overhead_regression2use,None,
1,primary_price_resources_contained_elas,0.6634701812265998,
1,primary_production,3099.54,
1,primary_production_mean,4.805382,
1,primary_production_var,1.6164269238044757,
1,primary_sxew_fraction,0.0,
1,ramp_up_cu,0.4,
1,ramp_up_fraction,0.02,"fraction of mines in the initial mine generation step that are in any of the ramp up stages (e.g. if ramp_up_year is 3 and ramp_up_fraction is 0.1, then 10% of the mines will have ramp up flag=1, 10% ramp up flag=2, etc.). Value is currently 0.02 based on an initial guess."
1,random_state,20220208.0,random state/seed used for mine value generation
1,refinery_capacity_fraction_increase_mining,0.9346371495568366,0 means refinery capacity growth is determined by demand growth alone; 1 means refinery capacity growth is determined by mining production growth alone. Values in between allow for a weighted mixture.
1,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
1,refining and demand,,
1,refining only,,
1,region_specific_price_response,-0.3879828657136193,
1,reserves_ratio_price_lag,5,"lag on price change price(t-lag)/price(t-lag-1) used for informing incentive pool size change, paired with resources_contained_elas_primary_price (and byproduct if byproduct==True)"
1,scenario_name,,
1,scenario_type,,"empty string, scrap supply, scrap demand, or both"
1,scrap_spread_elas_primary_commodity_price,0.4229764760153776,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
1,scrap_spread_elas_sd,0.587353826666949,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
1,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
1,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
1,sec CU TCRC elas,0.5363120738868495,Capacity utilization at secondary-consuming refineries
1,sec CU price elas,0.5200780515374787,secondary refinery capacity uitlization elasticity to primary commodity price
1,sec ratio TCRC elas,-0.6843444144649107,Secondary ratio elasticity to TCRC
1,sec ratio scrap spread elas,0.387508289480554,Secondary ratio elasticity to scrap spread
1,secondary_refined_alt,False,
1,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
1,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
1,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
1,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
1,sector_dist_construction,0.05,
1,sector_dist_electrical,1e-06,
1,sector_dist_industrial,0.09,
1,sector_dist_other,0.059998999999999955,
1,sector_dist_transport,0.8,
1,sector_specific_dematerialization_tech_growth,0.0226580090063658,
1,sector_specific_price_response,-0.3879828657136193,
1,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
1,start_calibrate_years,5.0,
1,tcrc_elas_price,0.7398740281020707,TCRC elasticity to primary commodity price change
1,tcrc_elas_sd,0.3260036779802822,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
1,use_ml_to_accelerate,False,
2,"Recycling input rate, China",0.5529157667386609,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
2,"Recycling input rate, Global",0.5529157667386609,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
2,"Regional production fraction of total production, China",0.42,
2,"Regional production fraction of total production, Global",1.0,
2,"SX-EW fraction of production, China",0.0,
2,"SX-EW fraction of production, Global",0.0,
2,"Secondary refinery fraction of recycled content, China",1.0,
2,"Secondary refinery fraction of recycled content, Global",1.0,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
2,"Total production, Global",6683.54,
2,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
2,annual_reserves_ratio_with_initial_production_const,1.1,
2,china_fraction_demand,0.41769445814833084,"China fraction of demand, was 0.52645 for copper in 2019"
2,close_price_method,max,
2,close_probability_split_max,0.3,
2,close_probability_split_mean,0.5,
2,close_probability_split_min,0.2,
2,close_years_back,3,
2,collection_elas_scrap_price,0.8220636717697318,% increase in collection corresponding with a 1% increase in scrap price
2,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
2,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
2,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
2,collection_rate_price_response,True,whether or not there should be a price response for collection rate
2,collection_rate_target_construction,0.1,
2,collection_rate_target_electrical,0.1,
2,collection_rate_target_industrial,0.1,
2,collection_rate_target_other,0.1,
2,collection_rate_target_transport,0.993,
2,commodity,Pb,notAu
2,demand only,,
2,demand_series_method,,"This is for setting up the so-called demand series, which is what the mining module tries to tune mine production to match when historical presimulation is done. This value is normally either yoy or target, and setting it to anything else allows us to ensure the demand_series used for mine tuning is the one from our historical data file."
2,determining model structure,,
2,direct_melt_alt,False,
2,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
2,direct_melt_elas_scrap_spread,0.0,direct melt demand elasticity to scrap spread
2,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
2,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
2,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
2,end_calibrate_years,20.0,
2,fabrication_efficiency_construction,0.797,
2,fabrication_efficiency_electrical,0.797,
2,fabrication_efficiency_industrial,0.797,
2,fabrication_efficiency_other,0.797,
2,fabrication_efficiency_transport,0.797,
2,historical_growth_rate,0.075,
2,hyperparam_set_group,2.0,
2,hyperparam_set_number,0.0,
2,incentive_mine_cost_change_per_year,-1.9631796260143668,
2,incentive_opening_probability,0.0437760152471502,
2,incentive_require_tune_years,20.0,"requires incentive tuning for however many years such that supply=demand, with no requirements on incentive_opening_probability and allowing the given incentive_opening_probability to be used"
2,incentive_tuning_option,pid-2019,
2,initial_demand,6482,initial overall demand
2,initial_ore_grade_decline,-0.0907154081174016,
2,initial_scrap_spread,308.644,scrap spread at simulation start
2,intensity_response_to_gdp,0.0346270772707417,
2,internal_price_formation,False,
2,lifetime_mean_construction,50.0,
2,lifetime_mean_electrical,5.0,
2,lifetime_mean_industrial,20.0,
2,lifetime_mean_other,5.0,
2,lifetime_mean_transport,17.0,
2,lifetime_sigma_construction,15.0,
2,lifetime_sigma_electrical,1.5,
2,lifetime_sigma_industrial,6.0,
2,lifetime_sigma_other,1.0,
2,lifetime_sigma_transport,5.1,
2,mine_cost_change_per_year,-1.9631796260143668,
2,mine_cost_og_elas,-0.998478353297368,
2,mine_cost_price_elas,0,
2,mine_cu_margin_elas,0.5097814983555409,
2,minetype_prod_frac_openpit,0.2707383773928897,
2,minetype_prod_frac_placer,0.0,
2,minetype_prod_frac_stockpile,0.018535399574597388,
2,minetype_prod_frac_tailings,0.023701002734731084,
2,minetype_prod_frac_underground,0.6870252202977818,
2,mining only,,
2,ml_accelerate_every_n_years,5,
2,ml_accelerate_initialize_years,20,
2,new_scrap_fraction,0.5,
2,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
2,presimulate_n_years,20.0,"int, number of years in the past to simulate mining to establish baseline"
2,pri CU TCRC elas,0.550204219671668,Capacity utilization at primary-only refineries
2,pri CU price elas,0.3074632183518834,primary refinery capacity uitlization elasticity to primary commodity price
2,price,,
2,price elasticities,,
2,primary_commodity_price,1410.846335,primary commodity price
2,primary_commodity_price_elas_sd,-0.8773085594497521,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
2,primary_oge_scale,0.2233124749281992,
2,primary_ore_grade_mean,2.295656,Ore grade mean for lognormal distribution
2,primary_ore_grade_var,0.7426432521742858,
2,primary_overhead_const,0,
2,primary_overhead_regression2use,None,
2,primary_price_resources_contained_elas,0.3165784775802748,
2,primary_production,3099.54,
2,primary_production_mean,4.805382,
2,primary_production_var,1.6164269238044757,
2,primary_sxew_fraction,0.0,
2,ramp_up_cu,0.4,
2,ramp_up_fraction,0.02,"fraction of mines in the initial mine generation step that are in any of the ramp up stages (e.g. if ramp_up_year is 3 and ramp_up_fraction is 0.1, then 10% of the mines will have ramp up flag=1, 10% ramp up flag=2, etc.). Value is currently 0.02 based on an initial guess."
2,random_state,20220208.0,random state/seed used for mine value generation
2,refinery_capacity_fraction_increase_mining,0.6267021696396349,0 means refinery capacity growth is determined by demand growth alone; 1 means refinery capacity growth is determined by mining production growth alone. Values in between allow for a weighted mixture.
2,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
2,refining and demand,,
2,refining only,,
2,region_specific_price_response,-0.4871495756613565,
2,reserves_ratio_price_lag,5,"lag on price change price(t-lag)/price(t-lag-1) used for informing incentive pool size change, paired with resources_contained_elas_primary_price (and byproduct if byproduct==True)"
2,scenario_name,,
2,scenario_type,,"empty string, scrap supply, scrap demand, or both"
2,scrap_spread_elas_primary_commodity_price,0.1771774476415549,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
2,scrap_spread_elas_sd,0.0027598072699404,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
2,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
2,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
2,sec CU TCRC elas,0.6643363607701354,Capacity utilization at secondary-consuming refineries
2,sec CU price elas,0.1741640132129635,secondary refinery capacity uitlization elasticity to primary commodity price
2,sec ratio TCRC elas,-0.9913750079433756,Secondary ratio elasticity to TCRC
2,sec ratio scrap spread elas,0.3918936938981397,Secondary ratio elasticity to scrap spread
2,secondary_refined_alt,False,
2,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
2,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
2,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
2,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
2,sector_dist_construction,0.05,
2,sector_dist_electrical,1e-06,
2,sector_dist_industrial,0.09,
2,sector_dist_other,0.059998999999999955,
2,sector_dist_transport,0.8,
2,sector_specific_dematerialization_tech_growth,0.0171017403129739,
2,sector_specific_price_response,-0.4871495756613565,
2,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
2,start_calibrate_years,5.0,
2,tcrc_elas_price,0.3311133096986139,TCRC elasticity to primary commodity price change
2,tcrc_elas_sd,0.6975872437547366,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
2,use_ml_to_accelerate,False,
3,"Recycling input rate, China",0.5529157667386609,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
3,"Recycling input rate, Global",0.5529157667386609,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
3,"Regional production fraction of total production, China",0.42,
3,"Regional production fraction of total production, Global",1.0,
3,"SX-EW fraction of production, China",0.0,
3,"SX-EW fraction of production, Global",0.0,
3,"Secondary refinery fraction of recycled content, China",1.0,
3,"Secondary refinery fraction of recycled content, Global",1.0,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
3,"Total production, Global",6683.54,
3,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
3,annual_reserves_ratio_with_initial_production_const,1.1,
3,china_fraction_demand,0.41769445814833084,"China fraction of demand, was 0.52645 for copper in 2019"
3,close_price_method,max,
3,close_probability_split_max,0.3,
3,close_probability_split_mean,0.5,
3,close_probability_split_min,0.2,
3,close_years_back,3,
3,collection_elas_scrap_price,0.9606033235483222,% increase in collection corresponding with a 1% increase in scrap price
3,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
3,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
3,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
3,collection_rate_price_response,True,whether or not there should be a price response for collection rate
3,collection_rate_target_construction,0.1,
3,collection_rate_target_electrical,0.1,
3,collection_rate_target_industrial,0.1,
3,collection_rate_target_other,0.1,
3,collection_rate_target_transport,0.993,
3,commodity,Pb,notAu
3,demand only,,
3,demand_series_method,,"This is for setting up the so-called demand series, which is what the mining module tries to tune mine production to match when historical presimulation is done. This value is normally either yoy or target, and setting it to anything else allows us to ensure the demand_series used for mine tuning is the one from our historical data file."
3,determining model structure,,
3,direct_melt_alt,False,
3,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
3,direct_melt_elas_scrap_spread,0.0,direct melt demand elasticity to scrap spread
3,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
3,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
3,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
3,end_calibrate_years,20.0,
3,fabrication_efficiency_construction,0.797,
3,fabrication_efficiency_electrical,0.797,
3,fabrication_efficiency_industrial,0.797,
3,fabrication_efficiency_other,0.797,
3,fabrication_efficiency_transport,0.797,
3,historical_growth_rate,0.075,
3,hyperparam_set_group,3.0,
3,hyperparam_set_number,0.0,
3,incentive_mine_cost_change_per_year,-3.275436603730917,
3,incentive_opening_probability,0.0557033540053905,
