,,collection_elas_scrap_price,direct_melt_elas_scrap_spread,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry,Mine production
Sn,725,-0.00017665467459302182,-0.0027162573669585154,-0.09157612261101152,0.004138053909631938,0.005483049316856939,0.13186968384794148,-0.07766002429845585,0.0013942344957119438,0.0005259558421886773,0.00013406782607014727,0.0021058624320423333,0.010868370841935135,-0.02650865716660712,0.0030128593984074933,4.4319192146041686e-05,-0.0009051381440714424,0.004561856002957949,-0.0029937777439712422,0.008811169848575235,-0.015775986786464535,0.009086351792588406,-0.19986876173826013,-0.016387594165283948,0.0015195377344177242,0.009492894600050346,-0.06420236875938551,-0.014042721218498602,-0.006797813874588275,-0.016699461845512246,-0.17903810544818913,-0.06025504080327731,0.00765410616852238,-0.06861099438541171,-0.02261116481113583,0.00586865053968568,-0.007720097575166314,-0.030138922369142233,0.11412088923904269,0.06492711793017897,0.0
Au,360,-0.005314143743775749,-0.0015327411981022182,0.003913405677233294,-0.018374186830439638,-0.0032773732770009696,0.010231657556830443,-0.14498424659767656,0.00044518250983439136,-0.0021610113437922867,-0.00040660719177290844,0.0013442187040550609,-0.0006202952830039339,0.007143839383909222,-0.003164000644148685,-0.003137515022985137,0.0001256760255231014,0.0019319807509006845,-0.0025847447754231323,-0.0022880229977383123,0.00351062711825458,-0.000766428369164735,0.02137722495697155,0.002822549933111672,-0.007296311301287441,0.010632150682813795,-0.11008578394348854,-0.01773632698836819,-0.01619492477500301,-0.014882511166634438,-0.3179997480550716,-0.15918628089227085,-0.15157224377573572,-0.1569835012960171,-0.009280638542497725,-0.011208663036430623,-0.012413993160129082,-0.09142239775137827,-0.30187985719771077,-0.15074896872782492,0.0
Au,938,-0.001697195844178685,-0.00036714612832842406,-0.0174006729307263,0.004030272734594421,0.0007460698354032475,0.008806691501375714,0.016326270323173662,-0.0024379856672596236,-0.0006580994688430813,-0.00040421301072913823,0.001121608299368752,-0.013238060398810156,-0.005084622026684485,0.0004102090833655544,-0.005400680989022157,-0.002122600636859072,0.006249950926393895,-0.005858880390852548,0.0031151486152604475,0.0038786965821518,0.005201827988427582,-0.11847150368929747,-0.014542199092570587,0.0014999326051372134,-0.00752470456917027,-0.10303779370875439,-0.020816183223746947,-0.016755387086645243,-0.014152981645769993,-0.3090486691163779,-0.14817645340720145,-0.1387220268936114,-0.15041378154678292,-0.010755476324059777,-0.012619147564089037,-0.012959328552380628,-0.08173064875959173,-0.27427209063108754,-0.1391184793166222,0.0
Sn,672,-0.0009821069980028084,-0.001985771084643281,-0.04522201656289806,-0.00864205033819399,-0.0024992540959796134,0.0003124582014086354,-0.06807945071459537,-0.0004181254192604316,-0.004812174678642694,-0.00017394309619438343,-0.0005231726190385395,0.011928326224873505,-0.06044286594190357,-0.008373393415753723,-0.0020764357296099204,0.0013924962089190917,-0.0016383350089300842,-0.0008454897864540361,0.00305533099497544,-0.007774006868150538,0.002449286681518471,0.0034485098872145356,-0.008974714096895958,-0.010355341316236584,-0.030676508892267265,-0.07658755600466732,-0.017847868254574243,-0.01094680138047827,-0.03241950584632279,-0.22685845011664948,-0.07060596390314772,-0.005973293106875332,-0.08407615962909959,-0.031174714049487004,0.004400328087786147,-0.00906425934035356,-0.04004251516346024,0.09964695330996817,0.05501949786631141,0.0
Sn,567,-0.0026844250095664915,-0.002448339442433563,0.01704107197969318,0.0176607635544175,0.000709278910761324,0.10208098786591165,0.044927851523448886,0.0037743964899546226,-0.00019597588783505334,-0.004666153674454214,0.0014210131578180167,-0.00044359475807843093,0.0050139606404710334,-0.0005891521453599362,0.0002175287871487149,-0.0011873559830087397,-0.0008003105796657419,0.0003361115620356072,-0.0008613344715927201,0.010522847374429784,0.0021300730685344903,-0.6676734390330936,0.0029669349645916744,0.0025668484030085736,0.0026565141944620255,-0.08594688744488158,-0.02502674124815604,-0.014659278273805133,-0.03887204499876789,-0.26482070823569764,-0.08392894308435332,-0.02019477051002709,-0.10485779502820317,-0.04622608980003467,0.0027763355148680527,-0.013593492919774948,-0.04293043112644626,0.09372419400278542,0.052217397041125886,0.0
Steel,368,0.002221385190259763,-0.00091447652097403,0.09047547929977726,0.01562476726880645,0.0032972627331773335,-0.007000272770218951,0.02124820224309376,0.0029374729773600926,0.0005251249415648506,-0.0015578622395930103,-7.719649802265333e-05,0.007206799815849798,-0.03539438939457439,-0.004331013268573785,-1.8396613532730908e-05,0.0015643327144162983,-0.0051636434379250355,-0.0019473900058200539,0.000880437424160701,-1.4204629149722447e-05,0.0004621841453207789,0.11662945302269574,0.0008458444580889672,-0.0016874811726035315,-0.003810503852381624,0.06328314882549493,0.024061634479463252,0.0027477493342654524,0.01107024154982427,0.5081300956615316,0.32091614535566515,0.1031110352636547,0.19137663462520266,0.004811587504086262,0.042069362337598365,0.014326985005053057,0.0452556813022643,0.11467092072200077,0.05530490176210766,0.0
Ag,291,0.00046381983876795236,0.0006788582450085753,0.033639709734948654,-0.00015065447827679708,-0.0018702539467099378,0.01105909530171123,0.04094656001150617,0.002280478379653597,-0.0006199601177882803,-0.002901517780474346,-0.004595745754171574,0.0027311619249260773,0.008564871178267186,-0.0024564678953366797,0.003971674672452009,-0.0008932397695821658,0.0008496510908102365,0.002376236068531695,-0.002783919339329107,0.0014238331918659517,0.002555966409554859,-0.019119448380959518,0.015456799272266404,-0.0019357429253112114,-0.0160361702154535,-0.07772089505366045,-2.4662666963736266e-05,-0.0009367995940868658,-0.008604945836111218,-0.27073367574944773,-0.12389170300590364,-0.10185783384145998,-0.14918546024526705,0.013051483921915307,0.016345375258731785,0.01326186213169706,-0.07393971604899172,-0.21266996663013735,-0.09438015837142014,0.0
Al,1195,-0.0014238500250024055,0.00042403521489231473,-0.003757679150694157,0.005383837141621328,0.0006580328130053654,0.04610263637645699,-0.03901682411483384,-0.0008819996701996317,-0.0025585484921251574,0.0038256912195583285,0.004328032907225045,0.0025174491432025247,0.00903118740208821,-0.003024310796078951,-0.001804751520167249,-0.0003897897020093924,0.0007338315017390236,-0.009476693681221626,-0.010246488647311274,-0.011607750008000234,0.003959008095083028,-0.19794250884007789,-0.01001798028209968,-0.0008518089963433368,-0.010182417789230017,0.06428168163354471,-0.027383239400145577,0.00317079138946967,0.01337561833518495,0.35496780398735495,0.14836433304841404,0.05094037626069989,0.06228447133226346,-0.004092822587427959,-0.02229262883120336,-0.0040188717515686374,0.03878023965708802,0.10044231804586967,0.049671819524155995,0.0
Ag,293,4.2320996845242874e-05,0.0024704246386690575,0.02978501075785153,0.003274858751093676,-0.00015851430785603752,-0.01245896527480698,0.0450321850946341,0.0007291707478381176,-0.0007079761029394645,-0.0017603201321889006,-0.003277873978572533,-0.00019605148909675966,-0.014404854079885709,-1.911732770018113e-05,-0.0020413211768502133,-0.0011166496069336656,0.0001349128955632265,-0.0022163221364614456,-0.005936026560088908,0.0012137480407163458,-0.003922655148789467,-0.1252142147716554,0.009404589613683631,0.0009921595882540345,0.004823300632271009,-0.07407843101935507,0.00045219470934643066,-0.00039699446851764863,-0.00827683167099959,-0.2655766372176594,-0.12472536494682619,-0.09960483527296146,-0.15181311843764683,0.014277090423864843,0.017552289597555767,0.014873596873818826,-0.07357086093194931,-0.21233218643491,-0.09276398003825705,0.0
Pb,364,0.008696031813845123,-0.002879870936531701,0.061711960985346766,-0.041808957695182,-0.005396388543750594,0.0353939654457737,0.055612957488423174,0.00552696011880299,-0.00936359667610214,0.000536930523057696,0.0017756571823365657,-0.032971922452105895,0.0032522225000989674,-0.004808466481264254,0.007907155033338333,-0.0002751200856720292,0.001993572411193222,0.007483161514919719,0.0059634898745331835,0.005977851726014293,0.009814473819351806,-0.3389877330847652,0.00607270525808108,-0.0004847287112814561,-0.03992898008065444,0.019513815379368644,-0.009668979614098676,0.005565224183667667,-0.02676081790324787,-0.18104613208929246,-0.055900144882134385,0.04270221881573946,-0.0688164778174405,0.017115246875272994,-0.008056427472765942,0.005087675784841935,0.030693918472287016,0.09540368174002532,0.047934283934430014,0.0
Ag,260,-0.00571490363297914,0.00022458010931477579,0.036362125223718934,0.017368376197243175,-0.0003179326871681739,-0.009335391479795395,0.024345367479353015,0.0013921223696277947,5.114645933187441e-05,-0.0030162104096510814,0.0005706072749717442,0.0032287768045787452,0.005422695489406584,-0.004183291957292008,0.000805187600932759,-0.005186600665036806,-0.004276179818982462,-0.0011867131188704097,-0.0016085037591023008,0.002412904825503515,0.0019385422204376674,0.0183354672353964,0.005941688965770663,0.0012930150840725176,-0.00889357928021395,-0.0773812439839528,-0.0005159855081115109,-0.0014498551025713617,-0.010374751372632678,-0.2728900138558778,-0.12537623879500637,-0.1056948209767337,-0.15196335601940156,0.01213380790714831,0.016091237016309014,0.013239054225170147,-0.07476036035400695,-0.22093691306530558,-0.09813745123407845,0.0
Pb,690,-7.110581057870543e-05,-0.0016106994921312517,0.019540947475273716,0.012859137585063003,0.002640091693886808,-0.04597747352904695,-0.014426741863430083,-0.005521102417402779,0.0014426821387033449,0.01390754326161556,0.0020315238069737334,0.013278377182874508,0.012730590031009688,-0.00022970385297242933,0.005561130676481638,0.002549843080388577,0.003713872698696727,-0.008599180280854012,-0.006909760211465676,0.011420263506569984,-0.024179955839304046,-0.052045596371603824,0.009124373148815916,0.00351378477394474,-0.031624463588449364,0.0159954507988218,-0.01068361652118152,0.0031201504509913826,-0.043781423486365906,-0.17971240899063004,-0.05695607933106591,0.04029419577301888,-0.07584924222437742,0.008790565387637492,-0.007081939645461216,0.005034370126883612,0.029205249234530543,0.09218535263626129,0.04575771950400697,0.0
Ag,112,-0.0051964555967751605,-0.0027617366782537608,0.03485487293379819,-0.0602405876457768,-0.0032905136677551542,0.01701399532699388,0.04158037987480239,-0.000543818178981901,-0.0009610382344524659,-0.005666449135516463,-0.0009972013417607027,0.0018359203597448782,-0.002766019176529738,-0.004227070485260469,0.0012399213698377919,-0.0038384562712157474,0.000597018391391195,-0.0008572814725664062,-5.120068987689262e-06,0.00024090551336478295,0.007688598780708168,0.07543611580923792,-0.022597859651120992,0.0005220686606503327,-0.02162419099496423,-0.0790439910642948,-0.0006352620534533209,-0.0011929026249475336,-0.010565157309373203,-0.2769534002804835,-0.13004923429449852,-0.10873428455108565,-0.1541443965018578,0.011395617952737283,0.0164483104014563,0.012159730275065133,-0.07586088754462211,-0.23077146930157574,-0.10647162297477765,0.0
Ag,743,-0.001016932058577595,0.00042445607115518274,0.04792712887195378,0.024161441355644808,-0.00527358996298668,-0.015165598712397234,0.048195709009523476,-0.0022227112653295535,-0.00035010196115292685,0.0003270841060398492,0.00046262079506442463,0.005567684560715378,0.004538947538842429,-0.001114958626288399,-0.005938875982923103,-0.0011638841672072494,-0.0019086522088612712,0.000487610817296714,0.0019035592441709168,-0.001325056258883469,-0.0029872044813065075,-0.009321326376976564,-0.00772419123112271,-0.0013282910959661817,0.012885975984020415,-0.08068986932367289,-0.0012982457595274812,-0.0032323622126303624,-0.010667449435967797,-0.27330588112691195,-0.12971682093588716,-0.11090382229232945,-0.15114143011766082,0.011624609696315973,0.014492323342938696,0.012246036662295755,-0.07664598553822323,-0.22865111040364072,-0.10562172294107894,0.0
Ni,1211,-0.0013880615510517072,-0.0015512855467256195,0.043397692510059,0.01628765387399536,-0.0016485370200416993,-0.012466609155307508,0.035211425187845716,0.00030813421157385794,0.0013005352591417701,-0.0016398123710921035,0.0010798459553961236,0.004573775145566779,0.006281104239011531,-9.940955791910459e-05,-0.001889661196028902,-0.004393925280035239,0.00449970886811511,-0.003677826114299029,-0.001801416301606157,0.0029715641948140073,-0.013709336212907422,0.0038708558855052944,0.0064434648193867974,0.0013661195308896216,-0.01479375151859284,0.048374178516313183,0.013031843186904075,-0.01748017520063222,-0.044300440133224005,0.011281549332013452,-0.05517150313640424,0.03381454260987766,-0.08838016601329876,-0.006097113101472881,0.013090510638446221,-0.003033328718185261,0.0322486468058691,0.09126901340510121,0.04545837928791377,0.0
Cu,138,0.00205909277099884,0.0024388942086112347,0.07684164507741638,0.00696270512664344,0.0017558613787377823,-0.11113762205968604,0.029579018090201654,6.589959078510989e-05,0.0008119871010022487,0.0005634595814392315,0.0036057512940058972,0.0020859083974038737,0.007786769146060953,0.0006388560048543754,-0.0036643160600269313,-0.002103644387299613,-0.008581666892985684,-0.0009062832912119392,-0.0013798116116136557,-0.0156387932153759,0.008808144718038034,0.17705745523173258,0.006166097519569618,-0.0028784875406374514,0.008815702052184963,0.042426000263036535,0.012249863492704701,0.015047157890309325,0.0650134953463079,0.05736853137759746,-0.03838429348891848,0.04287976788743431,0.11362075732921917,0.005513876117476225,-0.012036075198787003,-0.004266446913277199,0.03283615446609726,0.09596621980381938,0.04725030352563125,0.0
Au,139,-0.0005116799027313759,-0.00047492286600630797,-0.008452131576096828,-0.00566749216986892,0.0031707521110242052,0.1240560268918027,-0.016685112604557788,0.00023925954914785156,-0.0014820535793568413,-0.0014587761580623652,-0.0014167144190008285,0.008444179355176292,0.004147531645290039,-0.0007458771826961737,-0.0009642446588149223,-0.0034126985942620485,-0.010107334240971686,0.0031063673539050564,0.0029657205261642856,-0.0007644510541025668,-0.004544610836455725,-0.0052315442403139895,-0.0022546039659236987,0.0023424096658029303,-0.01200826754169801,-0.10241509215417194,-0.01822677608340113,-0.013864893848731314,-0.012805384133361042,-0.3068110613001839,-0.14655186708912973,-0.13719883651634546,-0.1528865432917282,-0.009458181060124068,-0.010906718047256231,-0.01077023500691258,-0.08374249108313629,-0.2798062271632944,-0.1411205343830073,0.0
Zn,498,4.001346893415116e-05,-0.0014506676314473906,-0.07727887983491719,0.01262393210012715,0.00437423079568977,-0.1088504717807729,0.059968788557072814,-0.003054915550219008,-0.00036122268287479823,0.0025640944160609446,-0.0037780930431845694,0.0008760466106510282,-0.034145633631316265,0.0066163415663626456,0.001027413906573175,0.0023755553543171543,0.0020919238686884435,-0.006858735549394294,-0.012472939252354138,0.015662531354761408,-0.006095824128049934,-0.24061791843469355,-0.024526119861525485,-0.004636694418583431,0.0067274801957515435,0.03405150257611605,0.004608655795927438,0.010734500569463526,0.056767701033000974,0.026757662372936336,-0.03668023174691571,0.03746598734921316,0.09969822052592811,0.005097833328820954,-0.017138004905871508,-0.005727357619078319,0.028347568842406207,0.08905792819521458,0.044637104203463396,0.0
Cu,1158,-0.005513440322230355,-0.004258819507941435,0.04487975132666191,-0.02139252978833084,-0.006769090364313876,0.08850766341166802,-0.06415648440252322,-0.0001499397579453205,-0.00020164887619712992,-0.009147524573639824,-0.005042495068894221,0.006577760039877863,-0.02998168099170189,-0.0035694317250894703,-0.0007313658898393616,-0.0004278240251387572,0.0030150668671595935,-0.005624025181621746,0.0028852085387907228,0.006799426613098758,-0.0032322710251259613,0.1569373355897773,-0.004928042247062154,0.0004771445194457893,0.020293533854604154,0.0382312203679709,0.009250126209618605,0.010599499917013708,0.050546029628555235,0.03449076678430454,-0.04868320522326139,0.04004184966955842,0.09984267297862656,0.0006523600686338019,-0.015305880006800962,-0.00499261067629173,0.030688334590380242,0.09610299228243749,0.047756357586412494,0.0
Zn,621,0.009630460345611462,-0.0011396666098660404,0.08774466101921113,0.02986819278936715,0.001779230671487843,-0.05361043521897016,0.051709898189509544,-0.0007367265216387876,-0.002517351756831333,0.0005278475183147696,0.006013748839510019,0.006833102099495592,-0.01561159829961915,0.0013187912204886847,-0.0027046534017322477,-0.005643342555291044,0.000822254118213468,0.00025599808251292223,-0.006787719338235804,-0.007328212194539072,0.0046455388987099114,-0.03785869113046028,0.014177835723410264,0.0005634072668066426,-0.03481796921228491,0.03927419201013956,0.005592386608591072,0.014401267446934202,0.06665584225318097,0.06000469425034703,-0.025207353075760146,0.040426593348514187,0.1112704225176578,0.009716274937070307,-0.01542354965570353,-0.005070821916641842,0.03068389289007566,0.09055897465267412,0.045295548339037685,0.0
Cu,577,-0.0015701021822939587,-0.004647800757248673,0.00886994666562177,-0.014474768730919452,-0.0002124027083276569,0.040483451085411605,0.01802360537591786,0.0005925490972840221,-0.0019738168837614652,-0.0031762299970063274,0.0003044267043713102,0.006349098693521369,-0.00243803390219493,-0.0022260105519296583,0.0021499231185209923,-0.00046251611182412196,-0.0019948823304299238,0.0011946812490854937,0.0035124232705725355,-0.0021056115133289374,0.010383597243368228,-0.05882225680287699,0.012791442729526252,0.002020635691219514,0.012775017295453361,0.03967755231971593,0.010457987721464388,0.012768951670956258,0.054128161184102484,0.03982727839867084,-0.0455239263931416,0.039664334957870195,0.1037881208371468,0.0015921942365454025,-0.014066159224680585,-0.0049197447426519055,0.03124249341565199,0.09265365797129572,0.04558135282016505,0.0
Al,492,-0.00376193454385146,-0.0012217492948215065,0.047202775490594824,0.009281293113474648,-0.0017501317723396964,0.10706160755486786,0.028760706557826244,-0.0011474232918147764,-0.0005880129345703943,0.0006777752740114851,-0.002819645842689743,0.004131137521185159,-0.006883886673496101,-0.002375267242591306,0.0015808954779361012,-0.006465904953458075,-0.003714326655997651,-0.008270149902349956,-0.0077559034661241425,-0.0091881610010661,0.0048496592241209,-0.05554598841744207,0.006089464439275098,-0.004081678547872562,-0.018649799385435522,0.06514741598422646,-0.024250716480509395,0.003397081797966856,0.020329668260223904,0.3614490130191756,0.14765123320568008,0.05235094706278045,0.06743615950686715,-0.004532629169915039,-0.019997827691013038,-0.003960303277118985,0.04076015175168882,0.10147883199454535,0.050200122147963426,0.0
Ag,145,-0.0005997970065826997,-0.0017147880020376002,0.04157692910497359,0.0035590175229080713,-0.001936025683237567,0.011686756315556986,0.04852248822562281,-7.41395202203701e-05,0.00041284325040445935,-0.0035521308708512896,0.0014540217981639323,0.004312408582504823,0.002976041954124925,-0.005902261815613493,-0.0010890649988151277,-0.0015279868541441066,8.234130996617941e-05,-0.0028865824377588777,0.0030780347016165764,-0.0018764632978311637,0.0074395361321160074,0.0950525246891967,-0.02586137977151155,3.1686482755913696e-05,-0.016875607771826145,-0.0823495571476863,-0.0026194110702491774,-0.004308197430198133,-0.011235158483912582,-0.2822239513695043,-0.13156300195403967,-0.11542403477829652,-0.15422397047346886,0.01044125573353986,0.014327842688574151,0.010395267399504653,-0.07938792023789018,-0.24112958808444512,-0.11286525077873595,0.0
