,,Scrap demand,Grade,collection_elas_scrap_price,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,direct_melt_elas_scrap_spread,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry
Ta,957,0.11886249585856101,0.008058778190909657,0.008877564457492979,0.04356754333969713,0.05724554845614058,0.017918467850581016,0.000521361215275516,0.04958417043593306,-0.001197602122588056,0.011595846960557732,-0.007335264398845025,0.007471097550027152,0.008700705096129645,0.007225658717474116,0.005610991574862906,0.022589534183243932,-0.0019271377016264403,0.0058447673273123064,-0.0030847224334104306,0.0038336645356808257,0.006023803279786153,0.0006400100197703036,0.001465926583576536,-0.010103694619498978,0.0051819029645460805,0.02364363915308666,-0.0006399093463184767,0.003756928913708392,0.08271573067063658,0.00563324551778657,0.007879789011355635,0.0012249761009047637,0.0030110861492327425,0.0027252959958856127,0.016691958259996028,0.04964108321373539,0.008610457534539357,0.003802753125823772,0.006832861704755909,0.0016894815746808913,0.0025135897152056158
W,741,-0.17393620193968012,-0.0008338095053855829,-0.007043763565998551,0.008238480211249094,0.026654263896084874,0.002530066170495528,-0.0035499103675951465,0.03423927777918745,0.0010107925187232782,-0.004307197534319555,0.006331666861351304,-0.0010937848850574826,-0.02117563092875238,-0.005243800546110987,0.00576829252755587,0.016961500636686225,-0.0008868135780813941,-0.0021319984135449205,0.007291146553999853,0.00022732963029323266,-0.009703979029241054,-0.010785547772053653,-0.0013265335205403033,-0.047218812095379405,-0.004576962000533437,0.08927564600214646,-0.0034863904926593025,0.00023259404446146676,-0.018826941301688854,-0.00313998820613587,0.007249947083980752,-0.001408786031136069,-0.001341858598415515,-0.00028939632031342274,-0.0195106705628371,0.00854246697368063,-0.00766402131750629,-0.011011212790987936,0.0021746727933851812,0.00010089520552564598,0.00045004318818138455
Zn,313,0.4278744520680279,0.002013834700205322,0.005135261353676203,-0.001224331939478262,-0.015500137036649965,-0.006090083888196942,-0.0018122829542854772,0.007280519966445099,-0.015393966424750669,0.0017195564343905898,0.0006222178404271867,0.007293078261590917,0.0035827329667823533,-0.003376336001839186,0.00754754535293336,0.03148958345945045,-0.0024318923321656892,0.008575409794204193,0.011668787448814066,4.5094972741362646e-06,0.0003739210203797105,-0.004662855690646786,0.0035759198666563694,0.010662794879882835,0.0007972457185778276,0.05772306312314889,-0.002679529310972156,0.0003679258693859362,-0.008254440301471069,-0.0015771224784576043,-0.0018774110247801222,0.0004970632318466238,0.00024180746837065248,0.0016451268802410318,-0.0034765207650249187,-0.006330313416560158,-0.0032449557581777613,0.0018661809462509117,0.0024364131922421125,0.00041729311487735584,0.000912610275153224
Al,639,0.48607453909740067,0.0008547407993114772,0.0004571587622163669,0.001342351127500158,-0.004825177302722182,0.0027712043820602647,7.309935637761206e-05,-0.016849479059041134,-0.01280950292314303,-5.802368251405063e-05,0.0011254130928668672,-0.001418986417521917,-0.014274488423906682,-0.0011063980155221744,0.009193645843047868,0.009758792334581967,-0.003780815837419396,0.016011749002140745,0.007029703431591934,0.002006569476063355,-0.0031960351065902187,0.0038482032549958163,0.002667916898958308,0.0068415945063705465,-0.006765419409995004,0.013161407089791575,-0.002261329453572388,0.0025120990762020493,-0.004244913842273797,0.00236425232103895,-0.004543546442612656,0.002573530438293904,-0.0008905258897706376,0.003009738916018344,6.646676282328865e-05,0.004792006902968212,-0.0020551531826328755,-0.0012703437692115152,0.006311011519605216,0.0016695591559269763,0.0014247629112571888
Zn,913,0.10769136350571454,0.0038601120287763426,-0.0022310726948507336,0.01372235514985648,-0.05476755677940824,0.008776744040281476,-0.004541728381597754,0.00048324566236976915,0.002213784093459262,0.0074744270843212415,0.006263578527847302,-0.0027057629378998346,0.007519349839903896,-0.0003593243653336775,0.012352820872194968,0.012152152906256616,0.003986778880890123,0.018829208825563763,0.006137533311345836,0.006790437458212546,0.005230475080158181,0.004872732611958928,0.007285365685058626,0.011904628408506427,0.005847168414445798,0.12375144725458664,-0.001950880200993742,-0.00045919386431569827,-0.018927107444556942,-0.0026217442204496894,-0.009497232045995757,-0.0006877794498214745,0.0004413198483350889,0.0016706474910565719,-0.007963895354130284,-0.011824760420359874,-0.0036301984760575873,0.0010084146246277662,0.0031062781817938817,0.0008202045557546298,0.00045074177567808513
W,263,-1.674960448280087,-0.003336268120915885,0.01043425901432428,-0.030699322103179813,0.004355069290026302,0.02979212714750902,-0.020058692327166214,-0.05645557696241519,0.026397328924421176,-0.006500505359150264,-0.026108143164962506,0.011721800193678321,-0.013938957877759854,0.011101183066762221,0.008188786203789501,-0.06343887977174047,-0.014193099171082734,-0.003789074996472455,-0.025473771674899875,0.005250560360924827,-0.006559653011784117,-0.0007754359137939538,-0.01542014917242444,-0.02239505154622948,0.0008698689137910147,-0.32478563011511186,0.006460965315534112,0.012093357935776856,-0.09945413873832297,-0.035637890442959994,0.1004000952537616,0.002865632625282158,-0.0018412349286578515,0.005664914416131798,-0.07164027229257783,0.012226569228044036,-0.0396037562984275,-0.009179590394921867,0.004101589876664896,-7.128033880768195e-05,-0.0007866779482702177
Au,435,-0.5184021234789161,-0.00947332087615552,-0.009264851108224097,-0.012108858311749546,0.010857274910070394,-0.00854884487091626,-0.013502198243408134,-0.04920987143946334,-0.036501394361487464,-0.006273720201465832,-0.006606304544680174,0.004645402971920108,-0.019305257439531282,-0.006150930263992877,-0.09080491389028758,0.011858554727359277,-0.004385249809496462,-0.09119974011103447,-0.01768200190687089,-0.0009512652394377836,-0.027252078130435974,-0.01882976720626941,0.014840908615784137,-0.058687773886131125,-0.005878303259564267,-0.17758813716401203,-0.024481539765227246,-0.02234057258596575,-0.019503655573657405,0.0003016096330604116,-0.009834298733871155,0.00044837144945774466,-0.0008079350338882339,-0.020091608653831593,0.025028947910882948,-0.01730982173049682,-0.020373389725564208,0.0008220636317378966,-0.026536366052596645,-0.011973341135260196,-0.014976258950187669
W,491,0.5969406069331401,0.0007832153071127636,0.0025052003964469564,-0.003941869668559966,0.007476107483970128,-0.0011817717424697346,-0.0005088505889585639,0.010591714655515037,0.006216819480038093,0.0024802411353119416,-0.0007867268283060118,0.0027182396682324467,0.00012498668379073006,-0.004525957311305705,0.0041291102679466025,0.011325165628285927,-0.002366847553503212,-0.0008793360790674335,0.0018509618111335231,0.0008748629775371629,-0.0022435290727065467,0.0027120298652936895,-0.0036727072721996394,-0.016201385119728337,0.004611120925305937,-0.08104080301621451,-0.0021208235238482204,0.004452514151057141,-0.017162855874583702,-0.0038621823772196184,0.006821089537365169,-0.00018921757216396986,-0.0012391454526046299,0.0008790778203800413,-0.010931729590337422,0.0013958949510782066,-0.006368327367920882,-0.003417427057598076,-0.00160826537271971,0.00030957636856677746,0.00059886770573581
W,487,0.6006770252257849,0.0016495469366391601,0.0012377436006760284,-0.004036313290478015,0.00591125478377804,-0.0023532211912665768,0.0002482485680318174,0.011638478820572352,0.004550548586205985,0.00211601709849559,-0.0008935179428843774,0.00013858266101488752,0.0009732056781024239,-0.0007143807238707047,0.00597405448549188,0.012285650757212538,-0.001640386646550167,-0.0012854172900765776,0.0025354033859776486,0.0006742210483774294,-0.002565516036492743,0.0015712865426557635,-0.003487488215357197,-0.018658576921744243,0.004512682541326769,-0.08758977606510752,-0.0024351859449641793,0.003944810656304086,-0.015129003435635021,-0.0021078108898463883,0.004196093566112031,-1.8300464459506003e-05,-0.0007013850365955785,0.001935339557815013,-0.010080897740010291,0.004223651566257291,-0.006434583383443777,-0.0024685925196111,0.0007972544746334939,0.0003883700674766171,0.0006569330107596676
Al,214,-0.29210098841370186,0.0005117144559796585,0.0027543804979879767,0.0217286615124595,-0.01576194097597354,-0.010361895390840613,0.003762161245074182,0.009704991660669312,-0.013142214563694394,-0.0014028171232123047,0.006672191053292576,-0.0076945634668851804,0.0035868420395619815,0.000537595834106042,0.008041147605179154,0.025645357863422,0.007545506336918392,0.03524508636083615,0.008683929557273642,0.0014295772977916,-0.004172577043400602,-0.004148762506856417,0.00993279738608667,0.022615688037691234,-0.003823010423705023,0.04664473805876141,-0.0008051974547339184,0.008534454609001686,-0.009121003412660644,0.003036308778225963,-0.01190191185812535,0.004230647582117199,0.00021079783710821324,0.001965039781638598,-0.005682475698354371,0.018044867064499228,-0.00459407569249199,-0.0022887194303877157,0.008908380577438224,0.0008286421352973258,0.0005103079858825182
Sn,857,-1.1755087738009025,0.019175468958866022,0.005171040563995184,0.00629961668917577,0.14412672028033166,0.04463098803638531,0.019219602786550365,-0.020309921671779,0.036854316175533156,0.014673412183061535,0.007109851793450192,0.04611176091481946,0.017165027709269785,0.031801837461700726,0.08203821199460527,0.053556266014366284,0.025800696671591558,-0.0030052404681893434,0.020475049462803725,0.018965469630345153,0.02948936301120097,0.013401505170815677,0.12361501326107954,0.042863641058848635,0.04834494067319951,0.06884783630656797,0.01370595763213511,0.009148899330960653,-0.027040380832868492,0.08844509563596027,0.16980653791597955,0.005942603306132616,0.004661214725679491,0.01327983344564631,0.07943552290069157,-0.039032406856937346,0.08548153491285244,0.0017841849280890837,-0.004500811791330747,-0.0002750300784013455,-0.0006130652958397861
Pb,918,-0.9279028767544207,-0.0009202083978200558,-0.033160003395178266,-0.22329456690834598,-0.13360091747634084,-0.03918132350925912,-0.001538990842993379,-1.1655914516278965,-0.047040195382701745,-0.00833254087499429,0.007459296027852072,-0.008235039332606928,-0.018246592416717927,-0.00999958942663427,0.02523214152850129,0.03086744515596392,-0.0019145869584128459,-0.11696071546710848,-0.01415280576655577,-0.05205356539095602,-0.01062010345628574,-0.01014284419783751,-0.028442956271725404,0.0024081726681044868,-0.031151238427969956,-0.06903411451857594,-0.007708525794792355,-0.00029041624427684744,-0.0317387346422933,-0.016568355033280534,0.003981490044001808,-0.0040752853134612506,0.004173916773483833,0.005540476745677123,0.014035192465059711,-0.0378845291872868,-0.02880661629995885,0.0020826286088985704,0.006264092296020388,0.004565133167096072,0.0038548308453130115
W,573,1.0728686019325917,0.003539193853091356,-0.05615530504177774,-0.060083943357280074,-0.011139685863701398,-0.06828663003338663,-0.02676940736586438,-0.3425035187082926,-0.005644381721845053,-0.004678265559654759,-0.014088013865681598,-0.00958624427033359,-0.06909151018723847,-0.017436092133140037,-0.0007029861391489945,-0.00010497217953988091,-0.011177498612508621,-0.011207814955075827,-0.049775596451838273,-0.007788275435609835,0.000745122003843302,-0.001293897640765466,-0.01335109474834285,-0.0015558872336086443,-0.01266343212842165,0.004964416106609265,-0.0069577625669595316,-0.0034739195139494696,-0.016453217416349284,0.0016166263077678892,0.0012243629991726588,-0.011745951102897048,-0.01975327718182637,0.01454502414945259,-0.00831258301677672,-0.005861451033418966,-0.009235453542818217,-0.01670039998911851,0.0028044091167526894,0.011317410478484089,0.012746019296750847
W,1020,0.3592724236170612,0.0029299354245810225,0.005622737206740996,-0.03571948815153353,0.007861485451745056,-0.004060407177349198,-0.01263995004376955,-0.00356620090918962,0.012589026235762208,0.0007853667375183109,-0.01360341019310361,0.0013987513126544001,-0.0031350071580122374,-0.005583743256923916,0.02446693105244696,0.016564122892163018,0.011948617377720164,0.0018939976985172119,-0.000331926073597544,0.010232847999686748,0.00027416755080489813,0.002958275025017555,-0.0065997354962235005,-0.009174145265621696,0.0017607488151789037,0.05095537659094219,-0.0040784379448379066,0.007691561676847183,-0.008574007146677614,-0.0023552842282722145,0.003625240147390736,0.000303809939180191,0.00013450377659403825,0.006666633181722804,-0.004799966240028735,0.00469804438190073,-0.007388307141257486,-0.0027351676241575734,0.002451323925582779,0.0035282212788961265,0.005950297303215183
Zn,456,-0.40111672342845084,-0.002108797202183736,-0.00044025169985853854,-0.006664061094088279,-0.09496836752502498,0.01735472040619859,0.003444113461485632,-0.035233291965285254,-0.0657681511157072,-0.001521519090018087,0.011408300131460667,-0.005240131362205789,0.0034405653715163793,-0.004409178880556277,0.012633906931176657,0.009510721293692286,-0.00025137187130683,0.04576286281660083,-0.01760042926036306,-0.010677187173937794,-0.007417416482545868,0.010653984976146863,0.01460702928370535,0.0052613873782815105,-0.00015321343955460425,-0.3416543500089359,-0.007119971290888383,-0.008411188422952076,-0.054413230671619385,-0.004265918843982885,-0.02811444693013471,-0.002994700658524203,0.00023319541298895226,0.0003617681444888938,-0.04267994522426385,-0.048365549380948974,-0.009842201308812594,0.0010172512289659762,0.0017205219124015391,0.00041407229424462864,0.000762722282450924
Al,508,0.41844960097132744,0.0016080816981298893,0.0012047277210832938,0.0007060388010465707,0.003632903952554088,0.01341355876372938,0.00013876171970468484,0.036843389951901784,0.0006648659334846355,0.00019553224032495384,-0.0063045469620190715,-0.001571755992006897,-0.0016580754837392494,-0.0005407443981829898,0.00632836105634749,0.01334404219047825,-0.003024338463331759,0.010883435204124162,0.006810201928490587,0.0016384482949067293,0.00033956990085797964,0.0021347641344399834,0.003477398799319848,0.00912453337125364,-0.006091833424683619,-0.017341573217108403,-0.002465933184507755,0.003663713813224977,-0.0018174425370647254,0.0016515499874229283,-0.0038903915790506004,0.0024642186144194964,0.0004314966785011793,0.0025020029536807864,0.002041054739147289,0.0060367518129789514,-0.0013736173679881755,-0.00045703655070239777,0.005443566707755279,0.0007308616014337326,0.0012178856000839373
Ta,449,0.20681314245189808,0.01045384575229977,-0.013658942970508415,0.03715742881233619,0.03318359160077382,0.013899472890307137,0.005803573355984132,0.04008303938868984,-0.007544238191167517,-0.01283969048593612,0.005674772370622164,0.00869268682432816,0.004781975883364238,0.00209920323475641,0.0023823405143196317,-0.02104822081824593,0.005360861891693991,0.00545609668874861,0.003470982953075735,0.003092466797688143,0.01394999124495146,0.0013640531507072597,-0.0012437518455251373,0.02092335341032685,-0.0015474777609096161,-0.0060951243522607244,6.13546633424634e-05,0.0022798719559028032,0.0893257430576326,0.004528822741164696,0.005621273729041361,0.0008869245991930892,0.0023601269190536662,0.002021445531018219,0.019701516141436927,0.045160834819717124,0.006419453884115739,0.002088496813189154,0.007307891452059642,0.0004755395375404916,0.001478021289235513
Al,114,0.4612022182885723,0.0012155669951817523,0.004215095301639758,-0.0037995795112252917,-0.005480624216156237,0.0009883950614374135,-0.0013248871631254791,0.010412879861812635,0.0015508663402792394,0.0022202248675955764,-2.1026025362205803e-05,0.007094138421067533,-0.0022836600235832385,-0.0009082345285471175,0.004027291984709611,0.013668480843611476,-0.0012443363241965459,0.0131975165818826,-0.00303630301448663,-0.0024438407732753193,-0.0011298571739018614,0.0029453067481793826,0.00467812502704334,0.0072459327435842194,-0.0006838959782447856,0.04356250284634343,0.010452710944731377,0.0019048147087840483,-0.0051347426895680765,0.0007040051919711274,-0.004327271251280408,0.0016024969387846886,-0.0007288838455864825,0.0016150349302339934,-0.0020696767601214154,0.00217785029310552,-0.002311221130203124,-0.002049835504818277,0.0029094165788266847,0.0004143473057829075,0.0006173586724809417
Ni,733,0.34228610457325165,0.0008116728755613159,0.0027326134200233217,0.015590184049982029,0.014605655610689884,-0.003447624594329502,0.0011929548851078214,0.03862355489361572,0.0024052043585676246,-0.008953751296057206,0.0013823499039576285,-0.005153495485292954,-0.0013126650646210617,-0.0038797903081884784,0.004359978255769517,0.019954337903996665,0.007952277896534113,0.007207915983185056,-0.002185100538980906,-0.002701949178571084,0.0008626764057821009,0.006236760895157453,0.0008480834288726192,-0.00908980483315914,0.0001433337322166931,0.02621063716192283,-0.001536607819064547,0.003619325764468849,-0.008518127681443402,-0.0015489081398027023,0.005711655134975951,0.0006092284581106386,-0.001040722804049135,0.0008503660142140446,0.0018107221486149514,0.004533636235853468,0.00991977548238757,-0.0014063929788402255,-0.0028992056659498276,0.0003218417465654936,0.0008429170864467273
Al,586,-0.23769794937901834,0.004855746105683653,0.02642122951582722,-0.048367251120933034,0.007339511540395367,0.031385505208262075,0.0016080378874178851,-0.43949070406165036,0.017852864913954238,0.022314763062232058,-0.0032793564912884667,0.00717110229227296,-0.024169762946330917,0.018732221768273043,0.050605841764814447,0.03951275679579078,0.006082454014759911,0.12145770517247584,0.016161286768515394,0.02556857038520765,0.002748397634220769,0.0012880450302439695,0.00919903404578422,0.00865457930580904,0.01210446806368129,0.12954128590516903,0.014308814197877629,0.01435939826658187,0.0074303796203253674,0.009176120950128699,0.0023388847291364607,0.016185404770378532,0.01398353221101271,0.01486790979983822,0.00738005664188295,0.016842918727618107,0.01447601455942526,0.016198599372278806,0.012689846678849388,0.007346503924007354,0.006437729787929894
Sn,227,0.6423921618453717,-0.0006713774958605384,-0.00597974256768407,-0.003003751219141582,-0.01152271563960921,-0.0131821721863052,-0.009715705639181024,-0.01533519420788309,0.003715522711425561,0.00024179584585923598,-0.007919968956804775,-0.004809578617010689,0.003440931588614921,-0.00805776834214417,-0.0016839489906277842,-0.015134115409834488,-0.010177158435080082,-0.004575817709875007,0.003803619405289154,-0.010640247157272624,-0.009124972608252763,-0.01666519629516543,-0.002660425283334408,-0.0011542606167348668,-0.015862726160440495,-0.07726914557029099,-0.001900907309753,-0.007326851654695393,-0.018162305222963093,-0.0037026158647667463,0.0034796865794962735,-0.0020709234097546253,-0.0014232137357233388,0.0002170883912184507,-0.004082197470405962,-0.029942827191939633,0.0017327151021479586,-0.0028430968443918948,-0.008605705554652749,0.00038106813929831543,0.0004985855053324836
Zn,576,0.40131274855433857,0.0024190574465864883,0.006022683285262102,0.006204891642640555,-0.013212788277906465,-0.016346182114621816,-0.002006629284519194,-0.016355262719461597,0.002124742476684538,0.0028808607813962266,3.461338471207777e-05,-0.0001683981695749324,0.0036759706431762945,-0.0029750296941312895,0.005765094612769784,0.0008928856460442456,-0.0011045159882621426,0.0011468710211191377,-0.018375584521699767,0.0009276620276135251,0.0007958636241477861,0.002471740707696258,0.0038185125425467745,0.006061065246910841,-0.0018504569815516844,0.08449384679069188,0.0008825470086217299,0.0005292562674638592,-0.006414310755502231,7.295186059484646e-05,-0.005874430032318015,-0.0012742544469398227,-0.0021471904301932606,0.0014461250532439665,-0.0030977865499215735,-0.006582847060481202,-0.0047670032036957,0.0018054920757319187,0.002796959034303546,0.0004048400241187793,0.0008062117959615593
