,,collection_elas_scrap_price,direct_melt_elas_scrap_spread,incentive_mine_cost_change_per_year,incentive_opening_probability,initial_ore_grade_decline,intensity_response_to_gdp,mine_cost_change_per_year,mine_cost_og_elas,mine_cu_margin_elas,pri CU TCRC elas,pri CU price elas,primary_commodity_price_elas_sd,primary_oge_scale,primary_price_resources_contained_elas,refinery_capacity_fraction_increase_mining,scrap_spread_elas_primary_commodity_price,scrap_spread_elas_sd,sec CU TCRC elas,sec CU price elas,sec ratio TCRC elas,sec ratio scrap spread elas,sector_specific_dematerialization_tech_growth,sector_specific_price_response,tcrc_elas_price,tcrc_elas_sd,historical_growth_rate,china_fraction_demand,"Recycling input rate, Global","Secondary refinery fraction of recycled content, Global",primary_production_mean,primary_ore_grade_mean,primary_commodity_price,sector_dist_construction,sector_dist_electrical,sector_dist_industrial,sector_dist_other,sector_dist_transport,sector_dist_bar and coin,sector_dist_jewelry,Refined price
Sn,567,0.003440541540024341,0.03373037416518581,-0.027036067030540428,-0.04726271741468671,0.002277714549527914,0.016061133415259374,-0.0297433575330592,0.002936559733485042,-0.0031886677687023753,0.004107025372198811,-0.0006113607603325407,0.0070431469048606,-0.009384401362680907,-0.0001058794329535051,-0.006103982523269183,-0.00038535994670764093,0.00014167535475896696,-0.006579840389573811,0.0019032775829276893,-0.002768684538200792,-0.0017408121752592585,-0.15472543337376982,0.009143858580582944,-0.002342546791756009,-0.01884718194966914,0.021139087065557425,0.0038754150946902696,0.05543520872643253,0.060795276291507286,0.012807009044016443,-0.015881116766345127,0.015571938836485546,0.0909660904646757,0.06148005115740612,-0.006339320023810002,0.016150192946883087,-0.004637454209523124,-0.026766934287614248,-0.05579203611755259,0.0
Steel,368,-0.0008081988198202216,0.020772783991662745,-0.05382129856376925,-0.011765164105673524,-0.004083314659693032,-0.005743878152256771,-0.007057586709081702,-0.0030079762022030073,0.0006955998236214925,0.007084094000537197,-0.002337431324310687,0.00279713224369258,0.06114049901609299,0.009048517389881314,-0.0031928232535358243,-0.0011167787457901778,0.0009771255107596695,0.008964873938943178,-0.0020127381795836865,0.0020440102776354,-0.0034877601212549556,0.016786426046945486,-0.005204677822114073,0.003897582157011778,0.008000844506740417,-0.0315017623900301,-0.0038818744584773806,-0.08879036724441323,0.01838428285394958,-0.12686052808669465,-0.10855438230676241,-0.09055017614262353,-0.15278495233580475,-0.008200835641602438,-0.024888158518327236,-0.012129365284112117,-0.02227402908823908,-0.038070221523946686,-0.06997012194476511,0.0
Ag,291,0.0012954192469072515,-0.04408525577967861,-0.00272402547118109,0.011774742674862006,0.01485972498493258,-0.00611505657567568,-0.00540577080982976,-0.011287552583148761,0.005282397783998893,0.0016267525717877142,0.0005147608318312357,-0.014060274949084095,-0.00945842218206266,-0.0016818344154284509,-0.009362185036527672,0.0027264091034013365,0.002174761871523999,0.005677205610559427,0.0002123533323188742,-0.003103532846484945,-0.0037166095934745985,-0.031071517873769636,0.06582127978685309,-0.00021835243280598086,0.026517848504522882,-0.014621413857001244,0.0019382249785648393,0.05844811253514452,0.08163250261848207,0.010513889320912729,-0.018530027559141363,0.011382938638333279,0.07969846019464269,-0.014708380839546804,-0.023067268591630836,-0.0017802294531751373,-0.007559380962235116,-0.026403731404433396,-0.05432676151999423,0.0
Al,1195,0.005548577289024134,-0.003717855871033222,0.02159610175437025,-0.0016204467022937865,-0.001480278272858142,0.0024375790154371876,0.01168390137798951,0.006857592119489866,0.004853030024578071,0.0047962147465766035,0.0049630205651792145,-0.0027073181294954406,0.012127664942702157,-0.002404028647963337,-0.0016044223206013023,0.0017210641884836087,0.007140739651403238,-4.6821649417890264e-05,-0.006211982790913661,0.006458757679189177,0.0075177480951021235,-0.06058173615086125,-0.009914878137522131,0.0050244248966370975,0.01595885094691182,-0.025463705470434767,0.002691851858083238,-0.07762955284504366,-0.09492046108113206,-0.07373808875110228,-0.06742457414662417,-0.07382592086422889,-0.03813452941484912,-0.006268899933639544,-0.022408546598932093,-0.0009938262955651814,-0.009522851007036686,-0.03918756787789989,-0.07180489382968197,0.0
Ag,293,-0.008431705828625301,-0.03704927616246896,0.00507063791001092,-0.007178682679055191,0.0042186775755403425,-0.014513690557007995,-0.003932097852483757,0.00028887768407574846,0.0037750828482409123,-0.0020641762921866473,0.005205818544921895,-0.0307358208287082,0.028040649852409626,0.0026732870783860714,-0.013711282962972637,-0.00022419978811966538,0.0012186074011566793,0.014563198163843863,0.005399615065980908,-0.0029455132645056356,-0.005836113409028023,-0.09740585490813236,0.06618482625645887,-0.0010000889209191735,-0.0038327073636963242,-0.012620556095331567,0.00349749650969569,0.07608918087040283,0.10406825298374589,0.00795643999365447,-0.02090822323868931,0.017512054002418877,0.09127087035550088,-0.01110564762670301,-0.02060727162245101,0.0049169580631428286,-0.00596239598119703,-0.026912383511877247,-0.051671787407830835,0.0
Pb,364,-0.0062766880479822856,0.03977888936186502,-0.0466228874006603,0.08310349580378057,-0.0002903118451243413,-0.0006292281226078477,-0.03504954754904571,-0.002060934551665427,0.009010321514463905,0.03305606779142181,-0.008257191957582156,-0.0636239043142181,-0.013121347921884784,0.00647550363879447,-0.02275640934116449,0.0033863077071385646,-0.0003062082797696211,0.014663250400708195,0.0024929883785251997,-0.006308720695517495,-0.007530328602351682,-0.09386340427631192,-0.006544435715345658,0.009646642321768347,0.09893526838614201,-0.0036771594668125137,0.0013005746673085748,0.06121882835816646,0.05371873244496442,0.013948556734047012,-0.013865697667655582,-0.04332324708936123,0.053453614210529785,-0.0222460104387435,-0.010108459178151478,-0.0013208047618315957,0.04025096041351915,-0.02609335504934718,-0.05331188930508916,0.0
Ag,260,-0.031880832858277516,-0.06223930020939707,0.006629160158610062,-0.018188841977004492,0.008864958001844137,-0.008839370856986543,-0.0007846491684897142,-0.011179956972160284,0.0020678442532394963,-0.005076175258655165,0.0013609317509108215,-0.03607321046085878,-0.008613219910393571,-0.007303779344685833,-0.01424059369220013,-0.007995701949583264,-0.02835648406370175,-0.007943766125320263,-0.002927880477043842,-0.002626558098729935,-0.0036493910166215363,0.007970889153564259,0.01118766233581092,-0.0030339515303329347,0.009006279357585203,-0.014847366162960231,0.0018458055621153734,0.06465129279434084,0.07777007554505687,0.010064170000765973,-0.01790059060150054,0.01092012345631706,0.084367527485321,-0.019008620833457904,-0.023829124027787182,-0.004581132046232673,-0.006212538635303678,-0.027577741121518343,-0.05388289638816593,0.0
Pb,690,0.0007176872434834383,0.026077156674055895,-0.01540422578075163,-0.01475014076594838,-0.004245139473848401,-0.000225560831357602,0.010603410159787599,0.007804872911875189,0.006001153070047498,-0.03252803869140217,0.0008728069575582585,0.00893956017276778,-0.027678677642068283,0.0007530944348302167,-0.02919280510074347,0.0027454144847492003,-0.0028292429415738814,-0.016941440379625482,0.016612885288238007,-0.00946668215362322,0.005642002720383615,-0.028022854324764014,-0.004443543150586505,-0.004625803267702837,0.05849276630868238,-0.009379468959542333,-0.00043156567024053144,0.04126047324988351,0.048768577838543846,0.011539731139054713,-0.021730037263571426,-0.052412865623886376,0.05177601308741095,-0.017115213291266872,-0.01656375331900151,-0.004581520111530452,0.02806711034237782,-0.034050193456621004,-0.06196163898547641,0.0
Ag,112,-0.006944694080691654,0.048867235022681685,-0.013554858225974747,0.07855413656919687,0.007413099218831344,-0.0002556953577524097,-0.01232383946405141,0.0036636607607834935,0.0029683913089760695,0.003990455065473098,0.0009656046404969783,-0.018420057067121114,-0.004884882974096792,0.0010113346380838915,-0.004040811969479155,-0.0061702302272221045,0.007728892606699157,0.007929565752975473,-0.006636563381502469,0.0013329583122550085,-0.006009457041740542,0.040836926305281664,-0.03628448329745114,-0.00027985355158486176,0.045279808930617546,-0.016876120726334095,-0.0003463194769812944,0.03624147008066608,0.05822259729998114,0.006788739820218184,-0.0197461257625092,-0.000692538161929317,0.06723464197972484,-0.015160362725778623,-0.026623722993381338,-0.0007381048768906523,-0.0062687784261857265,-0.028451916972133572,-0.058471213306194716,0.0
Ag,743,0.004067656123817131,-0.006521227860875727,-0.020706913034707678,-0.015577341901097212,0.008168631363213481,-0.009065404045045319,-0.011668835277762577,0.005834640214605617,0.0008847144278797828,0.0015939503700163054,0.0014732307205371222,3.5656993986288654e-06,-0.002445384919852831,-0.0004103950993505342,0.005125271692608353,0.0010788823505179768,-0.004351883334633355,-0.004665192714014231,-0.002407102570852607,-0.0021162742462186423,-0.0026895576194823144,-0.01937392039309546,-0.021015614989911443,0.0011870758081935382,-0.048248224537981825,-0.013928275625545543,0.00188575593152001,0.06249845806020566,0.04864971316308092,0.007057035076582807,-0.0156695570751951,0.0113019415025224,0.06077099072655119,-0.01696358390701574,-0.015872265999500916,-0.0016106618181087906,0.0022454714232332165,-0.023186325129251274,-0.048903379061831224,0.0
Ni,1211,0.006274937286688624,0.024197024331141275,-0.02160349586819652,-0.01678438642991548,0.0051704319558862856,-0.008999740109515876,-0.021694482838489192,0.002321785917695155,0.0080545534297004,0.003908304203085456,0.0001759061788391461,0.010955148325130296,-0.005876500812499787,-0.00011591048412485122,-0.00455928359009882,0.009042182374719827,-0.008366806357958972,0.027714500603122683,0.0013768245203262675,-0.0032057627018444966,0.008345346155515031,-0.0124816552889152,0.007419269640259689,0.0008868195886940469,0.02665358957233414,-0.005645955331976004,0.0006779788014165557,0.03674838082137672,0.05766185875937702,-0.013591756683713554,-0.01950868559002999,-0.0008783532769130168,0.05630576253317798,-0.015379401633334821,-0.0134967195392206,0.001012493037546998,-0.006048389036619054,-0.03145037570699178,-0.05890398664639337,0.0
Cu,138,0.021133089804485573,-0.021385544576309052,-0.011368842399028845,0.004826835124344096,-0.0001724632877955119,-0.013855651922625127,0.014934099310168602,0.018184940852410552,0.0016596934334794581,-0.011709869330318213,0.004961729507431308,-0.016771174741734233,0.008829693947497878,0.012034720849871512,-0.0001484882060206557,0.0021859102922980665,-0.036032018045701594,-0.00048706508395729057,0.0030311942976918695,-0.002790182769423131,-0.00023786569502031062,0.06556575512892024,0.01955083687206609,-0.012554230409288583,0.021789071188698553,-0.017857040416326662,0.0014064386496767803,-0.05063041972411489,-0.0922152620870488,-0.019352555817245497,-0.026952554838715573,-0.05975708100899778,-0.0558333273426306,0.015558826815897337,-0.019220755784140106,0.004882696471206315,-0.002139716811831338,-0.037566163513378464,-0.06845573948889092,0.0
Au,139,0.0020544964150584414,-0.007495774769086858,0.009697372537165017,0.009073483961666283,-0.0032788975296561456,0.028686535637444638,0.016748875852099467,0.0008584244602093401,0.0018124354969491104,0.001109504413582673,-0.0016544765570624172,0.014553989533055783,-0.001213773963790897,0.00025182166264391684,-0.006902284898450163,0.0008902059245900532,-0.005086710460957995,-0.0019248174211795631,-0.001767387214240279,-0.0008618172024305131,0.0002903731278759892,-0.012213529439643397,-0.006443282124908869,7.421815496646127e-05,0.012038414614083054,0.09303845237139827,0.0001201826898044938,0.012916633270827869,0.007285723946091389,0.20544379306958807,0.29502084089581215,0.3529067439545791,0.02811243682344021,-0.008184083127583964,0.15398838516741642,0.0010903014314200042,-0.0012384659481989005,0.2657839329328952,0.4895675232040432,0.0
Zn,498,-0.0006206005633610679,0.10389286436330697,0.05659206679776105,-0.020714796393490963,-0.00024743650227642897,0.00027172624550359274,0.0029081235392852413,0.00502750388632068,-0.00048069234210875074,-0.002510851208617399,-0.0011248895973377199,0.04458701804498839,0.004295088635044106,0.0031721485814219454,-0.001742824428520536,0.0007010736979611668,0.0023854238764909773,-0.0018945192908584347,0.006741275857507669,-0.0034272429715177678,-0.00018008941531781435,-0.06013696856094876,-0.03079583759029973,0.002355314888480764,-0.023601047302272096,-0.003055518850538315,0.006506077380166805,0.03044480392946543,-0.10216285790956582,-0.025089762614919457,-0.03141606350876839,-0.06395453129933519,-0.06518347350732709,0.004258943337884638,-0.009059033577872572,0.004430847763549621,0.0023393277891495907,-0.036852444304303913,-0.06719135760666076,0.0
Cu,1158,-0.04286073092341537,-0.21130304533449265,0.03158665615986053,0.018549832389285897,-0.013554359785929304,0.028578728344673,-0.0276345193376465,0.006379054659613354,0.0006112982867382932,-0.018238753460698365,-0.0032846800893076037,-0.06356203038020358,-0.17368546885593156,-0.04594349259825818,-0.0025547700219256584,-0.0014914673677681976,0.03396409560512372,-0.02160014632792681,-0.03255623822249212,0.011586599106209343,-0.00666470066124928,0.069977966428285,-0.030176054507643692,0.019298674894955063,0.04037884707288962,-0.029376454015420963,-0.006232791492170038,-0.10005426989154685,-0.15719095754656456,-0.04960081578303943,-0.041886198709621736,-0.08631371371004774,-0.09741937028470318,0.01146012205048357,-0.02697266688742064,-0.0003897343234327897,-0.01768836223700824,-0.04198051230010468,-0.07954289231409074,0.0
Zn,621,-0.002939249577783596,0.0618250717759195,-0.03792870197615652,-0.03429457905627731,-0.007496226094487424,-0.007464191452084308,-0.010260995788308679,0.004799630658956884,-3.069065010328381e-05,0.003541929452193899,0.017759917389578384,0.028637984890334454,-0.00824906425392176,0.0030849285894893434,-0.00446570538135928,-0.001312755617116959,0.0077943399897079935,-0.004017701595538226,0.00992582668206087,-0.0004835628163972619,-0.0014936033566111443,-0.003580018755228022,0.011620354266007485,-0.00021108450430196374,0.04831691888953709,-0.008263468873820913,0.003261996790142207,0.00523677985943143,-0.09306391956920866,-0.023975571321690533,-0.03375921713730086,-0.06122707758671856,-0.06304006830885144,0.002448160353762188,-0.013762536291327648,0.0019217678262408756,-0.004501905787262799,-0.037262527256197414,-0.06824799961740963,0.0
Cu,577,-0.011045720891032638,0.061695413116312235,0.010653530788008183,0.019330952277288108,-0.00594535900437176,0.0023430135118691626,0.007750698866285456,-0.0028429408600145058,9.381227216547942e-05,-0.0034220128085356116,0.004309049123765353,0.05442887703245306,-0.009301908370872929,0.009452588103782234,-0.002781104571454043,0.00021183688409419344,-0.022193817426920143,0.00013207278878364648,0.001800497681347715,0.0003277245813087395,-0.00758751274342819,-0.026683848690758218,0.01878155915919866,0.00027430724961669776,-0.010632024180630391,-0.012443080932473862,0.006833674377613651,-0.033133308265111135,-0.06443779801808872,-0.008894785119808594,-0.018682954928207665,-0.05138001514718109,-0.04617725691688656,0.025781459436745348,-0.013399538548721685,0.005819527207967018,0.00498441518841451,-0.03654509188610794,-0.06754776655882401,0.0
Al,492,0.004293619063656647,0.02474506721018337,-0.007663265432254974,-0.0016614310444452818,1.2780307692888605e-06,0.014425502221414288,0.007509103519735286,0.008259671514542528,0.0017693949055935,-0.005570860991821037,-0.0008885258783855489,0.006311510982689037,-0.01913477621187955,0.0026643684959710167,-0.002835220928782919,-0.0268103238138471,-0.016884289046863447,-0.007103569639439399,-0.007642398238789498,0.0009620589149779081,0.00828734945436341,-0.007992744064912067,0.00815362658019577,-0.006773653804157977,-0.0015467990325195298,-0.029181798429611584,0.0033927298091405507,-0.07896554526124011,-0.10069541964510108,-0.07701608840822444,-0.06173135314262294,-0.07211120381205889,-0.04671258987696639,-0.006354976641940405,-0.023057007673817104,-0.001253037704457341,-0.014179735915347415,-0.039762812032526865,-0.07294882219796828,0.0
Ag,145,-0.00026626755161951134,0.010841927228782295,-0.013798366108763078,0.005718741875579768,0.007000948766359721,-0.00011626407593739843,-0.010943992882332713,0.0013947048061847052,-0.00013358206972796167,0.006116129414247373,-0.002690747095333231,0.008935476061270538,-0.003210128739721377,0.002635954380378315,0.001167996224268222,0.0029775486248900425,0.003269780447507275,0.018872308268033076,0.0047619831395806405,0.0030262046155083763,-0.003997152849081689,0.041059471431121854,-0.02762163730122153,0.0001146359906957776,0.03664597517730176,-0.016767226377301627,0.0006916679954295107,0.037872464555156374,0.0503042901266161,0.0060147689938277946,-0.01979292348069267,-0.002937909895194776,0.05885753211520256,-0.009107931516388444,-0.024825827409597424,0.000330475817465335,-0.0046269348970786415,-0.025017749128490523,-0.053256492847308,0.0
