,,Value,Notes
0,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
0,scenario_type,,"empty string, scrap supply, scrap demand, or both"
0,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
0,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
0,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
0,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
0,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
0,direct_melt_alt,False,
0,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
0,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
0,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
0,secondary_refined_alt,False,
0,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
0,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
0,scenario_name,,
0,Byproduct status,"20% Cu, 13% Au, 35% Pb/Zn, 32% Ag",
0,historical_growth_rate,0.024,
0,sector_dist_construction,0.5598441862602805,
0,sector_dist_electrical,1e-06,
0,sector_dist_industrial,0.1753265602322206,
0,sector_dist_other,0.05911949685534591,
0,sector_dist_transport,0.20561199806482824,
0,fabrication_efficiency_construction,0.824,
0,fabrication_efficiency_electrical,0.824,
0,fabrication_efficiency_industrial,0.824,
0,fabrication_efficiency_other,0.824,
0,fabrication_efficiency_transport,0.824,
0,lifetime_mean_construction,50,
0,lifetime_mean_electrical,3,
0,lifetime_mean_industrial,30,
0,lifetime_mean_other,15,
0,lifetime_mean_transport,35,
0,lifetime_sigma_construction,15,
0,lifetime_sigma_electrical,0.8999999999999999,
0,lifetime_sigma_industrial,9,
0,lifetime_sigma_other,3,
0,lifetime_sigma_transport,10.5,
0,collection_rate_target_construction,0.5,
0,collection_rate_target_electrical,0.125,
0,collection_rate_target_industrial,0.95,
0,collection_rate_target_other,0.2,
0,collection_rate_target_transport,0.95,
0,"Regional production fraction of total production, Global",1,
0,"Regional production fraction of total production, China",0.13,
0,"Secondary refinery fraction of recycled content, China",0.8971940009675858,
0,"SX-EW fraction of production, Global",0.00081,
0,"SX-EW fraction of production, China",0.00081,
0,"Total production, Global",22.25605017851423,
0,new_scrap_fraction,0.5,
0,primary_production,17.185491612221373,
0,minetype_prod_frac_underground,0.5666011928705647,
0,minetype_prod_frac_openpit,0.37476819923156995,
0,minetype_prod_frac_tailings,0.03271486180472375,
0,minetype_prod_frac_stockpile,0.025156055840595024,
0,minetype_prod_frac_placer,0.0007596902525465871,
0,primary_overhead_regression2use,None,
0,hyperparam_set_number,0.0,
0,hyperparam_set_group,0.0,
1,random_state,20220208.0,random state/seed used for mine value generation
1,refining and demand,,
1,initial_demand,23.772602886730695,initial overall demand
1,"Recycling input rate, Global",0.21329421058571268,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
1,"Recycling input rate, China",0.21329421058571268,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
1,"Secondary refinery fraction of recycled content, Global",0.8971940009675858,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
1,china_fraction_demand,0.175,"China fraction of demand, was 0.52645 for copper in 2019"
1,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
1,refining only,,
1,pri CU TCRC elas,0.8737408384790215,Capacity utilization at primary-only refineries
1,sec CU TCRC elas,0.8101518965388679,Capacity utilization at secondary-consuming refineries
1,pri CU price elas,0.5156198212660699,primary refinery capacity uitlization elasticity to primary commodity price
1,sec CU price elas,0.4802552559921559,secondary refinery capacity uitlization elasticity to primary commodity price
1,sec ratio TCRC elas,-0.8909202191426044,Secondary ratio elasticity to TCRC
1,sec ratio scrap spread elas,0.0936063442605831,Secondary ratio elasticity to scrap spread
1,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
1,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
1,price,,
1,primary_commodity_price,4911.4796432,primary commodity price
1,initial_scrap_spread,47972.639999999956,scrap spread at simulation start
1,price elasticities,,
1,primary_commodity_price_elas_sd,-0.7916023196550985,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
1,tcrc_elas_sd,0.4170913676049566,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
1,tcrc_elas_price,0.6615209055185418,TCRC elasticity to primary commodity price change
1,scrap_spread_elas_sd,0.0645006960746404,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
1,scrap_spread_elas_primary_commodity_price,0.1953678764094449,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
1,direct_melt_elas_scrap_spread,0.9234893741926667,direct melt demand elasticity to scrap spread
1,collection_elas_scrap_price,0.9336614478645464,% increase in collection corresponding with a 1% increase in scrap price
1,determining model structure,,
1,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
1,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
1,presimulate_n_years,20,"int, number of years in the past to simulate mining to establish baseline"
1,collection_rate_price_response,True,whether or not there should be a price response for collection rate
1,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
1,refinery_capacity_fraction_increase_mining,0.7113497149495887,0 means refinery capacity growth is determined by demand growth alone; 1 means refinery capacity growth is determined by mining production growth alone. Values in between allow for a weighted mixture.
1,mining only,,
1,primary_ore_grade_mean,0.016863,Ore grade mean for lognormal distribution
1,use_ml_to_accelerate,False,
1,ml_accelerate_initialize_years,20,
1,ml_accelerate_every_n_years,5,
1,incentive_tuning_option,pid-2019,
1,internal_price_formation,False,
1,primary_production_mean,0.080508,
1,primary_production_var,1.079088040893791,
1,primary_ore_grade_var,0.7699519465525105,
1,incentive_opening_probability,0.2661691843455649,
1,incentive_require_tune_years,20,"requires incentive tuning for however many years such that supply=demand, with no requirements on incentive_opening_probability and allowing the given incentive_opening_probability to be used"
1,demand_series_method,,"This is for setting up the so-called demand series, which is what the mining module tries to tune mine production to match when historical presimulation is done. This value is normally either yoy or target, and setting it to anything else allows us to ensure the demand_series used for mine tuning is the one from our historical data file."
1,end_calibrate_years,20,
1,start_calibrate_years,5,
1,ramp_up_cu,0.4,
1,mine_cu_margin_elas,0.0320290305741911,
1,mine_cost_price_elas,0,
1,mine_cost_og_elas,-0.6254331980863855,
1,mine_cost_change_per_year,3.798825662733487,
1,incentive_mine_cost_change_per_year,3.798825662733487,
1,primary_price_resources_contained_elas,0.3694657265058384,
1,close_price_method,max,
1,close_years_back,3,
1,close_probability_split_max,0.3,
1,close_probability_split_mean,0.5,
1,close_probability_split_min,0.2,
1,primary_oge_scale,0.0103586329521965,
1,initial_ore_grade_decline,-0.7355182157402835,
1,annual_reserves_ratio_with_initial_production_const,1.1,
1,primary_overhead_const,0,
1,ramp_up_fraction,0.02,"fraction of mines in the initial mine generation step that are in any of the ramp up stages (e.g. if ramp_up_year is 3 and ramp_up_fraction is 0.1, then 10% of the mines will have ramp up flag=1, 10% ramp up flag=2, etc.). Value is currently 0.02 based on an initial guess."
1,reserves_ratio_price_lag,5,"lag on price change price(t-lag)/price(t-lag-1) used for informing incentive pool size change, paired with resources_contained_elas_primary_price (and byproduct if byproduct==True)"
1,demand only,,
1,commodity,Ag,notAu
1,sector_specific_dematerialization_tech_growth,-0.0264852332738038,
1,sector_specific_price_response,-0.2714821230060952,
1,region_specific_price_response,-0.2714821230060952,
1,intensity_response_to_gdp,0.6310876768448179,
1,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
1,scenario_type,,"empty string, scrap supply, scrap demand, or both"
1,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
1,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
1,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
1,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
1,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
1,direct_melt_alt,False,
1,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
1,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
1,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
1,secondary_refined_alt,False,
1,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
1,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
1,scenario_name,,
1,Byproduct status,"20% Cu, 13% Au, 35% Pb/Zn, 32% Ag",
1,historical_growth_rate,0.024,
1,sector_dist_construction,0.5598441862602805,
1,sector_dist_electrical,1e-06,
1,sector_dist_industrial,0.1753265602322206,
1,sector_dist_other,0.05911949685534591,
1,sector_dist_transport,0.20561199806482824,
1,fabrication_efficiency_construction,0.824,
1,fabrication_efficiency_electrical,0.824,
1,fabrication_efficiency_industrial,0.824,
1,fabrication_efficiency_other,0.824,
1,fabrication_efficiency_transport,0.824,
1,lifetime_mean_construction,50,
1,lifetime_mean_electrical,3,
1,lifetime_mean_industrial,30,
1,lifetime_mean_other,15,
1,lifetime_mean_transport,35,
1,lifetime_sigma_construction,15,
1,lifetime_sigma_electrical,0.8999999999999999,
1,lifetime_sigma_industrial,9,
1,lifetime_sigma_other,3,
1,lifetime_sigma_transport,10.5,
1,collection_rate_target_construction,0.5,
1,collection_rate_target_electrical,0.125,
1,collection_rate_target_industrial,0.95,
1,collection_rate_target_other,0.2,
1,collection_rate_target_transport,0.95,
1,"Regional production fraction of total production, Global",1,
1,"Regional production fraction of total production, China",0.13,
1,"Secondary refinery fraction of recycled content, China",0.8971940009675858,
1,"SX-EW fraction of production, Global",0.00081,
1,"SX-EW fraction of production, China",0.00081,
1,"Total production, Global",22.25605017851423,
1,new_scrap_fraction,0.5,
1,primary_production,17.185491612221373,
1,minetype_prod_frac_underground,0.5666011928705647,
1,minetype_prod_frac_openpit,0.37476819923156995,
1,minetype_prod_frac_tailings,0.03271486180472375,
1,minetype_prod_frac_stockpile,0.025156055840595024,
1,minetype_prod_frac_placer,0.0007596902525465871,
1,primary_overhead_regression2use,None,
1,hyperparam_set_number,0.0,
1,hyperparam_set_group,1.0,
2,random_state,20220208.0,random state/seed used for mine value generation
2,refining and demand,,
2,initial_demand,23.772602886730695,initial overall demand
2,"Recycling input rate, Global",0.21329421058571268,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
2,"Recycling input rate, China",0.21329421058571268,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
2,"Secondary refinery fraction of recycled content, Global",0.8971940009675858,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
2,china_fraction_demand,0.175,"China fraction of demand, was 0.52645 for copper in 2019"
2,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
2,refining only,,
2,pri CU TCRC elas,0.5672088562744704,Capacity utilization at primary-only refineries
2,sec CU TCRC elas,0.9764006213888112,Capacity utilization at secondary-consuming refineries
2,pri CU price elas,0.5715702784910844,primary refinery capacity uitlization elasticity to primary commodity price
2,sec CU price elas,0.4431854223703335,secondary refinery capacity uitlization elasticity to primary commodity price
2,sec ratio TCRC elas,-0.1210944555254194,Secondary ratio elasticity to TCRC
2,sec ratio scrap spread elas,0.6942007179270295,Secondary ratio elasticity to scrap spread
2,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
2,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
2,price,,
2,primary_commodity_price,4911.4796432,primary commodity price
2,initial_scrap_spread,47972.639999999956,scrap spread at simulation start
2,price elasticities,,
2,primary_commodity_price_elas_sd,-0.4743476502635818,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
2,tcrc_elas_sd,0.660862526168732,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
2,tcrc_elas_price,0.9552549779715376,TCRC elasticity to primary commodity price change
2,scrap_spread_elas_sd,0.8818613351069127,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
2,scrap_spread_elas_primary_commodity_price,0.8215434679189454,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
2,direct_melt_elas_scrap_spread,0.7114381803862652,direct melt demand elasticity to scrap spread
2,collection_elas_scrap_price,0.7368612945096545,% increase in collection corresponding with a 1% increase in scrap price
2,determining model structure,,
2,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
2,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
2,presimulate_n_years,20,"int, number of years in the past to simulate mining to establish baseline"
2,collection_rate_price_response,True,whether or not there should be a price response for collection rate
2,direct_melt_price_response,True,whether there should be a price response for direct melt fraction
2,refinery_capacity_fraction_increase_mining,0.9832251035849396,0 means refinery capacity growth is determined by demand growth alone; 1 means refinery capacity growth is determined by mining production growth alone. Values in between allow for a weighted mixture.
2,mining only,,
2,primary_ore_grade_mean,0.016863,Ore grade mean for lognormal distribution
2,use_ml_to_accelerate,False,
2,ml_accelerate_initialize_years,20,
2,ml_accelerate_every_n_years,5,
2,incentive_tuning_option,pid-2019,
2,internal_price_formation,False,
2,primary_production_mean,0.080508,
2,primary_production_var,1.079088040893791,
2,primary_ore_grade_var,0.7699519465525105,
2,incentive_opening_probability,0.0043334263388704,
2,incentive_require_tune_years,20,"requires incentive tuning for however many years such that supply=demand, with no requirements on incentive_opening_probability and allowing the given incentive_opening_probability to be used"
2,demand_series_method,,"This is for setting up the so-called demand series, which is what the mining module tries to tune mine production to match when historical presimulation is done. This value is normally either yoy or target, and setting it to anything else allows us to ensure the demand_series used for mine tuning is the one from our historical data file."
2,end_calibrate_years,20,
2,start_calibrate_years,5,
2,ramp_up_cu,0.4,
2,mine_cu_margin_elas,0.1126086503464209,
2,mine_cost_price_elas,0,
2,mine_cost_og_elas,-0.3780101299756945,
2,mine_cost_change_per_year,-4.237877698825384,
2,incentive_mine_cost_change_per_year,-4.237877698825384,
2,primary_price_resources_contained_elas,0.4462144506165482,
2,close_price_method,max,
2,close_years_back,3,
2,close_probability_split_max,0.3,
2,close_probability_split_mean,0.5,
2,close_probability_split_min,0.2,
2,primary_oge_scale,0.0426386452911344,
2,initial_ore_grade_decline,-0.2576038464358939,
2,annual_reserves_ratio_with_initial_production_const,1.1,
2,primary_overhead_const,0,
2,ramp_up_fraction,0.02,"fraction of mines in the initial mine generation step that are in any of the ramp up stages (e.g. if ramp_up_year is 3 and ramp_up_fraction is 0.1, then 10% of the mines will have ramp up flag=1, 10% ramp up flag=2, etc.). Value is currently 0.02 based on an initial guess."
2,reserves_ratio_price_lag,5,"lag on price change price(t-lag)/price(t-lag-1) used for informing incentive pool size change, paired with resources_contained_elas_primary_price (and byproduct if byproduct==True)"
2,demand only,,
2,commodity,Ag,notAu
2,sector_specific_dematerialization_tech_growth,-0.0104186644911212,
2,sector_specific_price_response,-0.5752450007821557,
2,region_specific_price_response,-0.5752450007821557,
2,intensity_response_to_gdp,0.2654334979910815,
2,simulation_time,"[2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014
 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026 2027 2028
 2029 2030 2031 2032 2033 2034 2035 2036 2037 2038 2039 2040]",simulation time from model initialization
2,scenario_type,,"empty string, scrap supply, scrap demand, or both"
2,secondary_refined_price_response,True,whether there should be a price response for direct melt fraction
2,collection_rate_duration,0,length of the increase in collection rate described by collection_rate_pct_change_tot
2,collection_rate_pct_change_tot,1.0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration collection_rate_duration. Given as 1+%change/100"
2,collection_rate_pct_change_inc,1.0,"once the collection_rate_pct_change_tot is reached, the collection rate will then increase by this value per year. Given as 1+%change/100"
2,direct_melt_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
2,direct_melt_alt,False,
2,direct_melt_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
2,direct_melt_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
2,secondary_refined_duration,0,length of the increase in direct melt fraction described by direct_melt_pct_change_tot
2,secondary_refined_alt,False,
2,secondary_refined_pct_change_tot,0,"without price response, describes the percent increase in collection rate attained at the end of the linear ramp with duration direct_melt_duration. Given as 1+%change/100"
2,secondary_refined_pct_change_inc,0,"once the direct_melt_pct_change_tot is reached, the direct melt fraction will then increase by this value per year. Given as 1+%change/100"
2,scenario_name,,
2,Byproduct status,"20% Cu, 13% Au, 35% Pb/Zn, 32% Ag",
2,historical_growth_rate,0.024,
2,sector_dist_construction,0.5598441862602805,
2,sector_dist_electrical,1e-06,
2,sector_dist_industrial,0.1753265602322206,
2,sector_dist_other,0.05911949685534591,
2,sector_dist_transport,0.20561199806482824,
2,fabrication_efficiency_construction,0.824,
2,fabrication_efficiency_electrical,0.824,
2,fabrication_efficiency_industrial,0.824,
2,fabrication_efficiency_other,0.824,
2,fabrication_efficiency_transport,0.824,
2,lifetime_mean_construction,50,
2,lifetime_mean_electrical,3,
2,lifetime_mean_industrial,30,
2,lifetime_mean_other,15,
2,lifetime_mean_transport,35,
2,lifetime_sigma_construction,15,
2,lifetime_sigma_electrical,0.8999999999999999,
2,lifetime_sigma_industrial,9,
2,lifetime_sigma_other,3,
2,lifetime_sigma_transport,10.5,
2,collection_rate_target_construction,0.5,
2,collection_rate_target_electrical,0.125,
2,collection_rate_target_industrial,0.95,
2,collection_rate_target_other,0.2,
2,collection_rate_target_transport,0.95,
2,"Regional production fraction of total production, Global",1,
2,"Regional production fraction of total production, China",0.13,
2,"Secondary refinery fraction of recycled content, China",0.8971940009675858,
2,"SX-EW fraction of production, Global",0.00081,
2,"SX-EW fraction of production, China",0.00081,
2,"Total production, Global",22.25605017851423,
2,new_scrap_fraction,0.5,
2,primary_production,17.185491612221373,
2,minetype_prod_frac_underground,0.5666011928705647,
2,minetype_prod_frac_openpit,0.37476819923156995,
2,minetype_prod_frac_tailings,0.03271486180472375,
2,minetype_prod_frac_stockpile,0.025156055840595024,
2,minetype_prod_frac_placer,0.0007596902525465871,
2,primary_overhead_regression2use,None,
2,hyperparam_set_number,0.0,
2,hyperparam_set_group,2.0,
3,random_state,20220208.0,random state/seed used for mine value generation
3,refining and demand,,
3,initial_demand,23.772602886730695,initial overall demand
3,"Recycling input rate, Global",0.21329421058571268,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
3,"Recycling input rate, China",0.21329421058571268,"float, fraction of demand in the initial year satisfied by recycled inputs; includes refined and direct melt"
3,"Secondary refinery fraction of recycled content, Global",0.8971940009675858,"float, fraction of recycled content demanded by refineries, remainder is direct melt"
3,china_fraction_demand,0.175,"China fraction of demand, was 0.52645 for copper in 2019"
3,scrap_to_cathode_eff,0.99,Efficiency of remelting and refining scrap
3,refining only,,
3,pri CU TCRC elas,0.7410982124912463,Capacity utilization at primary-only refineries
3,sec CU TCRC elas,0.5452755290545818,Capacity utilization at secondary-consuming refineries
3,pri CU price elas,0.1405392302930931,primary refinery capacity uitlization elasticity to primary commodity price
3,sec CU price elas,0.424428920084816,secondary refinery capacity uitlization elasticity to primary commodity price
3,sec ratio TCRC elas,-0.1361005147114761,Secondary ratio elasticity to TCRC
3,sec ratio scrap spread elas,0.5090096594892187,Secondary ratio elasticity to scrap spread
3,Use regions,0.0,True makes it so global refining is determined from combo of China and RoW; False means we ignore the region level
3,refinery_capacity_growth_lag,1.0,"capacity growth lag, can be 1 or 0. 1 means that we use the year_i-1 and year_i-2 years to calculated the growth associated with mining or demand for calculating capacity growth, while 0 means we use year_i and year_i-1."
3,price,,
3,primary_commodity_price,4911.4796432,primary commodity price
3,initial_scrap_spread,47972.639999999956,scrap spread at simulation start
3,price elasticities,,
3,primary_commodity_price_elas_sd,-0.8489255547479673,primary commodity price elasticity to supply-demand imbalance (here using S/D ratio)
3,tcrc_elas_sd,0.2340919520816849,TCRC elasticity to supply-demand imbalance (here using S/D ratio)
3,tcrc_elas_price,0.8937411557296541,TCRC elasticity to primary commodity price change
3,scrap_spread_elas_sd,0.4163084158942746,scrap spread elasticity to supply-demand imbalance (here using S/D ratio)
3,scrap_spread_elas_primary_commodity_price,0.1594240197607037,"scrap spread elasticity to primary commodity price, using ratio year-over-year"
3,direct_melt_elas_scrap_spread,0.2202033998832586,direct melt demand elasticity to scrap spread
3,collection_elas_scrap_price,0.3901906449422405,% increase in collection corresponding with a 1% increase in scrap price
3,determining model structure,,
3,scrap_trade_simplistic,True,"if True, sets scrap supply in each region equal to the demand scaled by the global supply/demand ratio. If False, we should set up a price-informed trade algorithm, but have not done that yet so this should stay True for now"
3,presimulate_mining,True,"True means we simulate mining production for presimulate_n_years before the simulation starts, theoretically to force alignment with simulation start time mine production"
3,presimulate_n_years,20,"int, number of years in the past to simulate mining to establish baseline"
3,collection_rate_price_response,True,whether or not there should be a price response for collection rate
